date,0d,1d,2d,3d
2022-01-05,2308,788,12211,1845
2022-01-06,2094,694,10782,1864
2022-01-07,1625,569,8057,1771
2022-01-08,1230,394,6191,1485
2022-01-09,957,289,5013,1307
2022-01-10,1028,294,5111,1351
2022-01-11,807,261,4109,1517
2022-01-12,739,236,3850,1777
2022-01-13,678,216,3389,1554
2022-01-14,583,199,3087,1437
2022-01-15,445,171,2558,1397
2022-01-16,428,137,2210,1075
2022-01-17,555,163,2494,1171
2022-01-18,539,200,2915,1423
2022-01-19,510,160,2480,1484
2022-01-20,487,177,2281,1428
2022-01-21,465,159,1944,1312
2022-01-22,340,105,1319,1054
2022-01-23,347,108,1219,872
2022-01-24,433,172,1627,1187
2022-01-25,478,197,1883,1515
2022-01-26,475,222,1529,1346
2022-01-27,454,210,1422,1375
2022-01-28,414,160,1364,1289
2022-01-29,353,150,1085,960
2022-01-30,325,139,898,949
2022-01-31,391,187,1261,1284
2022-02-01,502,215,1512,1455
2022-02-02,449,234,1454,1514
2022-02-03,357,166,1184,1227
2022-02-04,361,153,1114,1211
2022-02-05,266,100,742,1007
2022-02-06,257,83,718,907
2022-02-07,367,126,1134,1333
2022-02-08,412,124,1091,1451
2022-02-09,305,126,1001,1273
2022-02-10,342,91,924,1135
2022-02-11,273,84,834,1180
2022-02-12,192,42,504,750
2022-02-13,181,51,474,763
2022-02-14,227,82,667,1011
2022-02-15,212,66,696,1038
2022-02-16,246,53,631,940
2022-02-17,215,57,511,923
2022-02-18,175,42,477,780
2022-02-19,109,19,296,598
2022-02-20,106,26,316,600
2022-02-21,199,36,482,918
2022-02-22,156,49,509,878
2022-02-23,140,31,431,838
2022-02-24,125,36,402,715
2022-02-25,98,33,297,622
2022-02-26,92,19,256,515
2022-02-27,73,17,237,470
2022-02-28,141,28,392,733
2022-03-01,130,24,383,704
2022-03-02,102,28,315,694
2022-03-03,106,21,422,772
2022-03-04,93,18,275,659
2022-03-05,77,13,205,471
2022-03-06,69,13,201,479
2022-03-07,121,20,326,759
2022-03-08,117,25,377,817
2022-03-09,93,18,340,783
2022-03-10,82,16,256,725
2022-03-11,79,13,272,687
2022-03-12,66,20,182,433
2022-03-13,62,14,170,435
2022-03-14,99,16,296,882
2022-03-15,93,22,322,969
2022-03-16,94,25,350,974
2022-03-17,111,24,343,899
2022-03-18,91,20,270,834
2022-03-19,60,7,212,599
2022-03-20,65,4,242,674
2022-03-21,101,26,429,1129
2022-03-22,118,37,526,1495
2022-03-23,145,22,523,1614
2022-03-24,121,19,481,1557
2022-03-25,139,25,498,1467
2022-03-26,109,33,341,1107
2022-03-27,103,23,382,1189
2022-03-28,167,45,635,1917
2022-03-29,171,37,700,2124
2022-03-30,172,39,766,2298
2022-03-31,233,29,657,2065
2022-04-01,198,36,661,2026
2022-04-02,145,28,484,1607
2022-04-03,136,26,449,1532
2022-04-04,202,34,685,2294
2022-04-05,238,47,807,2549
2022-04-06,218,34,780,2537
2022-04-07,248,42,790,2412
2022-04-08,215,38,615,2087
2022-04-09,158,22,467,1799
2022-04-10,136,28,433,1685
2022-04-11,219,38,536,2045
2022-04-12,256,29,685,2411
2022-04-13,241,31,631,2452
2022-04-14,162,29,536,2024
2022-04-15,141,21,395,1636
2022-04-16,132,19,289,1194
2022-04-17,112,20,264,1167
2022-04-18,124,15,347,1427
2022-04-19,178,25,477,1881
2022-04-20,192,32,531,2052
2022-04-21,153,18,444,1596
2022-04-22,158,22,364,1460
2022-04-23,117,9,248,957
2022-04-24,137,14,264,962
2022-04-25,169,14,373,1318
2022-04-26,141,26,332,1316
2022-04-27,140,19,339,1223
2022-04-28,127,21,313,1114
2022-04-29,131,10,236,1017
2022-04-30,78,17,149,677
2022-05-01,64,12,137,652
2022-05-02,112,9,213,974
2022-05-03,118,23,267,1103
2022-05-04,101,9,242,885
2022-05-05,94,14,189,839
2022-05-06,107,15,193,697
2022-05-07,61,9,116,459
2022-05-08,57,13,89,489
2022-05-09,83,8,155,606
2022-05-10,75,8,189,717
2022-05-11,68,9,175,692
2022-05-12,73,10,140,556
2022-05-13,71,8,132,526
2022-05-14,58,9,84,382
2022-05-15,47,6,86,345
2022-05-16,51,6,122,491
2022-05-17,45,8,123,461
2022-05-18,42,9,102,423
2022-05-19,43,6,123,438
2022-05-20,45,7,107,339
2022-05-21,23,3,66,258
2022-05-22,21,2,46,256
2022-05-23,25,8,73,368
2022-05-24,53,4,118,443
2022-05-25,49,10,107,472
2022-05-26,36,4,87,410
2022-05-27,39,1,63,372
2022-05-28,29,1,68,286
2022-05-29,27,2,71,277
2022-05-30,55,5,111,484
2022-05-31,54,10,131,455
2022-06-01,48,9,106,436
2022-06-02,31,4,93,400
2022-06-03,24,3,62,349
2022-06-04,17,2,59,302
2022-06-05,21,2,57,307
2022-06-06,45,5,121,541
2022-06-07,34,10,117,481
2022-06-08,55,4,137,553
2022-06-09,41,7,143,483
2022-06-10,42,8,91,436
2022-06-11,32,2,69,372
2022-06-12,32,2,92,366
2022-06-13,43,10,139,592
2022-06-14,55,6,114,606
2022-06-15,53,7,111,682
2022-06-16,52,14,137,618
