group,1d,2d,3d,pop 2021
0-4,245,53,9,428991
5-11,432034,323240,343,650347
12-17,531101,506039,86467,529446
18-29,1112110,1052816,424307,1216440
30-39,1020043,980125,492291,1118629
40-49,1026913,1002198,630976,1115327
50-59,1080036,1054502,782356,1155183
60-69,1115478,1104361,984004,1168854
70-79,753904,753018,715748,783129
80 plus,400629,401070,386126,425520
Total 5+,7472248,7177369,4502618,8162875
Total,7472493,7177422,4502627,8591866
