Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-06-03;6509059;5906696
2021-06-02;6427659;5810992
2021-06-01;6427659;5724269
2021-05-31;6376347;5655306
2021-05-30;5887119;5582468
2021-05-29;5887119;5503554
2021-05-28;5887119;5406461
