Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-02-08;294825;262594
2021-02-07;294825;259778
2021-02-06;294825;257705
2021-02-05;294825;254532
2021-02-04;256625;249 553
2021-02-03;256 625;244 588
2021-02-02;256 625;241 751
