Date,Cumul des personnes avec des analyses nÃ©gatives,Cumul de cas confirmÃ©s,Nouveaux cas,Nombre cumulatif de dÃ©cÃ¨s,Nouveaux dÃ©cÃ¨s,Hospitalisations,Soins intensifs,Personnes testÃ©es,Cas actifs,Tests (VolumÃ©trie),Hospitalisations (nouvelle mÃ©thode),Unnamed: 12,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,Unnamed: 31,CHSLD,RPA,Domicile,Autres - Inconnu,Unnamed: 36,MontrÃ©al et Laval,RÃ©gions Ã  proximitÃ©,Autres rÃ©gions,Unnamed: 40,Cas Labo,Cas Lien Ãpi,Cas Total,Cumul Labo,Cumul Ãpi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile DÃ©cÃ¨s,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nÃ©g (Nouv.),Cas labo (Nouv.),Cas labo (ancien)
07/08/2020,,60367,126.0,5692.0,5.0,,23.0,907468,1950,16650.0,132.0,,35.51965252,133.9903181,260.3715092,403.37633839999995,222.0361219,1412.674031,175.04837519999998,121.93800130000001,139.9486855,59.00575306,233.3385186,133.8572979,1381.38206,884.0743561,643.5735157,628.5809607000001,119.2145863,54.39216753,,3915.0,941.0,576.0,276.0,,1407.150847,831.1153517999999,281.5820293,,120,7,127,53950,6453,0.0,0.0,1.0,0.0,1.7,11.0,3.0,116.0,853208,54260,
08/08/2020,,60471,104.0,5695.0,3.0,,22.0,917996,1945,14636.0,134.0,,35.51965252,133.9903181,260.636249,403.37633839999995,222.4416674,1414.368407,175.7964452,121.93800130000001,139.9486855,59.00575306,233.3385186,134.3220802,1383.188969,886.5739138,645.3279912,631.4425884,119.2145863,54.39216753,,3916.0,941.0,576.0,276.0,,1408.865086,833.6941371,282.3720038,,108,10,118,54058,6463,1.0,0.0,0.0,0.0,2.1,2.0,2.0,109.6,863615,54381,
09/08/2020,,60627,156.0,5696.0,1.0,,21.0,924895,2001,9305.0,136.0,,35.51965252,133.9903181,260.7686188,403.37633839999995,223.2527582,1416.159604,176.54451519999998,121.93800130000001,139.9486855,59.00575306,233.3385186,134.55447130000002,1384.092423,889.6502926000001,647.4014622999999,632.7687086,119.2145863,54.39216753,,3918.0,941.0,576.0,276.0,,1410.499593,835.8657457,282.92059720000003,,91,7,98,54149,6470,2.0,0.0,0.0,0.0,2,5.0,0.0,104.1,870432,54463,
10/08/2020,,60718,91.0,5697.0,1.0,,21.0,932027,1946,11649.0,130.0,,36.02707612,133.9903181,261.1657284,403.37633839999995,223.8610764,1417.853981,177.2925851,121.93800130000001,139.9486855,59.00575306,233.3385186,134.7868625,1387.254514,891.9575767000001,648.8369422000001,634.2344204,119.2145863,54.39216753,,3919.0,942.0,576.0,276.0,,1412.453028,837.562315,283.53502189999995,,95,7,102,54244,6477,1.0,1.0,0.0,0.0,1.7,8.0,1.0,105.3,877490,54537,
11/08/2020,,60813,95.0,5709.0,12.0,,20.0,942317,1878,16239.0,131.0,,36.02707612,134.3505071,261.562838,403.7592301,224.0638491,1419.645178,178.2900118,121.93800130000001,141.05938930000002,59.00575306,233.3385186,135.25164469999999,1391.997651,894.4571345,650.2724222,634.9323783,119.2145863,54.39216753,,3919.0,942.0,579.0,276.0,,1414.765257,839.2588843000001,283.9958403,,99,5,104,54343,6482,0.0,0.0,3.0,0.0,1.7,8.0,4.0,98.6,887673,54644,
12/08/2020,,60917,104.0,5715.0,6.0,,23.0,952790,1811,17137.0,126.0,,37.04192334,134.3505071,261.69520780000005,404.90790499999997,224.26662180000002,1421.3879650000001,179.0380817,121.93800130000001,141.05938930000002,59.00575306,233.3385186,136.1812093,1393.126969,896.5721448999999,651.7079022,635.7001321,119.2145863,54.39216753,,3919.0,942.0,581.0,276.0,,1416.399764,840.7518652000001,284.5663775,,86,3,89,54429,6485,0.0,0.0,2.0,0.0,2,3.0,3.0,91.1,898039,54751,
13/08/2020,,61004,87.0,5718.0,3.0,,25.0,963036,1785,17890.0,126.0,,37.04192334,134.71069619999997,262.489427,405.2907966,224.4693945,1423.227574,179.7861517,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.4136005,1394.708015,898.879429,653.1433821,636.9564565000001,119.2145863,54.39216753,,3919.0,943.0,581.0,276.0,,1418.193734,842.3127089,285.2466333,,92,7,99,54521,6492,0.0,1.0,0.0,0.0,2.3,9.0,1.0,83.6,908209,54827,
14/08/2020,,61084,80.0,5719.0,1.0,,25.0,972828,1732,15765.0,124.0,,37.04192334,134.71069619999997,262.6217968,405.8651341,224.6721672,1424.825128,180.5342217,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.6459916,1396.514924,901.7635341,653.940871,637.6544144999999,119.2145863,54.39216753,,3920.0,943.0,581.0,276.0,,1419.828241,843.9414153999999,285.57578939999996,,76,4,80,54597,6496,1.0,0.0,0.0,0.0,2.3,4.0,1.0,76.0,917939,54889,
15/08/2020,,61151,67.0,5720.0,1.0,,25.0,981222,1708,11809.0,124.0,,37.04192334,134.71069619999997,262.88653650000003,406.0565799,226.6998944,1425.502879,181.032935,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.6459916,1397.870106,904.6476392999999,654.7383599,638.4221683,119.2145863,54.39216753,,3921.0,943.0,583.0,276.0,,1420.625562,845.4343964,286.1024391,,60,6,66,54657,6502,1.0,0.0,2.0,0.0,2,3.0,0.0,72.3,926270,54952,
16/08/2020,,61206,55.0,5721.0,1.0,,25.0,987719,1651,9762.0,120.0,,37.04192334,134.71069619999997,263.2836461,406.0565799,227.3082125,1426.132218,182.0303617,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.6459916,1398.321833,905.8012812999999,655.3763508999999,639.1201262,119.2145863,54.39216753,,3922.0,944.0,585.0,276.0,,1421.223552,846.4523379000001,286.43159510000004,,41,4,45,54698,6506,1.0,1.0,2.0,0.0,2.1,4.0,5.0,70.6,932727,54992,
17/08/2020,,61252,46.0,5727.0,6.0,,27.0,990392,1530,12276.0,118.0,,37.04192334,134.71069619999997,263.8131255,406.24802569999997,228.1193034,1426.955201,183.02778830000003,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.6459916,1398.547697,906.3781023,656.0143419999999,639.88788,119.2145863,54.39216753,,3923.0,945.0,585.0,276.0,,1421.9411400000001,847.0631028999999,286.9143573,,45,4,49,54743,6510,1.0,1.0,0.0,0.0,2.3,3.0,0.0,70.7,935377,55015,
18/08/2020,,61316,64.0,5729.0,2.0,,26.0,998424,1455,15783.0,120.0,,37.54934695,134.71069619999997,264.47497480000004,406.6309174,229.74148509999998,1427.826595,183.7758583,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.6459916,1399.225288,910.8003969,657.2903242000001,640.3764506,119.2145863,54.39216753,,3924.0,945.0,585.0,276.0,,1422.778327,849.4382998,287.3971195,,75,3,78,54818,6513,1.0,0.0,0.0,0.0,2.7,7.0,0.0,75.3,943382,55042,
19/08/2020,,61402,86.0,5730.0,1.0,,25.0,1008252,1431,17062.0,121.0,,37.54934695,134.71069619999997,265.6663035,406.8223632,230.9581214,1428.84322,184.5239283,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,136.87838269999997,1400.806333,913.4922283,658.4068086,640.934817,119.2145863,54.39216753,,3924.0,946.0,587.0,276.0,,1423.894575,850.9312808,287.9896004,,75,2,77,54893,6515,0.0,1.0,2.0,0.0,2.3,4.0,0.0,76.9,953084,55168,
20/08/2020,,61495,93.0,5733.0,3.0,,23.0,1025725,1411,17833.0,113.0,,37.54934695,135.0708852,266.5928925,406.8223632,231.7692122,1430.489186,186.5187815,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,137.343165,1402.387379,915.9917861,660.1612841,641.8421624,119.2145863,54.39216753,,3925.0,946.0,587.0,277.0,,1425.529082,852.4242617999998,288.8015187,,97,3,100,54990,6518,1.0,0.0,0.0,1.0,2.1,2.0,0.0,81.0,970180,55545,
21/08/2020,,61599,104.0,5739.0,6.0,,16.0,1034827,1399,14303.0,108.0,,37.54934695,135.43107419999998,267.25474180000003,407.013809,234.20248480000004,1432.183562,189.5110615,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,137.343165,1405.775333,918.1067965,660.9587730000001,642.8193036,119.2145863,54.39216753,,3925.0,947.0,588.0,279.0,,1427.522383,853.8493799,289.6792682,,108,4,112,55098,6522,0.0,1.0,1.0,2.0,2.1,5.0,0.0,81.3,979203,55624,
22/08/2020,,61673,74.0,5740.0,1.0,,14.0,1045236,1400,12096.0,103.0,,37.54934695,135.43107419999998,267.9165911,407.2052548,236.63575730000002,1433.200188,190.5084881,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,138.0403385,1407.130515,919.2604385,661.2777686000001,644.0058321,119.2145863,54.39216753,,3925.0,947.0,588.0,279.0,,1428.598765,854.6637332,290.51313010000007,,76,1,77,55174,6523,0.0,0.0,0.0,0.0,2,2.0,0.0,87.1,989487,55749,
23/08/2020,,61741,68.0,5744.0,4.0,,12.0,1051257,1385,8680.0,103.0,,37.54934695,135.79126330000003,268.1813308,407.2052548,238.4607118,1434.313635,192.752698,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,138.0403385,1409.1632880000002,920.6063542999999,662.5537507,644.4246069,119.2145863,54.39216753,,3926.0,947.0,589.0,280.0,,1429.874478,855.8852631000001,291.0397798,,71,3,74,55245,6526,1.0,0.0,1.0,1.0,.,7.0,0.0,,995461,55796,
24/08/2020,,61803,62.0,5746.0,2.0,,12.0,1057098,1371,10771.0,106.0,,37.54934695,135.79126330000003,268.1813308,407.2052548,238.6634845,1434.797742,194.7475513,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,138.2727296,1410.744334,921.5677226,664.1487285000001,645.0527691000001,119.2145863,54.39216753,,3927.0,948.0,589.0,280.0,,1430.5522,857.0389302000001,291.4128233,,48,3,51,55293,6529,1.0,1.0,0.0,0.0,.,2.0,0.0,,1001243,55855,
25/08/2020,,61945,142.0,5747.0,1.0,,12.0,1064673,1501,,98.0,,37.54934695,135.79126330000003,268.31370069999997,407.7795923,240.0828935,1438.428548,196.9917613,121.93800130000001,141.05938930000002,59.00575306,234.44965440000001,138.7375119,1412.3253789999999,922.1445437000001,664.7867196000001,645.6111355,119.2145863,54.39216753,,3927.0,948.0,589.0,280.0,,1433.821214,857.7175579,292.0053042,,119,0,119,55412,6529,0.0,0.0,0.0,0.0,.,,,,1008744,55929,
