Date,Cumul des personnes avec des analyses nÃ©gatives,Cumul de cas confirmÃ©s,Nouveaux cas,Nombre cumulatif de dÃ©cÃ¨s,Nouveaux dÃ©cÃ¨s,Hospitalisations,Soins intensifs,Personnes testÃ©es,Cas actifs,Tests (VolumÃ©trie),Hospitalisations (nouvelle mÃ©thode),Unnamed: 12,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,Unnamed: 31,CHSLD,RPA,Domicile,Autres - Inconnu,Unnamed: 36,MontrÃ©al et Laval,RÃ©gions Ã  proximitÃ©,Autres rÃ©gions,Unnamed: 40,Cas Labo,Cas Lien Ãpi,Cas Total,Cumul Labo,Cumul Ãpi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile DÃ©cÃ¨s,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nÃ©g (Nouv.),Cas labo (Nouv.),Cas labo (ancien)
16/06/2020,485132.0,54263,117.0,5298.0,29.0,,72.0,533133,3351,8889.0,618.0,,24.86375676,119.222568,235.61834590000004,389.97513119999996,191.6202148,1300.506328,142.88136609999998,114.48623459999999,131.0630547,59.00575306,205.5601236,118.9842648,1289.4555560000001,799.4739392000001,514.0613237,529.6803143,112.2019635,54.39216753,,3821.0,903.0,519.0,262.0,,1298.555814,717.9881132,244.08018330000002,,119,12,131,48144,6151,8.0,0.0,3.0,1.0,11.7,14.0,2.0,120.6,455759,48483,48144.0
17/06/2020,490711.0,54383,120.0,5340.0,42.0,,65.0,538818,3147,9803.0,572.0,,25.87860398,119.222568,236.6773048,390.3580228,192.0257602,1302.975276,142.88136609999998,115.84110120000001,131.0630547,59.00575306,205.5601236,118.9842648,1290.8107380000001,799.4739392000001,516.1347948,532.0533715,112.2019635,54.39216753,,3823.0,906.0,521.0,262.0,,1300.8281769999999,720.0239962999999,244.8043266,,112,8,120,48256,6159,2.0,3.0,2.0,0.0,9.7,17.0,2.0,116.4,461702,48612,48256.0
18/06/2020,496727.0,54550,167.0,5375.0,35.0,,62.0,545165,3035,9876.0,512.0,,26.38602758,119.222568,237.7362636,390.3580228,192.43130569999997,1305.444224,142.88136609999998,115.84110120000001,131.0630547,59.00575306,205.5601236,118.9842648,1293.521101,800.4353076,520.4412346,534.2170411999999,112.2019635,54.39216753,,3827.0,907.0,523.0,263.0,,1303.339736,722.6706443,245.57235740000002,,121,16,137,48377,6175,4.0,1.0,2.0,1.0,9.7,14.0,0.0,114.0,467831,48721,48377.0
19/06/2020,502807.0,54674,124.0,5408.0,33.0,,62.0,551352,2873,8290.0,467.0,,27.90829841,119.222568,238.6628526,390.3580228,192.8368511,1308.3972800000001,142.88136609999998,115.84110120000001,131.0630547,59.00575306,206.6712594,118.9842648,1295.553874,800.8198549,524.1096834,535.682753,112.2019635,54.39216753,,3835.0,908.0,524.0,264.0,,1306.130357,724.5708019,246.25261319999998,,112,17,129,48489,6192,8.0,1.0,1.0,1.0,8.4,19.0,0.0,110.4,473671,48821,48489.0
20/06/2020,502807.0,54766,92.0,5417.0,9.0,,61.0,551352,2805,7742.0,460.0,,28.41572201,119.222568,239.1923321,390.3580228,193.647942,1309.898013,142.88136609999998,115.84110120000001,131.0630547,59.00575306,206.6712594,119.2166559,1297.360783,801.396676,526.8211456,537.4974437000001,112.2019635,54.39216753,,3838.0,908.0,525.0,264.0,,1307.685132,726.2673712000001,246.9328691,,89,6,95,48578,6198,3.0,0.0,1.0,0.0,8.7,15.0,1.0,105.0,479111,48918,48578.0
21/06/2020,502807.0,54835,69.0,5417.0,0.0,,57.0,551352,2713,5880.0,463.0,,28.41572201,119.222568,239.72181150000003,390.5494686,193.8507147,1311.0598710000002,142.88136609999998,115.84110120000001,131.0630547,59.00575306,206.6712594,119.44904709999999,1301.2004650000001,802.3580443,529.0541143999999,538.1954017,112.2019635,54.39216753,,3843.0,910.0,528.0,264.0,,1309.319639,727.5567637999999,247.30591260000003,,76,1,77,48654,6199,5.0,2.0,3.0,0.0,9.6,12.0,0.0,100.7,482550,48996,48654.0
22/06/2020,515749.0,54884,49.0,5424.0,7.0,,56.0,564464,2580,6185.0,459.0,,28.92314562,119.222568,239.9865512,390.5494686,193.8507147,1312.996301,143.3800794,115.84110120000001,131.0630547,59.00575306,206.6712594,119.44904709999999,1301.878056,802.9348654,531.2870832,539.5215218999999,112.2019635,54.39216753,,3847.0,911.0,530.0,264.0,,1311.0338769999998,728.7104308999999,247.8325623,,80,4,84,48734,6203,4.0,1.0,2.0,0.0,9.7,11.0,3.0,93.9,485986,49070,48734.0
23/06/2020,520227.0,54937,53.0,5441.0,17.0,,52.0,568997,2420,7917.0,448.0,,29.43056923,119.222568,241.44261969999997,390.7409145,193.8507147,1314.88432,143.3800794,115.84110120000001,131.0630547,59.00575306,206.6712594,119.9138294,1302.781511,803.3194127,532.882061,541.1268252,112.2019635,54.39216753,,3854.0,913.0,534.0,265.0,,1312.748116,729.7962352000001,248.57864930000002,,93,0,93,48827,6203,7.0,2.0,4.0,1.0,8.9,7.0,2.0,87.6,491281,49154,48827.0
24/06/2020,524578.0,55079,142.0,5448.0,7.0,,50.0,573478,2410,8113.0,437.0,,29.43056923,119.222568,241.97209909999998,390.7409145,193.8507147,1316.3366429999999,143.8787927,115.84110120000001,131.0630547,59.00575306,206.6712594,120.14622050000001,1304.362556,804.4730548,536.0720163999999,542.5227412,112.2019635,54.39216753,,3861.0,914.0,537.0,267.0,,1314.223159,732.1035694,248.99558030000003,,84,6,90,48911,6209,7.0,1.0,3.0,2.0,8.7,13.0,4.0,86.6,497106,49242,48911.0
25/06/2020,530504.0,55156,77.0,5455.0,7.0,,48.0,579443,2312,7323.0,430.0,,29.43056923,119.222568,242.50157850000002,391.1238061,193.8507147,1318.563537,144.12814939999998,115.84110120000001,131.0630547,59.00575306,207.78239519999997,120.14622050000001,1305.491875,806.3957915,538.6239807999999,542.8019244,112.2019635,54.39216753,,3868.0,915.0,538.0,267.0,,1316.256326,733.7322759,249.3027926,,83,6,89,48994,6215,7.0,1.0,1.0,0.0,8,13.0,2.0,84.0,501493,49315,48994.0
26/06/2020,535545.0,55241,85.0,5472.0,17.0,,45.0,584567,2151,9091.0,413.0,,29.43056923,119.222568,243.2957977,391.1238061,193.8507147,1320.596788,144.377506,115.84110120000001,131.0630547,59.00575306,208.893531,120.14622050000001,1305.943602,806.7803389,541.6544385,543.6394740000001,112.2019635,54.39216753,,3871.0,915.0,538.0,269.0,,1318.0104310000002,735.2252569,249.7197236,,72,13,85,49066,6228,3.0,0.0,0.0,2.0,8,15.0,3.0,80.7,508104,49393,49066.0
27/06/2020,535545.0,55318,77.0,5478.0,6.0,,43.0,584567,2082,7788.0,412.0,,30.44541644,119.222568,243.95764690000001,391.1238061,193.8507147,1322.1459320000001,144.62686269999998,115.84110120000001,131.0630547,59.00575306,208.893531,120.3786116,1308.202238,807.7417072000001,543.7279096,544.9655942,112.2019635,54.39216753,,3873.0,916.0,538.0,269.0,,1319.6848029999999,736.7182378,250.2463733,,85,3,88,49151,6231,2.0,1.0,0.0,0.0,7.4,11.0,4.0,81.0,514142,49475,49151.0
28/06/2020,535545.0,55390,72.0,5485.0,7.0,,45.0,584567,2060,5424.0,410.0,,30.44541644,119.222568,244.4871264,391.31525189999996,193.8507147,1323.017326,145.3749327,115.84110120000001,131.0630547,59.00575306,208.893531,120.8433939,1309.783284,809.087623,545.4823851,545.384369,112.2019635,54.39216753,,3877.0,916.0,539.0,269.0,,1320.6814539999998,738.0076305,250.57552940000002,,56,3,59,49207,6234,4.0,0.0,1.0,0.0,6.1,10.0,4.0,78.6,518383,49529,49207.0
29/06/2020,551091.0,55458,68.0,5503.0,18.0,,38.0,600314,1962,6770.0,397.0,,30.44541644,119.222568,244.6194962,391.31525189999996,194.0534874,1323.791898,146.3723593,115.84110120000001,131.0630547,59.00575306,208.893531,121.0757851,1310.9126019999999,810.0489913,548.5128427999999,546.0125311,112.2019635,54.39216753,,3879.0,918.0,542.0,269.0,,1321.51864,739.5006114,250.97051659999997,,55,6,61,49262,6240,2.0,2.0,3.0,0.0,5.7,8.0,1.0,75.9,522437,49569,49262.0
30/06/2020,555859.0,55524,66.0,5527.0,24.0,,33.0,605141,1872,8879.0,389.0,,30.95284005,119.222568,244.88423590000002,391.31525189999996,194.45903280000002,1325.679917,146.8710726,115.84110120000001,131.0630547,59.00575306,210.0046668,121.0757851,1312.04192,810.818086,551.0648071,547.6178345,112.2019635,54.39216753,,3883.0,919.0,547.0,269.0,,1323.272745,741.6722201,251.38744759999997,,86,9,95,49348,6249,4.0,1.0,5.0,0.0,5.9,13.0,0.0,76.3,528479,49657,49348.0
01/07/2020,561791.0,55593,69.0,5541.0,14.0,,32.0,611136,1782,8681.0,379.0,,30.95284005,119.222568,245.14897569999997,391.8895894,194.66180549999999,1326.793364,147.1204293,115.84110120000001,131.0630547,59.00575306,210.0046668,121.0757851,1312.719511,812.7408227999999,553.6167715,548.5949757000001,112.2019635,54.39216753,,3885.0,920.0,548.0,269.0,,1324.3092609999999,743.6402405,251.7824349,,72,1,73,49420,6250,2.0,1.0,1.0,0.0,5.7,10.0,1.0,77.3,534569,49742,49420.0
02/07/2020,567253.0,55682,89.0,5560.0,19.0,,31.0,616676,1644,7918.0,361.0,,30.95284005,119.222568,245.4137154,392.0810352,194.86457819999998,1327.567936,147.6191426,115.84110120000001,131.0630547,59.00575306,210.0046668,121.0757851,1314.752284,813.5099175,554.8927537000001,550.3398706,119.2145863,54.39216753,,3887.0,921.0,550.0,270.0,,1325.3059119999998,745.4725352999999,252.1554784,,62,8,70,49482,6258,2.0,1.0,2.0,1.0,5.6,7.0,2.0,77.0,538998,49811,49482.0
03/07/2020,572565.0,55784,102.0,5566.0,6.0,,27.0,622087,1616,7919.0,348.0,,30.95284005,119.222568,246.4726742,392.0810352,194.86457819999998,1328.342508,148.11785590000002,115.84110120000001,131.0630547,59.00575306,210.0046668,121.3081762,1316.559193,814.8558332,558.8801980000001,551.8055824,119.2145863,54.39216753,,3888.0,923.0,551.0,272.0,,1326.262696,747.915595,252.76990299999997,,85,3,88,49567,6261,1.0,2.0,1.0,2.0,5.6,11.0,2.0,77.7,544504,49898,49567.0
04/07/2020,572565.0,55863,79.0,5574.0,8.0,,26.0,622087,1582,6268.0,345.0,,30.95284005,119.94294609999999,246.60504410000001,392.272481,195.067351,1329.020258,149.86335259999998,115.84110120000001,131.0630547,59.00575306,211.1158026,121.3081762,1317.236784,816.3940226,561.5916602000001,554.5974143,119.2145863,54.39216753,,3888.0,924.0,552.0,272.0,,1326.940419,750.1550664,253.7573712,,93,2,95,49660,6263,0.0,1.0,1.0,0.0,4.6,7.0,0.0,79.4,548963,49987,49660.0
05/07/2020,572565.0,55937,74.0,5577.0,3.0,,25.0,622087,1435,5318.0,352.0,,30.95284005,119.94294609999999,246.8697838,392.6553726,195.6756691,1329.407544,151.1101358,115.84110120000001,131.0630547,59.00575306,211.1158026,121.3081762,1317.914375,817.5476646000001,562.2296512999999,556.2725135,119.2145863,54.39216753,,3890.0,926.0,552.0,272.0,,1327.378945,751.1051452,254.4595707,,48,9,57,49708,6272,2.0,2.0,0.0,0.0,4.3,3.0,1.0,83.3,552795,50041,49708.0
06/07/2020,594519.0,55997,60.0,5590.0,13.0,,26.0,644248,1415,7302.0,321.0,,30.95284005,119.94294609999999,247.0021537,392.6553726,195.87844180000002,1330.133706,151.60884919999998,115.84110120000001,132.1737585,59.00575306,211.1158026,121.3081762,1319.495421,818.509033,563.3461357000001,558.1570001,119.2145863,54.39216753,,3892.0,928.0,554.0,273.0,,1328.255997,751.8516357000001,255.18371409999997,,66,0,66,49774,6272,2.0,2.0,2.0,1.0,4.1,4.0,0.0,91.6,557348,50101,49774.0
07/07/2020,599042.0,56079,82.0,5603.0,13.0,,27.0,648924,1364,9279.0,304.0,,31.46026366,121.38370220000002,247.7963728,393.03826430000004,196.28398719999998,1331.1019210000002,152.85563249999998,115.84110120000001,134.39516619999998,59.00575306,211.1158026,121.3081762,1321.5281929999999,819.6626751,565.8981001,560.5300572000001,119.2145863,54.39216753,,3893.0,930.0,554.0,273.0,,1329.412112,753.9553816,256.21506969999996,,105,2,107,49879,6274,1.0,2.0,0.0,0.0,3.6,10.0,1.0,95.0,563226,50215,49879.0
08/07/2020,606464.0,56216,137.0,5609.0,6.0,,27.0,656477,1393,10504.0,281.0,,31.46026366,122.4642692,248.0611125,393.03826430000004,196.68953269999997,1332.699475,153.6037024,115.84110120000001,135.50587009999998,59.00575306,212.2269384,121.54056740000001,1322.431648,821.2008645,567.6525756,562.693727,119.2145863,54.39216753,,3894.0,930.0,555.0,273.0,,1330.887154,755.2447742,257.1805941,,97,3,100,49976,6277,1.0,0.0,1.0,0.0,4.1,12.0,1.0,96.1,570362,50330,49976.0
09/07/2020,613521.0,56316,100.0,5612.0,3.0,,24.0,663629,1367,12034.0,293.0,,31.46026366,122.4642692,248.1934824,393.6126017,197.0950781,1335.168423,153.8530591,115.84110120000001,136.61657390000002,59.00575306,212.2269384,121.54056740000001,1324.916148,822.3545065000001,570.0450422,565.2063757,119.2145863,54.39216753,,3895.0,932.0,557.0,273.0,,1333.358848,756.8734807,258.0802873,,125,3,128,50101,6280,1.0,2.0,2.0,0.0,3.7,12.0,0.0,98.6,578260,50446,50101.0
10/07/2020,621527.0,56407,91.0,5620.0,8.0,,22.0,671724,1360,11277.0,291.0,,31.46026366,122.82445829999999,248.4582221,393.6126017,197.7033962,1337.54055,153.8530591,115.84110120000001,137.72727780000002,59.00575306,213.33807420000002,121.54056740000001,1325.142012,823.7004222,571.7995177,567.7190245,119.2145863,54.39216753,,3896.0,932.0,557.0,274.0,,1335.352148,758.5021872000001,258.9141493,,109,3,112,50210,6283,1.0,0.0,0.0,1.0,3,15.0,0.0,109.0,585695,50550,50210.0
11/07/2020,621527.0,56521,114.0,5627.0,7.0,,20.0,671724,1388,10118.0,286.0,,31.46026366,126.0661595,248.98770150000001,393.9954934,199.325578,1338.605587,154.85048569999998,115.84110120000001,137.72727780000002,59.00575306,213.33807420000002,121.54056740000001,1325.819603,824.0849696,575.3084687,569.603511,119.2145863,54.39216753,,3897.0,933.0,561.0,274.0,,1336.348799,760.2666193,260.0552236,,99,4,103,50309,6287,1.0,1.0,4.0,0.0,2.7,12.0,2.0,112.1,592910,50652,50309.0
12/07/2020,621527.0,56621,100.0,5628.0,1.0,,21.0,671724,1428,8215.0,284.0,,31.46026366,126.42634850000002,251.10561919999998,393.9954934,199.5283507,1339.234926,155.0998424,115.84110120000001,137.72727780000002,59.00575306,213.33807420000002,121.54056740000001,1326.9489210000002,825.046338,575.6274642000001,571.6973849999999,119.2145863,54.39216753,,3898.0,933.0,561.0,274.0,,1337.0663869999998,761.2166980000001,260.9768605,,72,2,74,50381,6289,1.0,0.0,0.0,0.0,3.1,2.0,4.0,118.9,598570,50727,50381.0
13/07/2020,641941.0,56730,109.0,5633.0,5.0,,21.0,692455,1412,9660.0,274.0,,31.46026366,126.78653759999999,251.2379891,394.1869392,199.5283507,1342.865732,155.8479124,115.84110120000001,137.72727780000002,59.00575306,213.33807420000002,121.54056740000001,1327.174785,826.9690747000001,577.5414375,574.1402379,119.2145863,54.39216753,,3899.0,933.0,562.0,274.0,,1340.096205,763.4561695,261.6351727,,132,7,139,50513,6296,1.0,0.0,1.0,0.0,3,5.0,0.0,120.1,605300,50858,50513.0
14/07/2020,649257.0,56859,129.0,5636.0,3.0,,20.0,699897,1443,12041.0,265.0,,31.96768726,127.14672659999998,251.7674685,394.1869392,199.5283507,1346.012431,156.09726899999998,116.5185346,137.72727780000002,59.00575306,213.33807420000002,121.54056740000001,1328.75583,827.7381694000001,579.4554107999999,576.3737035,119.2145863,54.39216753,,3900.0,933.0,562.0,274.0,,1342.966558,765.084876,262.3373722,,125,4,129,50638,6300,1.0,0.0,0.0,0.0,3,12.0,1.0,131.9,613760,50974,50638.0
15/07/2020,658258.0,57001,142.0,5646.0,10.0,,20.0,709026,1485,14383.0,257.0,,31.96768726,127.14672659999998,252.1645781,394.37838500000004,200.1366688,1349.3043619999999,156.3466257,116.5185346,137.72727780000002,59.00575306,213.33807420000002,122.47013190000001,1330.1110119999998,831.5836429,580.8908908,578.607169,119.2145863,54.39216753,,3903.0,934.0,563.0,274.0,,1345.916643,767.4600728999999,263.17123419999996,,139,8,147,50777,6308,3.0,1.0,1.0,0.0,2.3,11.0,3.0,144.3,623115,51128,50777.0
16/07/2020,668020.0,57142,141.0,5647.0,1.0,,16.0,718928,1525,14525.0,244.0,,31.96768726,127.14672659999998,252.5616877,394.37838500000004,200.1366688,1352.40265,156.845339,116.5185346,137.72727780000002,59.00575306,213.33807420000002,122.7025231,1331.692058,834.0832007,582.6453663,581.1198177,119.2145863,54.39216753,,3904.0,935.0,565.0,274.0,,1348.747131,769.9031327,263.8295463,,132,5,137,50909,6313,1.0,1.0,2.0,0.0,2.3,2.0,1.0,152.6,633297,51266,50909.0
17/07/2020,678949.0,57300,158.0,5654.0,7.0,,15.0,730010,1601,16466.0,233.0,,31.96768726,128.2272937,252.6940575,394.9527225,200.3394415,1357.195314,157.34405230000002,116.5185346,137.72727780000002,59.00575306,213.33807420000002,122.9349142,1333.047239,837.3518531000001,584.8783351,584.4002203,119.2145863,54.39216753,,3905.0,935.0,566.0,274.0,,1352.9330630000002,772.8890946,264.8170145,,186,8,194,51095,6321,1.0,0.0,1.0,0.0,2,7.0,2.0,151.4,644542,51441,51095.0
18/07/2020,687215.0,57466,166.0,5655.0,1.0,,18.0,738437,1683,13358.0,233.0,,31.96768726,131.829184,253.0911671,395.5270599,200.744987,1362.036388,157.34405230000002,116.5185346,137.72727780000002,59.00575306,213.33807420000002,122.9349142,1334.176558,841.005053,586.1543173,587.1222564,119.2145863,54.39216753,,3905.0,936.0,566.0,274.0,,1357.118994,775.5357426,265.8044826,,184,6,190,51279,6327,0.0,1.0,0.0,0.0,2.1,4.0,2.0,154.9,654831,51634,51279.0
19/07/2020,696577.0,57616,150.0,5657.0,2.0,,17.0,747943,1741,10834.0,234.0,,31.96768726,131.829184,253.4882767,395.5270599,200.94775969999998,1364.6989800000001,158.341479,116.5185346,137.72727780000002,59.00575306,215.56034580000002,123.1673054,1335.305876,844.8505264,589.0252772000001,588.6577639999999,119.2145863,54.39216753,,3905.0,937.0,566.0,274.0,,1359.510956,778.7931556,266.30918859999997,,131,1,132,51410,6328,0.0,1.0,0.0,0.0,1.9,5.0,1.0,158.7,663390,51749,51410.0
20/07/2020,706808.0,57796,180.0,5658.0,1.0,,15.0,758349,1815,11843.0,232.0,,32.47511087,131.829184,253.4882767,396.2928432,201.3533051,1366.490177,159.58826230000003,117.1959679,138.83798159999998,59.00575306,216.67148160000002,123.1673054,1338.242103,847.1578105000001,590.6202549,591.7287791,119.2145863,54.39216753,,3905.0,937.0,566.0,274.0,,1361.504256,781.1004897999999,267.34054419999995,,126,5,131,51536,6333,0.0,0.0,0.0,0.0,1.4,11.0,1.0,166.1,670918,51884,51536.0
21/07/2020,716112.0,57938,142.0,5662.0,4.0,,16.0,767792,1846,14310.0,219.0,,32.47511087,131.829184,253.75301639999998,396.484289,201.9616232,1369.636876,159.8376189,117.1959679,139.9486855,59.00575306,216.67148160000002,123.1673054,1340.274876,849.6573683,592.5342282,594.9393857999999,119.2145863,54.39216753,,3905.0,938.0,567.0,274.0,,1364.454342,783.9507262,268.1524624,,146,7,153,51682,6340,0.0,1.0,1.0,0.0,1.3,9.0,2.0,161.6,681197,52014,51682.0
22/07/2020,,58080,142.0,5662.0,0.0,,14.0,744405,1865,16342.0,207.0,,32.47511087,132.189373,254.81197519999998,396.67573480000004,202.36716869999998,1373.316093,161.0844022,119.9057013,139.9486855,59.00575306,216.67148160000002,123.3996965,1345.243876,850.8110104,594.767197,597.2426472,119.2145863,54.39216753,,3906.0,938.0,569.0,274.0,,1368.361212,786.1901976,269.0740994,,171,3,174,51853,6343,1.0,0.0,2.0,0.0,1.3,8.0,2.0,157.3,692211,52194,
23/07/2020,,58243,163.0,5663.0,1.0,,12.0,755898,1879,16953.0,208.0,,32.98253448,132.189373,255.7385642,396.86718060000004,202.9754868,1377.769881,162.0818289,119.9057013,139.9486855,59.00575306,216.67148160000002,123.8644788,1347.050785,851.9646524,597.7976547000001,600.3834581,119.2145863,54.39216753,,3906.0,938.0,570.0,274.0,,1372.347813,789.5154734,269.92990510000004,,182,7,189,52035,6350,0.0,0.0,1.0,0.0,1.1,3.0,0.0,159.0,703541,52357,
24/07/2020,,58414,171.0,5666.0,3.0,,12.0,766100,1927,15218.0,194.0,,32.98253448,132.189373,256.1356738,397.44151810000005,204.5976685,1381.061812,162.58054219999997,119.9057013,139.9486855,59.00575306,216.67148160000002,124.0968699,1351.342195,853.5028417999999,601.6256013,602.1283531,119.2145863,54.39216753,,3906.0,938.0,570.0,275.0,,1375.816157,792.4335725,270.610161,,157,5,162,52192,6355,0.0,0.0,0.0,1.0,1.4,5.0,0.0,152.9,713589,52511,
25/07/2020,,58583,169.0,5667.0,1.0,,10.0,775189,1968,12774.0,187.0,,32.98253448,132.549562,257.4593724,398.2073014,206.8281684,1382.756188,163.5779688,120.5831346,139.9486855,59.00575306,216.67148160000002,125.25882560000001,1354.730149,856.3869469,605.6130456000001,604.5014102000001,119.2145863,54.39216753,,3906.0,938.0,571.0,275.0,,1377.809458,796.1660249,271.8170665,,156,4,160,52348,6359,0.0,0.0,1.0,0.0,1.3,6.0,2.0,149.7,722531,52658,
26/07/2020,,58728,145.0,5667.0,0.0,,7.0,783808,2013,10877.0,193.0,,33.48995809,132.909751,257.9888518,398.2073014,208.6531228,1385.176726,164.3260388,120.5831346,139.9486855,59.00575306,217.78261740000002,126.8855636,1357.8922400000001,858.8865047,608.0055122,606.316101,119.2145863,54.39216753,,3906.0,938.0,571.0,275.0,,1380.360883,798.9483985,272.67287220000003,,135,9,144,52483,6368,0.0,0.0,0.0,0.0,0.9,9.0,5.0,150.4,731042,52766,
27/07/2020,,58897,169.0,5670.0,3.0,,8.0,793105,2054,13498.0,185.0,,33.48995809,132.909751,257.9888518,398.2073014,210.4780772,1386.822691,165.5728221,121.26056799999999,139.9486855,59.00575306,221.11602480000002,126.8855636,1359.021559,859.8478731,610.0789833,607.2234464,119.2145863,54.39216753,,3906.0,938.0,573.0,275.0,,1381.915658,800.3735167,273.28729680000004,,85,3,88,52568,6371,0.0,0.0,2.0,0.0,1.3,8.0,0.0,146.1,740233,52872,
28/07/2020,,59009,112.0,5672.0,2.0,,9.0,803318,2014,15194.0,181.0,,33.48995809,132.909751,258.3859614,398.3987472,213.1141225,1388.613889,165.82217880000002,121.26056799999999,139.9486855,59.00575306,224.44943219999996,127.35034590000001,1361.2801949999998,862.1551572000001,612.4714499,609.5965035,119.2145863,54.39216753,,3906.0,938.0,573.0,276.0,,1383.7893609999999,803.4952041,274.1211588,,123,8,131,52691,6379,0.0,0.0,0.0,1.0,1.3,7.0,5.0,142.1,750320,52998,
29/07/2020,,59131,122.0,5673.0,1.0,,18.0,815378,1962,18255.0,190.0,,33.48995809,132.909751,258.6507011,398.97308460000005,213.5196679,1392.051052,167.56767539999998,121.93800130000001,139.9486855,59.00575306,225.56056800000002,129.4418662,1365.571604,864.4624412999999,616.2993965,611.5507859,119.2145863,54.39216753,,3906.0,938.0,573.0,276.0,,1387.3773019999999,806.6168916,275.06473950000003,,165,14,179,52856,6393,0.0,0.0,0.0,0.0,1.3,9.0,3.0,138.6,762208,53170,
30/07/2020,,59312,181.0,5674.0,1.0,,15.0,826464,1986,17032.0,174.0,,33.48995809,132.909751,258.91544080000006,398.97308460000005,214.3307588,1395.052518,168.31574540000003,121.93800130000001,139.9486855,59.00575306,228.89397540000002,130.836213,1367.6043769999999,865.808357,620.2868407999999,614.2030262,119.2145863,54.39216753,,3908.0,939.0,574.0,276.0,,1390.20779,809.8743046,275.942489,,150,9,159,53006,6402,2.0,1.0,1.0,0.0,1.6,5.0,4.0,131.3,773150,53314,
31/07/2020,,59458,146.0,5678.0,4.0,,18.0,837348,2026,16733.0,159.0,,34.504805299999994,132.909751,259.04781069999996,398.97308460000005,214.53353149999998,1397.860342,169.313172,121.93800130000001,139.9486855,59.00575306,230.00511119999996,130.836213,1369.863014,867.1542727,624.4337829,615.8781253999999,119.2145863,54.39216753,,3908.0,940.0,574.0,276.0,,1392.9186789999999,812.7245409,276.46913870000003,,128,6,134,53134,6408,0.0,1.0,0.0,0.0,1.3,2.0,1.0,138.6,783920,53428,
01/08/2020,,59599,141.0,5681.0,3.0,,17.0,847813,2051,13918.0,155.0,,35.01222891,133.26994009999999,259.3125504,399.1645305,215.95294049999998,1400.377701,169.313172,121.93800130000001,139.9486855,59.00575306,232.22738280000002,131.76577759999998,1370.992332,869.6538305,627.7832361000001,617.6928161000001,119.2145863,54.39216753,,3909.0,940.0,574.0,276.0,,1395.191042,815.6426401000001,277.23716939999997,,130,5,135,53264,6413,1.0,0.0,0.0,0.0,1.1,3.0,0.0,141.1,794256,53557,
02/08/2020,,59722,123.0,5683.0,2.0,,18.0,855036,2037,10325.0,154.0,,35.51965252,133.26994009999999,259.3125504,399.54742210000006,216.3584859,1401.830023,169.56252869999997,121.93800130000001,139.9486855,59.00575306,232.22738280000002,132.462951,1371.895787,870.6151988,630.8136937999999,619.5075069000001,119.2145863,54.39216753,,3911.0,940.0,574.0,276.0,,1396.5464869999998,817.9499743,277.78576289999995,,89,4,93,53353,6417,2.0,0.0,0.0,0.0,1.6,3.0,0.0,133.7,801392,53644,
03/08/2020,,59845,123.0,5685.0,2.0,,21.0,863207,2006,12429.0,148.0,,35.51965252,133.26994009999999,259.3125504,402.2276635,217.3723495,1403.911685,170.31059869999999,121.93800130000001,139.9486855,59.00575306,232.22738280000002,132.9277333,1374.832014,875.229767,634.0036493,620.5544438999999,119.2145863,54.39216753,,3911.0,940.0,574.0,276.0,,1398.778984,821.27525,278.5318499,,132,7,139,53485,6424,0.0,0.0,0.0,0.0,1.4,10.0,1.0,124.0,809431,53776,
04/08/2020,,60000,155.0,5687.0,2.0,,19.0,874766,2015,16293.0,148.0,,35.51965252,133.26994009999999,259.3125504,402.80200099999996,218.5889858,1407.058384,171.0586686,121.93800130000001,139.9486855,59.00575306,233.3385186,132.9277333,1375.283741,877.5370511,637.3531026,623.0670926,119.2145863,54.39216753,,3911.0,940.0,574.0,276.0,,1401.4500070000001,824.8719768999999,279.16821830000004,,144,5,149,53629,6429,0.0,0.0,0.0,0.0,1.4,3.0,1.0,123.0,820840,53926,
05/08/2020,,60133,133.0,5687.0,0.0,,19.0,885884,1991,16472.0,146.0,,35.51965252,133.26994009999999,259.5772901,402.9934468,220.00839480000002,1409.333689,171.8067386,121.93800130000001,139.9486855,59.00575306,233.3385186,133.16012450000002,1379.123423,879.6520616,639.7455692000001,624.672396,119.2145863,54.39216753,,3912.0,941.0,575.0,276.0,,1404.001432,827.1114482999999,279.82653039999997,,118,9,127,53747,6438,1.0,1.0,1.0,0.0,1.4,6.0,0.0,120.6,831840,54044,
06/08/2020,,60241,108.0,5687.0,0.0,,19.0,897290,1945,18077.0,133.0,,35.51965252,133.6301291,259.8420298,402.9934468,220.8194856,1410.398725,172.5548086,121.93800130000001,139.9486855,59.00575306,233.3385186,133.6249068,1379.57515,881.5747982999999,641.8190402,626.9058615,119.2145863,54.39216753,,3915.0,941.0,575.0,276.0,,1404.958216,829.2151942,280.61650489999994,,83,8,91,53830,6446,3.0,0.0,0.0,0.0,1.4,7.0,1.0,121.3,843147,54143,
