date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,294,0,294,294,0.0029709663,0.0,0.0005614424,254.0,0.0,254.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,1467,0,1173,1467,0.016188257299999998,0.0,0.0017545076999999998,1130.0,0.0,1384.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,949,0,2416,0,949,2416,0.027534073399999998,0.0,0.0025498845000000003,970.0,0.0,2354.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,910,0,3326,0,910,3326,0.038447111,0.0,0.0032282940999999996,933.0,0.0,3287.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,4053,0,727,4053,0.0473600099,0.0,0.0042108184,762.0,0.0,4049.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,4773,0,720,4773,0.055851826900000005,0.0,0.0049360149,726.0,0.0,4775.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4888,0,115,4888,0.0573373101,0.0,0.0051114656,127.0,0.0,4902.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,511,0,5399,0,511,5399,0.0633611197,0.0,0.0061524735,515.0,0.0,5417.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,7424,0,2025,7424,0.08585390779999999,0.0,0.009930513299999999,1923.0,0.0,7340.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3761,0,11185,0,3761,11185,0.1296230253,0.0,0.014609200400000001,3742.0,0.0,11082.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,14210,0,3025,14210,0.1642453096,0.0,0.0174164126,2960.0,0.0,14042.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,1,0,14211,0,1,14211,0.164397367,0.0,0.0174164126,13.0,0.0,14055.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3132,0,17343,0,3132,17343,0.20063379829999997,0.0,0.0208201575,3098.0,0.0,17153.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2285,0,19628,0,2285,19628,0.2275479457,0.0,0.023440222200000003,2301.0,0.0,19454.0,0.0,2343.0
2020-12-28,Région,RSS99,Ensemble du Québec,2519,1,22147,1,2520,22148,0.2574213627,0.0,0.0268673605,2554.0,0.0,22008.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,24511,1,2364,24512,0.28599644399999996,0.0,0.0296394826,2443.0,0.0,24451.0,0.0,1961.0
