date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0058756868,0.0,0.002145903,115.0,0.0,115.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,377,0,0,520,0,0,377,520,0.0241158624,0.0,0.0050582,357.0,0.0,472.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,311,0,0,831,0,0,311,831,0.0403634138,0.0,0.006437709,318.0,0.0,790.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,296,0,0,1127,0,0,296,1127,0.0559467571,0.0,0.0073062888,305.0,0.0,1095.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,143,0,0,1270,0,0,143,1270,0.0641727186,0.0,0.0083792403,161.0,0.0,1256.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,84,0,0,1354,0,0,84,1354,0.0688221751,0.0,0.0089923555,91.0,0.0,1347.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1434,0,0,80,1434,0.0733183529,0.0,0.0096054706,88.0,0.0,1435.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,320,0,0,1754,0,0,320,1754,0.089054975,0.0,0.012926511,308.0,0.0,1743.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,576,0,0,2330,0,0,576,2330,0.1142437889,0.0,0.0206926362,493.0,0.0,2236.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,478,0,0,2808,0,0,478,2808,0.1380530937,0.0,0.0234005614,466.0,0.0,2702.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,187,0,0,2995,0,0,187,2995,0.1477096573,0.0,0.0248311634,189.0,0.0,2891.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2995,0,0,0,2995,0.1483227724,0.0,0.0248311634,12.0,0.0,2903.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,219,0,0,3214,0,0,219,3214,0.1598697743,0.0,0.0269259735,226.0,0.0,3129.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,200,0,0,3414,0,0,200,3414,0.1711102187,0.0,0.0280500179,220.0,0.0,3349.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,586,0,0,4000,0,0,586,4000,0.2028389275,0.0,0.0328527532,621.0,0.0,3970.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,550,0,0,4550,0,0,550,4550,0.2335457777,0.0,0.0362248865,601.0,0.0,4571.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,563,0,0,5113,0,0,563,5113,0.2645080926,0.0,0.0408743431,606.0,0.0,5177.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,38,0,0,5151,0,0,38,5151,0.2677269471,0.0,0.0410276219,63.0,0.0,5240.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5157,0,0,6,5157,0.2694641067,0.0,0.0411298077,34.0,0.0,5274.0,0.0,
