Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;16;210;156,4;3146;2343,5;0;;372;277,1
Anjou;6;79;184,6;964;2252,5;< 5;n.p.;49;114,5
Baie D'urfé;0;< 5;n.p.;36;* 941,7;0;;< 5;n.p.
Beaconsfield;0;13;* 67,3;99;512,3;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;37;429;257,6;3367;2022;< 5;n.p.;272;163,3
Côte-Saint-Luc;8;107;329,8;843;2598;< 5;n.p.;62;191,1
Dollard-des-Ormeaux;6;81;165,6;677;1384,5;0;;88;180
Dorval;0;17;* 89,6;300;1580,6;0;;61;321,4
Hampstead;0;22;* 315,5;117;1677,9;0;;< 5;n.p.
Kirkland;< 5;20;* 99,3;189;937,9;0;;27;* 134
Lachine;< 5;56;125,9;826;1856,6;0;;108;242,8
LaSalle;7;97;126,2;1624;2113,1;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;< 5;18;* 97,8;279;1515,2;0;;49;266,1
Mercier–Hochelaga-Maisonneuve;18;196;144,1;3184;2340,8;< 5;n.p.;389;286
Montréal Est;0;< 5;n.p.;60;1558,4;0;;< 5;n.p.
Montréal-Nord;16;236;280,2;3369;3999,6;0;;252;299,2
Montréal-Ouest;0;5;n.p.;41;811,9;0;;< 5;n.p.
Mont-Royal;< 5;43;212,1;447;2204,6;0;;90;443,9
Outremont;< 5;39;162,8;545;2275,2;< 5;n.p.;11;* 45,9
Pierrefonds–Roxboro;7;94;135,6;834;1203,5;0;;37;53,4
Plateau Mont-Royal;< 5;105;101;1628;1565,4;< 5;n.p.;129;124
Pointe-Claire;< 5;24;* 76,5;275;876,4;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;7;194;181,7;2858;2677,5;< 5;n.p.;253;237
Rosemont–La Petite Patrie;16;210;150,4;2386;1709,3;< 5;n.p.;240;171,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;25;* 504,2;0;;< 5;n.p.
Saint-Laurent;17;263;266,1;1774;1795;< 5;n.p.;104;105,2
Saint-Léonard;14;194;247,7;1711;2185;0;;52;66,4
Senneville;0;0;;< 5;n.p.;0;;0;
Sud-Ouest;6;113;144,6;1420;1817;< 5;n.p.;180;230,3
Verdun;10;81;117;1270;1834,5;< 5;n.p.;165;238,3
Ville-Marie;14;140;157;1703;1909,8;< 5;n.p.;83;93,1
Villeray–Saint-Michel–Parc-Extension;22;363;252,3;3268;2271,8;< 5;n.p.;130;90,4
Westmount;< 5;15;* 73,8;263;1294,8;0;;36;* 177,2
Territoire à confirmer;-5;105;;939;;0;;37;
Total à Montréal;237;3579;173,3;40470;1959,2;19;*0,9;3514;170,1
