Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;200;149;20484;15258,7;0;;528;393,3
Anjou;< 5;51;119,2;6990;16333,3;0;;85;198,6
Baie D'urfé;0;6;n.p.;312;8161,1;0;;< 5;n.p.
Beaconsfield;< 5;43;222,5;1621;8388,5;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;20;279;167,5;24434;14673,3;< 5;n.p.;409;245,6
Côte-Saint-Luc;7;106;326,7;5529;17039,6;0;;129;397,6
Dollard-des-Ormeaux;8;85;173,8;6327;12938,9;0;;131;267,9
Dorval;< 5;38;200,2;2149;11322,4;0;;70;368,8
Hampstead;< 5;48;688,4;1147;16449,2;0;;6;n.p.
Kirkland;< 5;40;198,5;2012;9984,6;0;;40;198,5
Lachine;5;72;161,8;6418;14426;< 5;n.p.;191;429,3
LaSalle;9;90;117,1;11307;14712,5;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;30;* 162,9;2464;13381,8;0;;79;429
Mercier–Hochelaga-Maisonneuve;13;249;183,1;19839;14584,9;0;;500;367,6
Montréal Est;0;15;* 389,6;678;17610,4;0;;11;* 285,7
Montréal-Nord;13;83;98,5;15448;18339,4;0;;388;460,6
Montréal-Ouest;0;10;* 198;578;11445,5;0;;< 5;n.p.
Mont-Royal;0;43;212,1;2661;13123,9;0;;95;468,5
Outremont;< 5;59;246,3;2928;12223,4;0;;31;* 129,4
Pierrefonds–Roxboro;9;94;135,6;9146;13198,3;0;;103;148,6
Plateau Mont-Royal;13;278;267,3;12913;12416,3;0;;194;186,5
Pointe-Claire;6;70;223,1;2964;9445,5;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;15;151;141,5;18037;16897,6;0;;353;330,7
Rosemont–La Petite Patrie;16;303;217,1;18177;13021,7;0;;352;252,2
Sainte-Anne-de-Bellevue;< 5;14;* 282,4;483;9741,8;0;;14;* 282,4
Saint-Laurent;6;129;130,5;15012;15190;0;;171;173
Saint-Léonard;< 5;91;116,2;14557;18590,1;< 5;n.p.;168;214,5
Senneville;0;< 5;n.p.;91;9880,6;0;;0;
Sud-Ouest;15;155;198,3;9992;12785,5;0;;229;293
Verdun;7;126;182;7813;11285,7;0;;211;304,8
Ville-Marie;21;193;216,4;12219;13703;0;;154;172,7
Villeray–Saint-Michel–Parc-Extension;18;191;132,8;22183;15420,6;0;;245;170,3
Westmount;5;96;472,6;2123;10451,9;0;;64;315,1
Territoire à confirmer;16;193;;7633;;0;;31;
Total à Montréal;265;3633;175,9;286670;13877,9;< 5;n.p.;5339;258,5
