Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-17;4993429;4469055
2021-05-16;4578079;4398933
2021-05-15;4578079;4326324
2021-05-14;4578079;4235020
2021-05-13;4578079;4133781
2021-05-12;4578079;4020440
2021-05-11;4578079;3924484
