Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-21;3066969;2589682
2021-04-20;3066969;2504845
2021-04-19;3042405;2450120
2021-04-18;2836485;2401892
2021-04-17;2836485;2361321
2021-04-16;2836485;2301158
2021-04-15;2836485;2227948
