group,1d,2d,3d,pop 2021
0-4,31853,14794,48,428991
5-11,441476,338940,33119,650347
12-17,532881,510526,122950,529446
18-29,1118583,1059552,455039,1216440
30-39,1026523,986152,522289,1118629
40-49,1030917,1006380,658774,1115327
50-59,1082942,1057352,807273,1155183
60-69,1118999,1106860,1004121,1168854
70-79,755952,754438,726751,783129
80 plus,401342,401812,392171,425520
Total 5+,7509615,7222012,4722487,8162875
Total,7541468,7236806,4722535,8591866
