Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;12;105;78,2;11662;8687,1;< 5;n.p.;490;365
Anjou;< 5;60;140,2;3895;9101,3;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;108;2825;0;;< 5;n.p.
Beaconsfield;< 5;20;* 103,5;573;2965,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;8;175;105,1;12871;7729,4;< 5;n.p.;372;223,4
Côte-Saint-Luc;5;80;246,5;3088;9516,8;0;;119;366,7
Dollard-des-Ormeaux;13;77;157,5;3118;6376,4;0;;125;255,6
Dorval;< 5;9;n.p.;892;4699,7;0;;68;358,3
Hampstead;< 5;16;* 229,5;465;6668,6;0;;6;n.p.
Kirkland;< 5;11;* 54,6;848;4208,2;< 5;n.p.;35;* 173,7
Lachine;7;53;119,1;3224;7246,7;0;;170;382,1
LaSalle;< 5;91;118,4;6230;8106,4;< 5;n.p.;244;317,5
L'Île-Bizard–Sainte-Geneviève;0;6;n.p.;1148;6234,7;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;13;112;82,3;9755;7171,5;0;;450;330,8
Montréal Est;0;< 5;n.p.;307;7974;0;;9;* 233,8
Montréal-Nord;7;119;141,3;10057;11939,4;0;;336;398,9
Montréal-Ouest;< 5;< 5;n.p.;235;4653,5;0;;< 5;n.p.
Mont-Royal;< 5;5;n.p.;1195;5893,7;0;;93;458,7
Outremont;< 5;31;* 129,4;1362;5685,9;0;;29;* 121,1
Pierrefonds–Roxboro;17;84;121,2;4706;6791,1;< 5;n.p.;86;124,1
Plateau Mont-Royal;8;47;45,2;5232;5030,8;0;;172;165,4
Pointe-Claire;< 5;13;* 41,4;1168;3722,1;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;12;157;147,1;10093;9455,4;< 5;n.p.;321;300,7
Rosemont–La Petite Patrie;11;97;69,5;7849;5622,9;< 5;n.p.;325;232,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;183;3691;0;;13;* 262,2
Saint-Laurent;12;76;76,9;9156;9264,6;< 5;n.p.;159;160,9
Saint-Léonard;8;120;153,2;8717;11132,1;0;;147;187,7
Senneville;< 5;< 5;n.p.;33;* 3583,1;0;;0;
Sud-Ouest;< 5;51;65,3;4521;5785;0;;206;263,6
Verdun;< 5;36;* 52;3442;4971,9;< 5;n.p.;199;287,5
Ville-Marie;13;65;72,9;5508;6177;< 5;n.p.;127;142,4
Villeray–Saint-Michel–Parc-Extension;10;137;95,2;12352;8586,5;< 5;n.p.;204;141,8
Westmount;0;22;* 108,3;838;4125,6;0;;57;280,6
Territoire à confirmer;5;44;;2080;;0;;25;
Total à Montréal;181;1930;93,4;146911;7112,1;19;*0,9;4822;233,4
