,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4165,4,4143,22,54,0,4056,55,196934.5,2114.92,27.95,27.42,12
02,02 - Saguenay-Lac-Saint-Jean,11325,13,11107,218,271,0,11014,40,277505,4081.01,14.42,97.66,6
03,03 - Capitale-Nationale,34377,38,34023,354,1122,0,33026,229,757803,4536.40,30.13,148.06,25
04,04 - Mauricie et Centre-du-Québec,17328,37,17091,237,569,0,16467,292,523331.5,3311.09,55.69,108.73,19
05,05 - Estrie,16842,37,16331,511,368,0,16213,261,494966.5,3402.65,52.54,74.35,24
06,06 - Montréal,146911,181,143977,2934,4822,2,140591,1498,2072060.5,7090.09,72.07,232.72,136
07,07 - Outaouais,14088,25,13640,448,222,0,13663,203,402744,3498.00,50.19,55.12,21
08,08 - Abitibi-Témiscamingue,1257,2,1224,33,9,0,1225,23,147637,851.41,15.58,6.10,0
09,09 - Côte-Nord,649,5,628,21,5,0,609,35,89700.5,723.52,39.16,5.57,1
10,10 - Nord-du-Québec,136,0,134,2,0,0,136,0,13521.5,1005.81,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2182,4,2161,21,47,0,2109,26,89823,2429.22,29.00,52.33,2
12,12 - Chaudière-Appalaches,21515,95,21242,273,373,0,20626,516,431109.5,4990.61,119.47,86.52,56
13,13 - Laval,36550,46,34625,1925,933,0,35159,458,444658.5,8219.79,102.56,209.82,46
14,14 - Lanaudière,26996,27,26286,710,525,0,26131,340,522367,5168.01,64.81,100.50,26
15,15 - Laurentides,24663,42,24061,602,523,-1,23743,397,630238,3913.28,62.67,82.98,69
16,16 - Montérégie,57472,84,55548,1924,1582,1,55176,714,1438226,3996.03,49.46,110.00,66
17,17 - Nunavik,62,1,60,2,0,0,52,10,14336.5,432.46,69.38,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,5,0,137,0,18507,767.28,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1168,3,1161,7,1,0,1150,17,.,.,.,.,1
999,Ensemble du Québec,417832,644,407587,10245,11431,2,401287,5114,8565469.5,4878.10,59.52,133.45,510

