Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;112;83,4;11781;8775,7;< 5;n.p.;491;365,7
Anjou;< 5;37;86,5;3933;9190,1;< 5;n.p.;79;184,6
Baie D'urfé;< 5;< 5;n.p.;111;2903,5;0;;< 5;n.p.
Beaconsfield;0;15;* 77,6;589;3048;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;16;159;95,5;13040;7830,9;0;;372;223,4
Côte-Saint-Luc;< 5;69;212,6;3158;9732,5;0;;119;366,7
Dollard-des-Ormeaux;-1;74;151,3;3197;6538;0;;125;255,6
Dorval;0;5;n.p.;899;4736,6;0;;68;358,3
Hampstead;< 5;17;* 243,8;483;6926,7;0;;6;n.p.
Kirkland;< 5;25;* 124,1;871;4322,4;< 5;n.p.;36;* 178,7
Lachine;< 5;29;* 65,2;3257;7320,9;0;;170;382,1
LaSalle;< 5;46;59,9;6280;8171,4;0;;244;317,5
L'Île-Bizard–Sainte-Geneviève;0;6;n.p.;1155;6272,7;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;8;140;102,9;9903;7280,3;0;;450;330,8
Montréal Est;< 5;< 5;n.p.;312;8103,9;0;;9;* 233,8
Montréal-Nord;13;111;131,8;10175;12079,4;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;236;4673,3;0;;< 5;n.p.
Mont-Royal;5;23;* 113,4;1218;6007,1;0;;93;458,7
Outremont;0;21;* 87,7;1387;5790,3;0;;29;* 121,1
Pierrefonds–Roxboro;5;53;76,5;4757;6864,7;< 5;n.p.;88;127
Plateau Mont-Royal;5;61;58,7;5296;5092,3;0;;172;165,4
Pointe-Claire;< 5;14;* 44,6;1185;3776,3;< 5;n.p.;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;19;169;158,3;10262;9613,7;< 5;n.p.;322;301,7
Rosemont–La Petite Patrie;8;91;65,2;7945;5691,7;0;;325;232,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;184;3711,2;0;;13;* 262,2
Saint-Laurent;10;90;91,1;9249;9358,7;0;;159;160,9
Saint-Léonard;< 5;73;93,2;8794;11230,4;< 5;n.p.;148;189
Senneville;0;0;;33;* 3583,1;0;;0;
Sud-Ouest;-1;29;* 37,1;4554;5827,2;< 5;n.p.;207;264,9
Verdun;9;41;59,2;3483;5031,1;< 5;n.p.;200;288,9
Ville-Marie;9;68;76,3;5585;6263,3;< 5;n.p.;128;143,5
Villeray–Saint-Michel–Parc-Extension;5;114;79,2;12471;8669,3;< 5;n.p.;205;142,5
Westmount;0;10;* 49,2;845;4160,1;0;;57;280,6
Territoire à confirmer;< 5;40;;2114;;0;;25;
Total à Montréal;142;1751;84,8;148742;7200,7;12;*0,6;4834;234
