Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      4113,      2588,       62.9,       809,       19.7,       716,       17.4,        54,n.d.,n.d.,n.d.,n.d.,        46,       85.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     11086,      5776,       52.1,      2497,       22.5,      2813,       25.4,       270,        13,        4.8,        21,        7.8,       236,       87.4
Région,RSS03,03 - Capitale-Nationale,     32569,     19025,       58.4,      6415,       19.7,      7129,       21.9,      1117,        32,        2.9,       103,        9.2,       982,       87.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     16746,      9978,       59.6,      3226,       19.3,      3542,       21.2,       567,        21,        3.7,        31,        5.5,       515,       90.8
Région,RSS05,05 - Estrie,     16225,      9743,       60.0,      3156,       19.5,      3326,       20.5,       365,        12,        3.3,        33,        9.0,       320,       87.7
Région,RSS06,06 - Montréal,    128213,     75965,       59.2,     23417,       18.3,     28831,       22.5,      4735,       154,        3.3,       282,        6.0,      4299,       90.8
Région,RSS07,07 - Outaouais,     12482,      8160,       65.4,      2067,       16.6,      2255,       18.1,       217,         6,        2.8,        19,        8.8,       192,       88.5
Région,RSS08,08 - Abitibi-Témiscamingue,      1216,       731,       60.1,       275,       22.6,       210,       17.3,        10,n.d.,n.d.,n.d.,n.d.,         7,       70.0
Région,RSS09,09 - Côte-Nord,       643,       427,       66.4,       115,       17.9,       101,       15.7,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       130,        80,       61.5,        22,       16.9,        28,       21.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2128,      1122,       52.7,       431,       20.3,       575,       27.0,        48,n.d.,n.d.,n.d.,n.d.,        43,       89.6
Région,RSS12,12 - Chaudière-Appalaches,     21383,     13215,       61.8,      4160,       19.5,      4008,       18.7,       377,        10,        2.7,        38,       10.1,       329,       87.3
Région,RSS13,13 - Laval,     34783,     21829,       62.8,      6895,       19.8,      6059,       17.4,       925,        17,        1.8,        66,        7.1,       842,       91.0
Région,RSS14,14 - Lanaudière,     26165,     16015,       61.2,      5282,       20.2,      4868,       18.6,       527,        25,        4.7,        33,        6.3,       469,       89.0
Région,RSS15,15 - Laurentides,     23971,     14828,       61.9,      4643,       19.4,      4500,       18.8,       523,        27,        5.2,        38,        7.3,       458,       87.6
Région,RSS16,16 - Montérégie,     54684,     32338,       59.1,     10823,       19.8,     11523,       21.1,      1571,        55,        3.5,       106,        6.7,      1410,       89.8
Région,RSS17,17 - Nunavik,       121,        75,       62.0,        16,       13.2,        30,       24.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       123,        73,       59.3,        17,       13.8,        33,       26.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    386841,    232012,       60.0,     74279,       19.2,     80550,       20.8,     11315,       378,        3.3,       783,        6.9,     10154,       89.7
Groupe d'âge,0_9,Moins de 10 ans,     36324,     31070,       85.5,      4292,       11.8,       962,        2.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     50531,     41844,       82.8,      7250,       14.3,      1437,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     56616,     45771,       80.8,      8160,       14.4,      2685,        4.7,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     53657,     37608,       70.1,     11173,       20.8,      4876,        9.1,        23,n.d.,n.d.,n.d.,n.d.,        16,       69.6
Groupe d'âge,40_49,40-49 ans,     57460,     36135,       62.9,     13710,       23.9,      7615,       13.3,        56,        17,       30.4,        13,       23.2,        26,       46.4
Groupe d'âge,50_59,50-59 ans,     50596,     25450,       50.3,     14358,       28.4,     10788,       21.3,       219,        37,       16.9,        34,       15.5,       148,       67.6
Groupe d'âge,60_69,60-69 ans,     31034,     10520,       33.9,      8737,       28.2,     11777,       37.9,       730,        68,        9.3,        91,       12.5,       571,       78.2
Groupe d'âge,70_79,70-79 ans,     19507,      2514,       12.9,      3809,       19.5,     13184,       67.6,      2216,        84,        3.8,       202,        9.1,      1930,       87.1
Groupe d'âge,80_89,80-89 ans,     19660,       807,        4.1,      1995,       10.1,     16858,       85.7,      4421,        84,        1.9,       269,        6.1,      4068,       92.0
Groupe d'âge,90_,90 ans et plus,     11456,       293,        2.6,       795,        6.9,     10368,       90.5,      3641,        78,        2.1,       171,        4.7,      3392,       93.2
