Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;255;190;2913;2169,9;< 5;n.p.;360;268,2
Anjou;5;102;238,3;902;2107,7;0;;51;119,2
Baie D'urfé;0;< 5;n.p.;33;*863,2;0;;< 5;n.p.
Beaconsfield;0;16;* 82,8;87;450,2;0;;9;*46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;26;364;218,6;2937;1763,8;< 5;n.p.;263;157,9
Côte-Saint-Luc;9;124;382,1;732;2255,9;< 5;n.p.;65;200,3
Dollard-des-Ormeaux;7;77;157,5;585;1196,3;0;;83;169,7
Dorval;0;22;* 115,9;233;1227,6;0;;50;263,4
Hampstead;< 5;23;* 329,8;95;1362,4;0;;< 5;n.p.
Kirkland;< 5;22;* 109,2;169;838,7;0;;23;*114,1
Lachine;6;55;123,6;788;1771,2;0;;101;227
LaSalle;14;101;131,4;1473;1916,6;0;;184;239,4
L'Île-Bizard–Sainte-Geneviève;< 5;20;* 108,6;253;1374;0;;46;249,8
Mercier–Hochelaga-Maisonneuve;15;280;205,8;2922;2148,2;0;;373;274,2
Montréal Est;< 5;10;* 259,7;59;1532,5;0;;5;n.p.
Montréal-Nord;23;303;359,7;3114;3696,8;< 5;n.p.;248;294,4
Montréal-Ouest;-1;< 5;n.p.;38;752,5;0;;< 5;n.p.
Mont-Royal;0;27;* 133,2;334;1647,3;0;;77;379,8
Outremont;0;121;505,1;507;2116,6;< 5;n.p.;12;*50,1
Pierrefonds–Roxboro;12;134;193,4;756;1091;0;;39;56,3
Plateau Mont-Royal;21;270;259,6;1550;1490,4;< 5;n.p.;142;136,5
Pointe-Claire;< 5;19;* 60,5;267;850,9;0;;40;127,5
Rivière-des-Prairies–Pointe-aux-Trembles;18;263;246,4;2662;2493,8;0;;242;226,7
Rosemont–La Petite Patrie;18;242;173,4;2161;1548,1;0;;239;171,2
Sainte-Anne-de-Bellevue;0;< 5;n.p.;23;*463,9;0;;< 5;n.p.
Saint-Laurent;26;240;242,8;1548;1566,4;0;;121;122,4
Saint-Léonard;19;192;245,2;1547;1975,6;< 5;n.p.;63;80,5
Senneville;0;< 5;n.p.;< 5;n.p.;0;;0;
Sud-Ouest;12;180;230,3;1322;1691,6;0;;182;232,9
Verdun;7;108;156;1187;1714,6;0;;159;229,7
Ville-Marie;40;322;361,1;1584;1776,4;< 5;n.p.;90;100,9
Villeray–Saint-Michel–Parc-Extension;28;357;248,2;2953;2052,8;< 5;n.p.;133;92,5
Westmount;< 5;25;* 123,1;245;1206,2;0;;37;182,2
Territoire à confirmer;11;146;;860;;0;;45;
Total à Montréal;345;4429;214,4;36842;1783,5;12;*0,6;3493;169,1
