"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-12-18;26471075;22687952
2022-12-17;26471075;22681742
2022-12-16;26471075;22668399
2022-12-15;26471075;22653758
2022-12-14;26469075;22633888
2022-12-13;26459035;22616154
2022-12-12;26297365;22600374
