Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-24;5829449;5051681
2021-05-23;5829449;5000747
2021-05-22;5829449;4932197
2021-05-21;5828149;4847120
2021-05-20;5595489;4751071
2021-05-19;5184819;4641910
2021-05-18;5036719;4550315
