No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,421,42,20742,2029.70,202.86
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,803,114,34840,2304.82,326.83
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,200,28,19055.5,1049.57,147.41
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,73,24,8507,858.12,282.85
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,660,17,57728,1143.29,29.40
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,148,21,17948.5,824.58,117.19
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,232,n.d.,20658.5,1123.02,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,64,5,17455,366.66,28.74
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),2623,256,196934.5,1331.91,130.08
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,694,22,31025,2236.91,71.03
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,869,12,25019.5,3473.29,48.05
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2539,72,52281,4856.45,137.76
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2167,39,67384,3215.90,57.91
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2969,48,79237.5,3746.96,60.55
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,753,23,22558,3338.06,102.03
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),10000,216,277505,3603.54,77.87
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1768,137,55121,3207.49,247.53
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,13526,776,321832.5,4202.81,240.51
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,13886,1313,352784,3936.12,370.76
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,594,35,28065.5,2116.48,124.95
03,03 - Capitale-Nationale,,Total (incluant inconnus),30028,2281,757803,3962.51,300.07
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,421,6,15002,2806.29,40.04
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,460,24,25591.5,1797.47,93.67
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,606,10,22969.5,2638.28,43.52
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1498,60,64680,2316.02,92.71
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3702,42,143710,2576.02,29.17
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,896,28,44674,2005.64,62.60
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3651,90,108252,3372.69,82.85
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2550,95,98452.5,2590.08,96.29
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),13887,356,523331.5,2653.58,67.90
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1121,50,56363,1988.89,88.34
