Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;17;355;264,4;9708;7231,6;< 5;n.p.;475;353,8
Anjou;< 5;114;266,4;3304;7720,3;0;;74;172,9
Baie D'urfé;0;6;n.p.;82;2144,9;0;;< 5;n.p.
Beaconsfield;< 5;19;* 98,3;425;2199,3;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;22;479;287,7;11161;6702,5;5;n.p.;356;213,8
Côte-Saint-Luc;5;80;246,5;2625;8089,9;0;;112;345,2
Dollard-des-Ormeaux;13;129;263,8;2552;5218,9;0;;120;245,4
Dorval;-2;34;* 179,1;760;4004,2;0;;67;353
Hampstead;0;10;* 143,4;366;5248,8;0;;5;n.p.
Kirkland;< 5;35;* 173,7;667;3310;0;;33;* 163,8
Lachine;< 5;110;247,3;2813;6322,9;0;;170;382,1
LaSalle;18;242;314,9;5114;6654,3;< 5;n.p.;238;309,7
L'Île-Bizard–Sainte-Geneviève;< 5;62;336,7;1001;5436,4;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;14;353;259,5;8249;6064,4;< 5;n.p.;443;325,7
Montréal Est;0;14;* 363,6;259;6727,3;0;;9;* 233,8
Montréal-Nord;8;154;182,8;8500;10090,9;< 5;n.p.;328;389,4
Montréal-Ouest;0;6;n.p.;166;3287,1;0;;< 5;n.p.
Mont-Royal;< 5;40;197,3;1077;5311,7;< 5;n.p.;93;458,7
Outremont;7;38;158,6;1206;5034,6;0;;22;* 91,8
Pierrefonds–Roxboro;5;212;305,9;3851;5557,2;< 5;n.p.;81;116,9
Plateau Mont-Royal;8;174;167,3;4236;4073,1;< 5;n.p.;171;164,4
Pointe-Claire;< 5;38;121,1;988;3148,5;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;13;309;289,5;8513;7975,2;< 5;n.p.;312;292,3
Rosemont–La Petite Patrie;7;249;178,4;6647;4761,8;0;;321;230
Sainte-Anne-de-Bellevue;0;6;n.p.;131;2642,2;0;;12;* 242
Saint-Laurent;27;398;402,7;7501;7590;0;;151;152,8
Saint-Léonard;24;281;358,9;7328;9358,3;< 5;n.p.;133;169,8
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;9;148;189,4;3560;4555,3;0;;204;261
Verdun;< 5;86;124,2;2991;4320,4;0;;192;277,3
Ville-Marie;13;168;188,4;4399;4933,3;0;;116;130,1
Villeray–Saint-Michel–Parc-Extension;17;360;250,3;10186;7080,8;5;n.p.;189;131,4
Westmount;< 5;20;* 98,5;687;3382,2;0;;58;285,5
Territoire à confirmer;-3;60;;1827;;0;;26;
Total à Montréal;246;4789;231,8;122902;5949,8;23;*1,1;4663;225,7
