Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;40;593;441,7;7895;5881;17;*12,7;445;331,5
Anjou;15;226;528,1;2610;6098,7;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;338;1749,1;< 5;n.p.;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;61;607;364,5;8716;5234,2;< 5;n.p.;331;198,8
Côte-Saint-Luc;9;84;258,9;1969;6068,2;< 5;n.p.;105;323,6
Dollard-des-Ormeaux;5;149;304,7;1998;4086;< 5;n.p.;117;239,3
Dorval;< 5;30;* 158,1;609;3208,6;0;;67;353
Hampstead;< 5;15;* 215,1;300;4302,3;< 5;n.p.;< 5;n.p.
Kirkland;< 5;25;* 124,1;502;2491,2;< 5;n.p.;31;* 153,8
Lachine;17;184;413,6;2305;5181,1;< 5;n.p.;162;364,1
LaSalle;20;219;285;4147;5396;< 5;n.p.;227;295,4
L'Île-Bizard–Sainte-Geneviève;< 5;25;* 135,8;808;4388,2;< 5;n.p.;71;385,6
Mercier–Hochelaga-Maisonneuve;31;481;353,6;6724;4943,2;< 5;n.p.;423;311
Montréal Est;< 5;13;* 337,7;207;5376,6;0;;6;n.p.
Montréal-Nord;36;416;493,9;7292;8656,8;8;n.p.;317;376,3
Montréal-Ouest;< 5;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;62;305,8;884;4359,8;0;;91;448,8
Outremont;< 5;49;204,6;994;4149,6;< 5;n.p.;20;* 83,5
Pierrefonds–Roxboro;16;208;300,2;2960;4271,5;< 5;n.p.;76;109,7
Plateau Mont-Royal;7;165;158,7;3407;3276;6;n.p.;167;160,6
Pointe-Claire;< 5;34;* 108,3;795;2533,5;< 5;n.p.;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;27;550;515,3;6992;6550,3;7;n.p.;300;281
Rosemont–La Petite Patrie;22;293;209,9;5551;3976,6;8;n.p.;310;222,1
Sainte-Anne-de-Bellevue;< 5;6;n.p.;107;2158,1;0;;12;* 242
Saint-Laurent;38;502;508;5512;5577,4;< 5;n.p.;127;128,5
Saint-Léonard;45;523;667,9;5813;7423,5;6;n.p.;114;145,6
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;8;129;165,1;3010;3851,5;< 5;n.p.;202;258,5
Verdun;14;127;183,4;2393;3456,6;< 5;n.p.;186;268,7
Ville-Marie;9;210;235,5;3727;4179,7;< 5;n.p.;109;122,2
Villeray–Saint-Michel–Parc-Extension;55;634;440,7;8278;5754,5;10;*7;167;116,1
Westmount;0;30;* 147,7;590;2904,7;0;;55;270,8
Territoire à confirmer;< 5;79;;1626;;< 5;;23;
Total à Montréal;499;6694;324,1;99268;4805,6;107;5,2;4406;213,3
