group,1d,2d,3d,pop 2021
0-4,245,54,9,428991
5-11,431523,321473,321,650347
12-17,530874,505066,84087,529446
18-29,1111635,1051964,421274,1216440
30-39,1019581,979363,489911,1118629
40-49,1026636,1001564,628229,1115327
50-59,1079829,1054086,780511,1155183
60-69,1115355,1104161,982831,1168854
70-79,753810,752920,714976,783129
80 plus,400609,401022,385694,425520
Total 5+,7469852,7171619,4487834,8162875
Total,7470097,7171673,4487843,8591866
