group,1d,2d,3d,pop 2021
0-4,28351,10081,28,428991
5-11,440223,336910,26691,650347
12-17,532647,510049,118054,529446
18-29,1117524,1058613,450693,1216440
30-39,1025346,985243,518648,1118629
40-49,1030203,1005828,655988,1115327
50-59,1082447,1056988,804892,1155183
60-69,1118464,1106501,1002565,1168854
70-79,755689,754256,726105,783129
80 plus,401298,401735,391783,425520
Total 5+,7503841,7216123,4695419,8162875
Total,7532192,7226204,4695447,8591866
