Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;15;278;207,1;3576;2663,8;< 5;n.p.;373;277,9
Anjou;8;83;193,9;1116;2607,7;0;;50;116,8
Baie D'urfé;0;6;n.p.;43;1124,8;0;;< 5;n.p.
Beaconsfield;0;7;n.p.;126;652;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;28;319;191,6;4018;2412,9;< 5;n.p.;278;166,9
Côte-Saint-Luc;11;153;471,5;1125;3467,1;< 5;n.p.;67;206,5
Dollard-des-Ormeaux;0;104;212,7;850;1738,3;< 5;n.p.;93;190,2
Dorval;0;10;* 52,7;324;1707,1;0;;61;321,4
Hampstead;< 5;18;* 258,1;135;1936;0;;< 5;n.p.
Kirkland;< 5;21;* 104,2;228;1131,5;0;;27;* 134
Lachine;11;149;334,9;1065;2393,9;0;;108;242,8
LaSalle;17;283;368,2;2060;2680,4;< 5;n.p.;187;243,3
L'Île-Bizard–Sainte-Geneviève;0;11;* 59,7;295;1602,1;< 5;n.p.;51;277
Mercier–Hochelaga-Maisonneuve;29;281;206,6;3620;2661,3;< 5;n.p.;390;286,7
Montréal Est;< 5;14;* 363,6;80;2077,9;0;;< 5;n.p.
Montréal-Nord;13;237;281,4;3747;4448,3;< 5;n.p.;254;301,5
Montréal-Ouest;0;10;* 198;56;1108,9;0;;< 5;n.p.
Mont-Royal;< 5;50;246,6;519;2559,7;0;;90;443,9
Outremont;< 5;35;* 146,1;600;2504,8;0;;12;* 50,1
Pierrefonds–Roxboro;< 5;92;132,8;1045;1508;< 5;n.p.;41;59,2
Plateau Mont-Royal;< 5;125;120,2;1809;1739,4;0;;129;124
Pointe-Claire;< 5;27;* 86;322;1026,1;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;31;276;258,6;3265;3058,7;< 5;n.p.;256;239,8
Rosemont–La Petite Patrie;13;259;185,5;2850;2041,7;< 5;n.p.;246;176,2
Sainte-Anne-de-Bellevue;0;< 5;n.p.;27;* 544,6;0;;< 5;n.p.
Saint-Laurent;20;275;278,3;2243;2269,6;< 5;n.p.;109;110,3
Saint-Léonard;18;190;242,6;2041;2606,5;0;;52;66,4
Senneville;0;< 5;n.p.;8;n.p.;0;;0;
Sud-Ouest;5;145;185,5;1651;2112,6;< 5;n.p.;183;234,2
Verdun;< 5;88;127,1;1408;2033,8;< 5;n.p.;170;245,6
Ville-Marie;8;117;131,2;1953;2190,2;< 5;n.p.;85;95,3
Villeray–Saint-Michel–Parc-Extension;28;331;230,1;3884;2700;0;;136;94,5
Westmount;< 5;15;* 73,8;291;1432,7;< 5;n.p.;39;192
Territoire à confirmer;0;78;;1035;;< 5;;39;
Total à Montréal;280;4091;198;47415;2295,4;36;*1,7;3579;173,3
