No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,79,0,20780,      380.17,        0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,190,n.d.,34800,      545.98,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,41,n.d.,19117,      214.47,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,11,n.d.,8529,      128.97,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,147,13,57630,      255.08,       22.56
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,15,n.d.,17978,       83.44,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,118,59,20726,      569.33,      284.67
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,23,n.d.,17514,      131.32,n.d.
01,01 - Bas-Saint-Laurent,,Total,626,83,197074,      317.65,       42.12
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,104,25,31078,      334.64,       80.44
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,94,33,25064,      375.04,      131.66
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,1147,331,52298,     2193.20,      632.91
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,829,258,67417,     1229.66,      382.69
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,981,328,79201,     1238.62,      414.14
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,192,63,22574,      850.54,      279.08
02,02 - Saguenay–Lac-Saint-Jean,,Total,3366,1044,277632,     1212.40,      376.04
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,599,66,54895,     1091.17,      120.23
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,4731,483,321016,     1473.76,      150.46
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,4468,358,351429,     1271.38,      101.87
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,338,67,28119,     1202.03,      238.27
03,03 - Capitale-Nationale,,Total,10245,985,755459,     1356.13,      130.38
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,32,9,15020,      213.05,       59.92
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,265,27,25562,     1036.70,      105.63
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,365,38,22961,     1589.65,      165.50
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,826,127,64641,     1277.83,      196.47
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,2173,227,143422,     1515.11,      158.27
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,321,63,44619,      719.42,      141.20
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,1230,95,107872,     1140.24,       88.07
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,771,246,98244,      784.78,      250.40
04,04 - Mauricie et Centre-du-Québec,,Total,6018,842,522341,     1152.12,      161.20
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,360,56,56125,      641.43,       99.78
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,952,144,105861,      899.29,      136.03
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,175,12,52514,      333.24,       22.85
05,05 - Estrie,0514,0514 - RLS de Coaticook,39,8,18741,      208.10,       42.69
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,1177,162,170075,      692.05,       95.25
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,173,21,31490,      549.38,       66.69
05,05 - Estrie,0517,0517 - RLS d'Asbestos,352,116,14257,     2468.96,      813.64
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,152,26,22749,      668.16,      114.29
05,05 - Estrie,0519,0519 - RLS du Granit,393,67,21351,     1840.66,      313.80
05,05 - Estrie,,Total,3775,613,493163,      765.47,      124.30
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,2882,203,224596,     1283.19,       90.38
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,3570,375,149522,     2387.61,      250.80
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,2493,232,131424,     1896.91,      176.53
