CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;87;1177;314,6;47521;12702,1;< 5;n.p.;990;264,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;111;1314;348,4;51742;13720;< 5;n.p.;849;225,1
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;88;1081;330;39675;12113;8;n.p.;739;225,6
CIUSSS du Nord-de-l'Île-de-Montréal ;106;1325;294,5;67966;15107;5;n.p.;1263;280,7
CIUSSS de l'Est-de-l'Île-de-Montréal ;169;1792;333,7;84000;15643,2;7;n.p.;1532;285,3
Territoire à confirmer;25;333;;9152;;0;;32;
Total à Montréal;586;7022;339,9;300056;14525,9;25;* 1,2;5405;261,7
