Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;35;447;333;21344;15899,3;0;;530;394,8
Anjou;10;112;261,7;7203;16831;0;;86;201
Baie D'urfé;< 5;15;* 392,4;338;8841,2;0;;< 5;n.p.
Beaconsfield;6;94;486,4;1777;9195,8;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;51;559;335,7;25471;15296,1;0;;414;248,6
Côte-Saint-Luc;14;177;545,5;5863;18068,9;0;;130;400,6
Dollard-des-Ormeaux;13;160;327,2;6638;13574,9;< 5;n.p.;132;269,9
Dorval;< 5;45;237,1;2273;11975,8;0;;70;368,8
Hampstead;< 5;69;989,5;1301;18657,7;< 5;n.p.;7;n.p.
Kirkland;< 5;93;461,5;2176;10798,5;0;;40;198,5
Lachine;11;163;366,4;6735;15138,6;0;;192;431,6
LaSalle;20;248;322,7;11786;15335,8;< 5;n.p.;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;54;293,3;2558;13892,4;< 5;n.p.;80;434,5
Mercier–Hochelaga-Maisonneuve;42;472;347;20763;15264,2;< 5;n.p.;508;373,5
Montréal Est;11;46;1194,8;727;18883,1;0;;11;* 285,7
Montréal-Nord;24;236;280,2;15823;18784,6;< 5;n.p.;392;465,4
Montréal-Ouest;< 5;22;* 435,6;627;12415,8;0;;< 5;n.p.
Mont-Royal;8;92;453,7;2862;14115,2;0;;95;468,5
Outremont;11;91;379,9;3124;13041,7;0;;31;* 129,4
Pierrefonds–Roxboro;12;188;271,3;9506;13717,8;0;;104;150,1
Plateau Mont-Royal;23;322;309,6;13634;13109,6;< 5;n.p.;199;191,3
Pointe-Claire;12;113;360,1;3164;10082,9;0;;66;210,3
Rivière-des-Prairies–Pointe-aux-Trembles;42;465;435,6;18757;17572,1;< 5;n.p.;357;334,4
Rosemont–La Petite Patrie;37;541;387,6;19232;13777,5;< 5;n.p.;360;257,9
Sainte-Anne-de-Bellevue;< 5;7;n.p.;512;10326,7;0;;15;* 302,5
Saint-Laurent;17;281;284,3;15523;15707,1;0;;173;175,1
Saint-Léonard;27;219;279,7;14918;19051,1;0;;169;215,8
Senneville;< 5;< 5;n.p.;93;10097,7;0;;0;
Sud-Ouest;15;250;319,9;10508;13445,8;< 5;n.p.;234;299,4
Verdun;30;266;384,2;8271;11947,3;< 5;n.p.;215;310,6
Ville-Marie;39;385;431,8;12970;14545,3;< 5;n.p.;157;176,1
Villeray–Saint-Michel–Parc-Extension;32;374;260;22935;15943,4;< 5;n.p.;249;173,1
Westmount;< 5;106;521,9;2371;11672,9;0;;65;320
Territoire à confirmer;22;308;;8272;;0;;31;
Total à Montréal;586;7022;339,9;300056;14525,9;25;*1,2;5405;261,7
