No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,2089,115,20859.333333,10014.70,552.30
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,4325,262,35045.666667,12341.04,744.17
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1817,160,19215,9456.15,835.16
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,825,48,8566.3333333,9630.72,562.72
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,5436,404,57767,9410.22,697.71
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1572,76,17995,8735.76,424.18
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1627,117,20715.666667,7853.96,567.19
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1674,79,17574.333333,9525.25,451.51
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),19371,1263,197738.33333,9796.28,638.97
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2824,123,31025.333333,9102.24,397.62
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2516,71,25032.333333,10051.00,284.77
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,5922,229,52510,11277.85,435.84
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,6923,357,67904,10195.28,526.10
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,7974,292,79539,10025.27,366.20
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,2070,71,22589.333333,9163.62,314.27
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),28724,1166,278600,10310.12,418.53
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,5278,118,55481.666667,9513.05,211.13
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,36343,1175,323240,11243.35,360.57
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,39507,1187,354000,11160.17,333.04
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2669,179,28382,9403.85,630.30
03,03 - Capitale-Nationale,,Total (incluant inconnus),84719,2701,761103.66667,11131.07,352.34
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,2110,88,15084,13988.33,583.36
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,2039,113,25787,7907.08,437.41
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,2092,52,22901,9134.97,227.16
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,6161,430,65575.666667,9395.25,652.09
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,16020,791,145489,11011.14,540.60
