group,1d,2d,3d,pop 2021
0-4,26551,9013,21,428991
5-11,439730,336120,22273,650347
12-17,532575,509930,115116,529446
18-29,1117177,1058353,449042,1216440
30-39,1024960,985006,516908,1118629
40-49,1029999,1005677,654523,1115327
50-59,1082319,1056886,803648,1155183
60-69,1118310,1106395,1001696,1168854
70-79,755596,754215,725803,783129
80 plus,401268,401713,391616,425520
Total 5+,7501934,7214295,4680625,8162875
Total,7528485,7223308,4680646,8591866
