Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
AhuntsicCartierville;21;317;236,1;3724;2774;< 5;n.p.;374;278,6
Anjou;7;94;219,6;1166;2724,6;0;;50;116,8
Baie D'urfé;0;< 5;n.p.;43;1124,8;0;;< 5;n.p.
Beaconsfield;< 5;9;* 46,6;131;677,9;0;;8;n.p.
Côte-des-NeigesNotre-Dame-de-Grâce;29;360;216,2;4166;2501,8;< 5;n.p.;279;167,5
Côte-Saint-Luc;< 5;128;394,5;1160;3575;5;n.p.;69;212,6
Dollard-des-Ormeaux;10;86;175,9;877;1793,5;5;n.p.;97;198,4
Dorval;< 5;7;n.p.;328;1728,1;0;;61;321,4
Hampstead;< 5;26;* 372,9;148;2122,5;0;;< 5;n.p.
Kirkland;< 5;27;* 134;248;1230,7;0;;27;* 134
Lachine;14;135;303,4;1110;2495;< 5;n.p.;109;245
LaSalle;14;266;346,1;2151;2798,8;< 5;n.p.;187;243,3
L'Île-BizardSainte-Geneviève;< 5;12;* 65,2;300;1629,3;< 5;n.p.;51;277
MercierHochelaga-Maisonneuve;18;246;180,9;3692;2714,2;< 5;n.p.;391;287,4
Montréal Est;0;10;* 259,7;80;2077,9;0;;< 5;n.p.
Montréal-Nord;17;228;270,7;3842;4561,1;0;;254;301,5
Montréal-Ouest;< 5;11;* 217,8;60;1188,1;0;;< 5;n.p.
Mont-Royal;5;56;276,2;540;2663,2;0;;90;443,9
Outremont;< 5;38;158,6;612;2554,9;< 5;n.p.;13;* 54,3
PierrefondsRoxboro;17;106;153;1103;1591,7;0;;41;59,2
Plateau Mont-Royal;12;117;112,5;1849;1777,9;0;;129;124
Pointe-Claire;0;23;* 73,3;327;1042,1;0;;32;* 102
Rivière-des-PrairiesPointe-aux-Trembles;9;266;249,2;3360;3147,7;< 5;n.p.;258;241,7
RosemontLa Petite Patrie;25;242;173,4;2952;2114,8;< 5;n.p.;246;176,2
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;28;* 564,7;0;;< 5;n.p.
Saint-Laurent;17;277;280,3;2360;2388;< 5;n.p.;109;110,3
Saint-Léonard;8;193;246,5;2130;2720,1;< 5;n.p.;53;67,7
Senneville;0;0;;8;n.p.;0;;0;
Sud-Ouest;< 5;136;174;1699;2174;0;;183;234,2
Verdun;< 5;78;112,7;1439;2078,6;< 5;n.p.;170;245,6
Ville-Marie;10;115;129;1997;2239,5;< 5;n.p.;85;95,3
VilleraySaint-MichelParc-Extension;19;330;229,4;4030;2801,5;< 5;n.p.;137;95,2
Westmount;< 5;31;* 152,6;312;1536;< 5;n.p.;40;196,9
Territoire à confirmer;6;76;;1057;;< 5;;40;
Total à Montréal;284;4052;196,2;49029;2373,5;37;1,8;3596;174,1
