Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     10070,      6372,       63.3,      1996,       19.8,      1702,       16.9,        65,n.d.,n.d.,n.d.,n.d.,        55,       84.6
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     18245,      9907,       54.3,      4100,       22.5,      4238,       23.2,       282,n.d.,n.d.,n.d.,n.d.,       268,       95.0
Région,RSS03,03 - Capitale-Nationale,     54095,     33471,       61.9,     10417,       19.3,     10207,       18.9,      1150,        17,        1.5,        81,        7.0,      1052,       91.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     36274,     22451,       61.9,      6905,       19.0,      6918,       19.1,       622,        11,        1.8,        27,        4.3,       584,       93.9
Région,RSS05,05 - Estrie,     32939,     20509,       62.3,      6517,       19.8,      5913,       18.0,       425,        14,        3.3,        26,        6.1,       385,       90.6
Région,RSS06,06 - Montréal,    214133,    134829,       63.0,     38030,       17.8,     41274,       19.3,      4830,       132,        2.7,       211,        4.4,      4487,       92.9
Région,RSS07,07 - Outaouais,     26941,     18456,       68.5,      4507,       16.7,      3978,       14.8,       219,         6,        2.7,        11,        5.0,       202,       92.2
Région,RSS08,08 - Abitibi-Témiscamingue,      4057,      2520,       62.1,       830,       20.5,       707,       17.4,        23,n.d.,n.d.,n.d.,n.d.,        20,       87.0
Région,RSS09,09 - Côte-Nord,      2473,      1622,       65.6,       456,       18.4,       395,       16.0,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       450,       301,       66.9,        72,       16.0,        77,       17.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      3848,      2143,       55.7,       776,       20.2,       929,       24.1,        48,n.d.,n.d.,n.d.,n.d.,        44,       91.7
Région,RSS12,12 - Chaudière-Appalaches,     40691,     26179,       64.3,      7723,       19.0,      6789,       16.7,       408,         8,        2.0,        22,        5.4,       378,       92.6
Région,RSS13,13 - Laval,     55384,     35603,       64.3,     10770,       19.4,      9011,       16.3,       948,         7,        0.7,        51,        5.4,       890,       93.9
Région,RSS14,14 - Lanaudière,     51871,     33184,       64.0,     10298,       19.9,      8389,       16.2,       562,        11,        2.0,        23,        4.1,       528,       94.0
Région,RSS15,15 - Laurentides,     44159,     28508,       64.6,      8263,       18.7,      7388,       16.7,       532,        10,        1.9,        17,        3.2,       505,       94.9
Région,RSS16,16 - Montérégie,    104299,     64664,       62.0,     20233,       19.4,     19402,       18.6,      1670,        33,        2.0,        73,        4.4,      1564,       93.7
Région,RSS17,17 - Nunavik,      1464,       954,       65.2,       221,       15.1,       289,       19.7,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       703,       444,       63.2,       108,       15.4,       151,       21.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    702259,    442252,       63.0,    132244,       18.8,    127763,       18.2,     11798,       261,        2.2,       564,        4.8,     10973,       93.0
Groupe d'âge,0_9,Moins de 10 ans,     67855,     57773,       85.1,      8184,       12.1,      1898,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     91294,     76130,       83.4,     12579,       13.8,      2585,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    116864,     94381,       80.8,     16753,       14.3,      5730,        4.9,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Groupe d'âge,30_39,30-39 ans,    107828,     75927,       70.4,     21920,       20.3,      9981,        9.3,        26,n.d.,n.d.,n.d.,n.d.,        21,       80.8
Groupe d'âge,40_49,40-49 ans,    108464,     68945,       63.6,     25497,       23.5,     14022,       12.9,        65,        14,       21.5,        13,       20.0,        38,       58.5
Groupe d'âge,50_59,50-59 ans,     88635,     45628,       51.5,     24215,       27.3,     18792,       21.2,       248,        21,        8.5,        21,        8.5,       206,       83.1
Groupe d'âge,60_69,60-69 ans,     52238,     18328,       35.1,     14425,       27.6,     19485,       37.3,       790,        45,        5.7,        67,        8.5,       678,       85.8
Groupe d'âge,70_79,70-79 ans,     29108,      3881,       13.3,      5476,       18.8,     19751,       67.9,      2334,        42,        1.8,       137,        5.9,      2155,       92.3
Groupe d'âge,80_89,80-89 ans,     25734,       931,        3.6,      2320,        9.0,     22483,       87.4,      4579,        64,        1.4,       183,        4.0,      4332,       94.6
Groupe d'âge,90_,90 ans et plus,     14239,       328,        2.3,       875,        6.1,     13036,       91.6,      3745,        69,        1.8,       141,        3.8,      3535,       94.4
