group,1d,2d,3d,pop 2021
0-4,249,54,8,428991
5-11,429534,314822,269,650347
12-17,529865,503000,75619,529446
18-29,1110165,1049558,411140,1216440
30-39,1018238,977146,481733,1118629
40-49,1025663,999971,619941,1115327
50-59,1079132,1052981,773614,1155183
60-69,1114827,1103486,975544,1168854
70-79,753505,752538,709926,783129
80 plus,400472,400697,382270,425520
Total 5+,7461401,7154199,4430056,8162875
Total,7461650,7154253,4430064,8591866
