"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-09-21;24843405;21102775
2022-09-20;24242555;21079046
2022-09-19;24242555;21056880
2022-09-18;24217555;21041923
2022-09-17;24217555;21034272
2022-09-16;24217555;21016950
2022-09-15;24217555;20996143
