group,1d,2d,3d,pop 2021
0-4,255,56,6,428991
5-11,400358,60474,12,650347
12-17,524360,482374,3943,529446
18-29,1095202,1024936,212125,1216440
30-39,1006400,956084,280371,1118629
40-49,1018535,985932,402283,1115327
50-59,1074013,1042256,556483,1155183
60-69,1111226,1096320,803293,1168854
70-79,751596,749163,637220,783129
80 plus,399530,398579,344608,425520
Total 5+,7381220,6796118,3240338,8162875
Total,7381475,6796174,3240344,8591866
