,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3980,1,3954,26,53,0,3921,6,196934.5,2020.98,3.05,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11054,6,10831,223,271,0,10762,21,277505,3983.35,7.57,97.66,1
03,03 - Capitale-Nationale,32947,12,32594,353,1118,0,31771,58,757803,4347.70,7.63,147.53,5
04,04 - Mauricie et Centre-du-Québec,15517,40,15277,240,525,0,14762,230,523331.5,2965.04,43.87,100.32,15
05,05 - Estrie,14972,4,14455,517,352,0,14579,41,494966.5,3024.85,8.25,71.12,5
06,06 - Montréal,134093,50,131162,2931,4774,1,128758,561,2072060.5,6471.48,26.99,230.40,37
07,07 - Outaouais,12622,3,12175,447,215,0,12385,22,402744,3134.00,5.44,53.38,1
08,08 - Abitibi-Témiscamingue,1155,2,1122,33,9,0,1142,4,147637,782.32,2.71,6.10,2
09,09 - Côte-Nord,582,0,563,19,4,0,576,2,89700.5,648.83,2.24,4.46,1
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2026,0,89823,2306.76,0.00,51.21,0
12,12 - Chaudière-Appalaches,19321,2,19040,281,368,0,18932,21,431109.5,4481.69,4.86,85.36,1
13,13 - Laval,32201,27,30363,1838,917,0,31108,176,444658.5,7241.74,39.41,206.23,29
14,14 - Lanaudière,24260,21,23547,713,517,0,23643,100,522367,4644.24,19.06,98.97,3
15,15 - Laurentides,21217,13,20613,604,510,0,20615,92,630238,3366.51,14.52,80.92,10
16,16 - Montérégie,51868,33,49910,1958,1559,0,50103,206,1438226,3606.39,14.27,108.40,21
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,539,4,534,5,0,0,521,18,.,.,.,.,0
999,Ensemble du Québec,378680,218,368467,10213,11241,1,365881,1558,8565469.5,4421.01,18.13,131.24,131

