"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2023-01-09;26562075;22800160
2023-01-08;26562075;22797018
2023-01-07;26562075;22796138
2023-01-06;26562075;22790746
2023-01-05;26562075;22782947
2023-01-04;26562075;22774360
2023-01-03;26562075;22766785
