group,1d,2d,3d,pop 2021
0-4,31696,14425,42,428991
5-11,441404,338802,33026,650347
12-17,532865,510482,122843,529446
18-29,1118538,1059467,454790,1216440
30-39,1026454,986054,522078,1118629
40-49,1030874,1006341,658641,1115327
50-59,1082922,1057333,807161,1155183
60-69,1118964,1106843,1004041,1168854
70-79,755935,754418,726686,783129
80 plus,401328,401786,392091,425520
Total 5+,7509284,7221526,4721357,8162875
Total,7540980,7235951,4721399,8591866
