No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1559,94,20859.333333,7473.87,451.45
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3242,211,35045.666667,9250.79,599.31
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1366,111,19215,7109.03,579.39
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,549,26,8566.3333333,6408.81,304.81
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,3612,377,57767,6252.70,651.08
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1150,90,17995,6390.66,502.32
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1109,107,20715.666667,5353.44,518.71
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1246,113,17574.333333,7089.88,645.82
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),13837,1130,197738.33333,6997.63,571.68
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2110,113,31025.333333,6800.89,365.29
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2084,118,25032.333333,8325.23,473.29
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,4877,187,52510,9287.75,355.91
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,5560,218,67904,8188.03,321.26
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,6586,269,79539,8280.21,337.35
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1737,88,22589.333333,7689.47,389.52
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),23317,1012,278600,8369.35,363.25
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,4570,333,55481.666667,8236.96,595.80
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,30398,1335,323240,9404.16,409.67
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,33392,1531,354000,9432.77,429.56
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2035,110,28382,7170.04,387.34
03,03 - Capitale-Nationale,,Total (incluant inconnus),71185,3357,761103.66667,9352.87,437.92
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,1548,125,15084,10262.53,828.64
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,1652,143,25787,6406.33,553.53
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,1855,100,22901,8100.08,436.85
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,4717,343,65575.666667,7193.22,520.15
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,13086,691,145489,8994.49,472.25
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,3880,189,45106,8601.96,416.91
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,8936,272,108908.66667,8205.04,248.13
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,11225,276,98815.333333,11359.57,278.07
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),47106,2152,527666.66667,8927.23,405.82
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,3036,96,57842,5248.78,163.82
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,7630,209,108135.33333,7055.97,190.72
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,3766,98,53546.333333,7033.16,181.15
05,05 - Estrie,0514,0514 - RLS de Coaticook,1501,27,18951.333333,7920.29,141.71
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,15291,493,172853,8846.25,281.53
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,2244,58,31930.333333,7027.80,180.47
05,05 - Estrie,0517,0517 - RLS d'Asbestos,1925,20,14436.666667,13334.10,138.18
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,1720,30,23079,7452.66,129.10
05,05 - Estrie,0519,0519 - RLS du Granit,3636,10,21632,16808.43,46.13
05,05 - Estrie,,Total (incluant inconnus),40794,1042,502406,8119.73,205.13
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,23341,510,225064.66667,10370.80,226.46
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,19219,405,148454,12946.10,272.01
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,14980,371,130942.66667,11440.12,281.78
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,31213,596,245354.66667,12721.58,240.65
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,17971,311,166358.66667,10802.56,186.43
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,18194,336,160840.33333,11311.84,206.52
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,22912,347,162591,14091.80,210.99
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,26877,501,171685.66667,15654.77,291.40
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,14289,240,114860.33333,12440.33,208.50
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,23632,338,138146.33333,17106.50,244.02
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,31500,508,209253,15053.55,241.71
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,23771,454,188116,12636.35,241.01
06,06 - Montréal,,Total (incluant inconnus),277582,5033,2061667.3333,13463.96,242.97
07,07 - Outaouais,0711,0711 - RLS du Pontiac,1148,76,20219.666667,5677.64,374.13
