group,1d,2d,3d,pop 2021
0-4,257,58,6,428991
5-11,407566,131081,40,650347
12-17,525569,486607,4546,529446
18-29,1099225,1029849,282787,1216440
30-39,1009907,960334,355316,1118629
40-49,1020743,988785,485908,1115327
50-59,1075681,1044240,635284,1155183
60-69,1112334,1097479,869606,1168854
70-79,752121,749589,662901,783129
80 plus,399764,398818,355633,425520
Total 5+,7402910,6886782,3652021,8162875
Total,7403167,6886840,3652027,8591866
