date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,311,311,0,,0,0,0,0,8883806,
2020-12-15,Région,RSS99,Ensemble du Québec,1188,0,0,0,1499,0,0,0,1188,1499,0,,0,0,0,0,8883806,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2470,0,0,0,971,2470,0,,0,0,0,0,8883806,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3384,0,0,0,914,3384,0,,0,0,0,0,8883806,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4126,0,0,0,742,4126,0,,0,0,0,0,8883806,738
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4844,0,0,0,718,4844,0,,0,0,0,0,8883806,858
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4958,0,0,0,114,4958,0,,0,0,0,0,8883806,1258
2020-12-21,Région,RSS99,Ensemble du Québec,520,0,0,0,5478,0,0,0,520,5478,0,,0,0,0,0,8883806,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7508,0,0,0,2030,7508,0,,0,0,0,0,8883806,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3765,0,0,0,11273,0,0,0,3765,11273,0,,0,0,0,0,8883806,1797
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14297,0,0,0,3024,14297,0,,0,0,0,0,8883806,2107
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14297,0,0,0,0,14297,0,,0,0,0,0,8883806,2394
2020-12-26,Région,RSS99,Ensemble du Québec,3127,0,0,0,17424,0,0,0,3127,17424,0,,0,0,0,0,8883806,2441
2020-12-27,Région,RSS99,Ensemble du Québec,2281,0,0,0,19705,0,0,0,2281,19705,0,,0,0,0,0,8883806,2340
2020-12-28,Région,RSS99,Ensemble du Québec,2531,0,0,0,22236,0,0,0,2531,22236,0,,0,0,0,0,8883806,1957
2020-12-29,Région,RSS99,Ensemble du Québec,2357,0,0,0,24593,0,0,0,2357,24593,0,,0,0,0,0,8883806,1958
2020-12-30,Région,RSS99,Ensemble du Québec,3061,0,0,0,27654,0,0,0,3061,27654,0,,0,0,0,0,8883806,1601
2020-12-31,Région,RSS99,Ensemble du Québec,342,0,0,0,27996,0,0,0,342,27996,0,,0,0,0,0,8883806,1495
2021-01-01,Région,RSS99,Ensemble du Québec,4,0,0,0,28000,0,0,0,4,28000,0,,0,0,0,0,8883806,1532
2021-01-02,Région,RSS99,Ensemble du Québec,630,0,0,0,28630,0,0,0,630,28630,0.0000112564,,0,1,0,0,8883806,2050
2021-01-03,Région,RSS99,Ensemble du Québec,1538,0,0,0,30168,0,0,0,1538,30168,0.0000112564,,0,1,0,0,8883806,3152
2021-01-04,Région,RSS99,Ensemble du Québec,2775,17,0,0,32943,17,0,0,2792,32960,0.0000112564,,0,1,0,0,8883806,5067
2021-01-05,Région,RSS99,Ensemble du Québec,5969,15,0,0,38912,32,0,0,5984,38944,0.0000225129,,0,2,0,0,8883806,6982
2021-01-06,Région,RSS99,Ensemble du Québec,10754,19,0,0,49666,51,0,0,10773,49717,0.0000787951,,0,7,0,0,8883806,8144
2021-01-07,Région,RSS99,Ensemble du Québec,13743,7,0,0,63409,58,0,0,13750,63467,0.0001350772,,0,12,0,0,8883806,8935
2021-01-08,Région,RSS99,Ensemble du Québec,13386,22,0,0,76795,80,0,0,13408,76875,0.0002363852,,0,21,0,0,8883806,9589
2021-01-09,Région,RSS99,Ensemble du Québec,8764,1,0,0,85559,81,0,0,8765,85640,0.0002363852,,0,21,0,0,8883806,9871
2021-01-10,Région,RSS99,Ensemble du Québec,7073,2,0,0,92632,83,0,0,7075,92715,0.0002363852,,0,21,0,0,8883806,9639
2021-01-11,Région,RSS99,Ensemble du Québec,7366,3,0,0,99998,86,0,0,7369,100084,0.0002476416,,0,22,0,0,8883806,9367
2021-01-12,Région,RSS99,Ensemble du Québec,7956,3,0,0,107954,89,0,0,7959,108043,0.0002476416,,0,22,0,0,8883806,9051
2021-01-13,Région,RSS99,Ensemble du Québec,9142,5,0,0,117096,94,0,0,9147,117190,0.0003039238,,0,27,0,0,8883806,9004
2021-01-14,Région,RSS99,Ensemble du Québec,11843,2,0,0,128939,96,0,0,11845,129035,0.0003039238,,0,27,0,0,8883806,9012
2021-01-15,Région,RSS99,Ensemble du Québec,11187,8,0,0,140126,104,0,0,11195,140230,0.0003827188,,0,34,0,0,8883806,9479
2021-01-16,Région,RSS99,Ensemble du Québec,8433,3,0,0,148559,107,0,0,8436,148666,0.0005515654,,0,49,0,0,8883806,9820
2021-01-17,Région,RSS99,Ensemble du Québec,7130,0,0,0,155689,107,0,0,7130,155796,0.0005515654,,0,49,0,0,8883806,10151
2021-01-18,Région,RSS99,Ensemble du Québec,10631,12,0,0,166320,119,0,0,10643,166439,0.0005965911,,0,53,0,0,8883806,10426
2021-01-19,Région,RSS99,Ensemble du Québec,10342,2,0,0,176662,121,0,0,10344,176783,0.0006078476,,0,54,0,0,8883806,10528
2021-01-20,Région,RSS99,Ensemble du Québec,11462,4,0,0,188124,125,0,0,11466,188249,0.0006416169,,0,57,0,0,8883806,10537
2021-01-21,Région,RSS99,Ensemble du Québec,13752,14,0,0,201876,139,0,0,13766,202015,0.0007766941,,0,69,0,0,8883806,9816
2021-01-22,Région,RSS99,Ensemble du Québec,11906,6,0,0,213782,145,0,0,11912,213927,0.0008892585,,0,79,0,0,8883806,8937
2021-01-23,Région,RSS99,Ensemble du Québec,8494,3,0,0,222276,148,0,0,8497,222424,0.0009005149,,0,80,0,0,8883806,8047
2021-01-24,Région,RSS99,Ensemble du Québec,2082,2,0,0,224358,150,0,0,2084,224508,0.0009005149,,0,80,0,0,8883806,6949
2021-01-25,Région,RSS99,Ensemble du Québec,4482,5,0,0,228840,155,0,0,4487,228995,0.0009342842,,0,83,0,0,8883806,5463
2021-01-26,Région,RSS99,Ensemble du Québec,4082,32,0,0,232922,187,0,0,4114,233109,0.0011031308,,0,98,0,0,8883806,4087
2021-01-27,Région,RSS99,Ensemble du Québec,3765,19,0,0,236687,206,0,0,3784,236893,0.0011706694,,0,104,0,0,8883806,2956
2021-01-28,Région,RSS99,Ensemble du Québec,3332,30,0,0,240019,236,0,0,3362,240255,0.0012832338,,0,114,0,0,8883806,2770
2021-01-29,Région,RSS99,Ensemble du Québec,2261,18,0,0,242280,254,0,0,2279,242534,0.0014408239,,0,128,0,0,8883806,2189
2021-01-30,Région,RSS99,Ensemble du Québec,552,32,0,0,242832,286,0,0,584,243118,0.0015308754,,0,136,0,0,8883806,1702
2021-01-31,Région,RSS99,Ensemble du Québec,770,12,0,0,243602,298,0,0,782,243900,0.001598414,,0,142,0,0,8883806,1588
2021-02-01,Région,RSS99,Ensemble du Québec,391,24,0,0,243993,322,0,0,415,244315,0.0017334913,,0,154,0,0,8883806,1841
2021-02-02,Région,RSS99,Ensemble du Québec,653,58,0,0,244646,380,0,0,711,245026,0.0019473636,,0,173,0,0,8883806,2240
2021-02-03,Région,RSS99,Ensemble du Québec,2934,47,0,0,247580,427,0,0,2981,248007,0.0020936972,,0,186,0,0,8883806,2622
2021-02-04,Région,RSS99,Ensemble du Québec,5073,64,0,0,252653,491,0,0,5137,253144,0.002318826,,0,206,0,0,8883806,2841
2021-02-05,Région,RSS99,Ensemble du Québec,5028,45,0,0,257681,536,0,0,5073,258217,0.0025214418,,0,224,0,0,8883806,3282
2021-02-06,Région,RSS99,Ensemble du Québec,3240,13,0,0,260921,549,0,0,3253,261470,0.0026452626,,0,235,0,0,8883806,3701
2021-02-07,Région,RSS99,Ensemble du Québec,2313,6,0,0,263234,555,0,0,2319,263789,0.0027803399,,0,247,0,0,8883806,4116
2021-02-08,Région,RSS99,Ensemble du Québec,3462,36,0,0,266696,591,0,0,3498,267287,0.0030730072,,0,273,0,0,8883806,4792
2021-02-09,Région,RSS99,Ensemble du Québec,3578,65,0,0,270274,656,0,0,3643,270930,0.003376931,,0,300,0,0,8883806,5536
2021-02-10,Région,RSS99,Ensemble du Québec,5763,122,2,0,276037,778,2,0,5887,276817,0.0039397528,,0,350,0,0,8883806,5308
2021-02-11,Région,RSS99,Ensemble du Québec,9755,116,0,0,285792,894,2,0,9871,286688,0.0047051905,,0,418,0,0,8883806,5112
2021-02-12,Région,RSS99,Ensemble du Québec,10205,78,0,0,295997,972,2,0,10283,296971,0.0051667045,,0,459,0,0,8883806,5047
2021-02-13,Région,RSS99,Ensemble du Québec,1649,9,0,0,297646,981,2,0,1658,298629,0.0053130381,,0,472,0,0,8883806,4813
2021-02-14,Région,RSS99,Ensemble du Québec,934,8,0,0,298580,989,2,0,942,299571,0.0053805767,,0,478,0,0,8883806,4353
2021-02-15,Région,RSS99,Ensemble du Québec,2988,55,0,0,301568,1044,2,0,3043,302614,0.0055269104,,0,491,0,0,8883806,4647
2021-02-16,Région,RSS99,Ensemble du Québec,1911,97,0,0,303479,1141,2,0,2008,304622,0.0057407827,,0,510,0,0,8883806,5809
2021-02-17,Région,RSS99,Ensemble du Québec,2589,74,0,0,306068,1215,2,0,2663,307285,0.0059096293,,0,525,0,0,8883806,7699
2021-02-18,Région,RSS99,Ensemble du Québec,11848,83,2,0,317916,1298,4,0,11933,319218,0.0061685273,,0,548,0,0,8883806,8882
2021-02-19,Région,RSS99,Ensemble du Québec,18360,59,0,0,336276,1357,4,0,18419,337637,0.0065287333,,0,580,0,0,8883806,10166
2021-02-20,Région,RSS99,Ensemble du Québec,14864,22,0,0,351140,1379,4,0,14886,352523,0.006675067,,0,593,0,0,8883806,11423
2021-02-21,Région,RSS99,Ensemble du Québec,9205,19,1,0,360345,1398,5,0,9225,361748,0.0067763749,,0,602,0,0,8883806,12464
2021-02-22,Région,RSS99,Ensemble du Québec,11983,46,0,0,372328,1444,5,0,12029,373777,0.0069452215,,0,617,0,0,8883806,12799
2021-02-23,Région,RSS99,Ensemble du Québec,10724,83,0,0,383052,1527,5,0,10807,384584,0.0073279403,,0,651,0,0,8883806,12657
2021-02-24,Région,RSS99,Ensemble du Québec,9859,91,0,0,392911,1618,5,0,9950,394534,0.0077894542,,0,692,0,0,8883806,12398
2021-02-25,Région,RSS99,Ensemble du Québec,14211,67,0,0,407122,1685,5,0,14278,408812,0.0080145829,,0,712,0,0,8883806,12043
2021-02-26,Région,RSS99,Ensemble du Québec,17365,62,0,0,424487,1747,5,0,17427,426239,0.0081834295,,0,727,0,0,8883806,12982
2021-02-27,Région,RSS99,Ensemble du Québec,13036,36,0,0,437523,1783,5,0,13072,439311,0.0083973018,,0,746,0,0,8883806,13992
2021-02-28,Région,RSS99,Ensemble du Québec,6727,9,0,0,444250,1792,5,0,6736,446047,0.0084310711,,0,749,0,0,8883806,15216
2021-03-01,Région,RSS99,Ensemble du Québec,18569,36,0,0,462819,1828,5,0,18605,464652,0.0085211226,,0,757,0,0,8883806,15961
2021-03-02,Région,RSS99,Ensemble du Québec,17800,75,0,0,480619,1903,5,0,17875,482527,0.0087237385,,0,775,0,0,8883806,16384
2021-03-03,Région,RSS99,Ensemble du Québec,18472,47,0,0,499091,1950,5,0,18519,501046,0.0088250464,,0,784,0,0,8883806,16771
2021-03-04,Région,RSS99,Ensemble du Québec,19461,35,0,0,518552,1985,5,0,19496,520542,0.0089601236,,0,796,0,0,8883806,18039
2021-03-05,Région,RSS99,Ensemble du Québec,20336,47,0,0,538888,2032,5,0,20383,540925,0.0091627395,,0,814,0,0,8883806,17809
2021-03-06,Région,RSS99,Ensemble du Québec,15768,12,0,0,554656,2044,5,0,15780,556705,0.0092077652,,0,818,0,0,8883806,17952
2021-03-07,Région,RSS99,Ensemble du Québec,15605,10,0,0,570261,2054,5,0,15615,572320,0.0092865603,,0,825,0,0,8883806,18140
2021-03-08,Région,RSS99,Ensemble du Québec,16539,453,0,0,586800,2507,5,0,16992,589312,0.0113239753,,0,1006,0,0,8883806,19685
2021-03-09,Région,RSS99,Ensemble du Québec,18253,625,0,0,605053,3132,5,0,18878,608190,0.0141155716,,0,1254,0,0,8883806,21711
2021-03-10,Région,RSS99,Ensemble du Québec,19093,741,0,0,624146,3873,5,0,19834,628024,0.0177401443,,0,1576,0,0,8883806,24356
2021-03-11,Région,RSS99,Ensemble du Québec,29984,327,0,0,654130,4200,5,0,30311,658335,0.0194736355,,0,1730,0,0,8883806,26212
2021-03-12,Région,RSS99,Ensemble du Québec,34294,275,1,0,688424,4475,6,0,34570,692905,0.0206668178,,0,1836,0,0,8883806,28166
2021-03-13,Région,RSS99,Ensemble du Québec,34262,29,0,0,722686,4504,6,0,34291,727196,0.0207681257,,0,1845,0,0,8883806,29813
2021-03-14,Région,RSS99,Ensemble du Québec,28595,15,0,0,751281,4519,6,0,28610,755806,0.0208131515,,0,1849,0,0,8883806,30971
2021-03-15,Région,RSS99,Ensemble du Québec,30606,63,1,0,781887,4582,7,0,30670,786476,0.021083306,,0,1873,0,0,8883806,32455
2021-03-16,Région,RSS99,Ensemble du Québec,30353,51,0,0,812240,4633,7,0,30404,816880,0.0212859218,,0,1891,0,0,8883806,33603
2021-03-17,Région,RSS99,Ensemble du Québec,27893,48,1,0,840133,4681,8,0,27942,844822,0.0214660248,,0,1907,0,0,8883806,32849
2021-03-18,Région,RSS99,Ensemble du Québec,40504,193,2,0,880637,4874,10,0,40699,885521,0.0219500516,,0,1950,0,0,8883806,31829
