,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3957,0,3931,26,53,1,3892,12,196934.5,2009.30,6.10,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11018,2,10797,221,271,0,10744,3,277505,3970.38,1.08,97.66,4
03,03 - Capitale-Nationale,32780,12,32428,352,1116,1,31629,35,757803,4325.66,4.60,147.27,0
04,04 - Mauricie et Centre-du-Québec,15189,2,14950,239,526,0,14646,17,523331.5,2902.37,3.24,100.51,1
05,05 - Estrie,14891,1,14373,518,352,0,14526,13,494966.5,3008.49,2.62,71.12,2
06,06 - Montréal,132776,28,129852,2924,4767,0,127636,373,2072060.5,6407.92,17.95,230.06,46
07,07 - Outaouais,12524,5,12077,447,216,1,12245,63,402744,3109.67,15.58,53.63,10
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1136,1,147637,776.23,0.68,6.10,0
09,09 - Côte-Nord,574,0,555,19,4,0,570,0,89700.5,639.91,0.00,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2063,0,2043,20,46,0,2013,4,89823,2296.74,4.46,51.21,0
12,12 - Chaudière-Appalaches,19270,0,18989,281,358,0,18895,17,431109.5,4469.86,3.94,83.04,1
13,13 - Laval,31645,6,29822,1823,913,0,30628,104,444658.5,7116.70,23.29,205.33,8
14,14 - Lanaudière,24044,0,23333,711,516,0,23472,56,522367,4602.89,10.67,98.78,6
15,15 - Laurentides,20989,-1,20385,604,510,0,20461,18,630238,3330.33,2.84,80.92,4
16,16 - Montérégie,51401,13,49445,1956,1557,0,49722,122,1438226,3573.92,8.45,108.26,28
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,473,1,468,5,0,0,470,3,.,.,.,.,1
999,Ensemble du Québec,375019,69,364835,10184,11217,3,362961,841,8565469.5,4378.27,9.79,130.96,111

