Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;35;824;613,8;19378;14434,8;13;*9,7;517;385,1
Anjou;6;209;488,4;6694;15641,6;< 5;n.p.;83;193,9
Baie D'urfé;< 5;10;* 261,6;278;7271,8;0;;< 5;n.p.
Beaconsfield;0;64;331,2;1425;7374,2;< 5;n.p.;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;37;936;562,1;23115;13881,2;12;*7,2;397;238,4
Côte-Saint-Luc;10;216;665,7;5099;15714,4;< 5;n.p.;126;388,3
Dollard-des-Ormeaux;16;256;523,5;5835;11932,8;< 5;n.p.;130;265,9
Dorval;< 5;117;616,4;1970;10379,3;< 5;n.p.;70;368,8
Hampstead;< 5;68;975,2;964;13824,8;0;;6;n.p.
Kirkland;< 5;67;332,5;1846;9160,8;< 5;n.p.;39;193,5
Lachine;9;235;528,2;6023;13538,2;10;*22,5;184;413,6
LaSalle;13;415;540;10758;13998,2;7;n.p.;256;333,1
L'Île-Bizard–Sainte-Geneviève;7;94;510,5;2222;12067,6;< 5;n.p.;77;418,2
Mercier–Hochelaga-Maisonneuve;34;843;619,7;18745;13780,7;17;*12,5;487;358
Montréal Est;< 5;36;* 935,1;631;16389,6;< 5;n.p.;11;* 285,7
Montréal-Nord;25;566;671,9;14867;17649,6;11;*13,1;370;439,3
Montréal-Ouest;0;21;* 415,8;517;10237,6;0;;< 5;n.p.
Mont-Royal;8;97;478,4;2399;11831,7;0;;95;468,5
Outremont;< 5;110;459,2;2658;11096,3;0;;29;* 121,1
Pierrefonds–Roxboro;16;337;486,3;8620;12439,2;< 5;n.p.;97;140
Plateau Mont-Royal;25;499;479,8;11909;11451;5;n.p.;187;179,8
Pointe-Claire;6;128;407,9;2662;8483,1;< 5;n.p.;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;21;623;583,6;17182;16096,6;11;*10,3;347;325,1
Rosemont–La Petite Patrie;28;674;482,8;16999;12177,8;9;n.p.;348;249,3
Sainte-Anne-de-Bellevue;0;18;* 363;415;8370,3;< 5;n.p.;14;* 282,4
Saint-Laurent;29;465;470,5;14259;14428,1;< 5;n.p.;168;170
Saint-Léonard;22;448;572,1;13996;17873,7;5;n.p.;164;209,4
Senneville;0;< 5;n.p.;78;8469,1;0;;0;
Sud-Ouest;18;407;520,8;9367;11985,8;< 5;n.p.;222;284,1
Verdun;19;350;505,6;7252;10475,4;< 5;n.p.;207;299
Ville-Marie;22;575;644,8;11369;12749,8;6;n.p.;145;162,6
Villeray–Saint-Michel–Parc-Extension;24;737;512,3;21243;14767,2;12;*8,3;236;164,1
Westmount;< 5;138;679,4;1783;8778,1;0;;63;310,2
Territoire à confirmer;-5;528;;7171;;0;;29;
Total à Montréal;438;11113;538;269730;13057,8;149;7,2;5199;251,7
