Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;9;108;80,4;11828;8810,8;0;;491;365,7
Anjou;0;36;* 84,1;3953;9236,8;< 5;n.p.;79;184,6
Baie D'urfé;0;< 5;n.p.;111;2903,5;0;;< 5;n.p.
Beaconsfield;0;7;n.p.;591;3058,4;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;16;168;100,9;13137;7889,1;0;;372;223,4
Côte-Saint-Luc;< 5;47;144,8;3180;9800,3;0;;120;369,8
Dollard-des-Ormeaux;5;59;120,7;3219;6583;0;;125;255,6
Dorval;0;5;n.p.;902;4752,4;0;;68;358,3
Hampstead;0;9;* 129,1;486;6969,7;0;;6;n.p.
Kirkland;0;10;* 49,6;873;4332,3;< 5;n.p.;36;* 178,7
Lachine;< 5;32;* 71,9;3276;7363,6;< 5;n.p.;171;384,4
LaSalle;< 5;34;* 44,2;6295;8191;< 5;n.p.;245;318,8
L'Île-Bizard–Sainte-Geneviève;< 5;< 5;n.p.;1157;6283,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;< 5;136;100;9949;7314,2;< 5;n.p.;451;331,6
Montréal Est;0;6;n.p.;316;8207,8;0;;9;* 233,8
Montréal-Nord;< 5;80;95;10204;12113,9;< 5;n.p.;337;400,1
Montréal-Ouest;0;0;;236;4673,3;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;1227;6051,5;0;;93;458,7
Outremont;0;16;* 66,8;1397;5832;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;56;80,8;4791;6913,7;< 5;n.p.;88;127
Plateau Mont-Royal;5;60;57,7;5331;5126;0;;172;165,4
Pointe-Claire;0;7;n.p.;1188;3785,9;< 5;n.p.;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;7;114;106,8;10306;9655;< 5;n.p.;323;302,6
Rosemont–La Petite Patrie;5;87;62,3;7983;5718,9;< 5;n.p.;326;233,5
Sainte-Anne-de-Bellevue;0;< 5;n.p.;186;3751,5;0;;13;* 262,2
Saint-Laurent;7;104;105,2;9307;9417,4;0;;159;160,9
Saint-Léonard;9;115;146,9;8855;11308,3;0;;148;189
Senneville;0;0;;33;* 3583,1;0;;0;
Sud-Ouest;10;41;52,5;4579;5859,2;< 5;n.p.;207;264,9
Verdun;6;90;130;3543;5117,8;< 5;n.p.;200;288,9
Ville-Marie;11;79;88,6;5631;6314,9;0;;128;143,5
Villeray–Saint-Michel–Parc-Extension;11;107;74,4;12511;8697,1;< 5;n.p.;206;143,2
Westmount;< 5;13;* 64;851;4189,6;0;;57;280,6
Territoire à confirmer;< 5;43;;2140;;0;;25;
Total à Montréal;121;1707;82,6;149572;7240,9;14;*0,7;4842;234,4
