No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,2168,87,20859.333333,10393.43,417.83
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,4447,123,35045.666667,12689.16,349.36
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1881,92,19215,9789.23,480.22
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,843,23,8566.3333333,9840.85,269.64
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,5681,243,57767,9834.33,419.66
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1625,46,17995,9030.29,256.74
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1675,73,20715.666667,8085.67,353.89
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1740,68,17574.333333,9900.80,388.64
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),20065,756,197738.33333,10147.25,382.47
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2900,85,31025.333333,9347.20,274.78
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2572,47,25032.333333,10274.71,188.51
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,6091,177,52510,11599.70,336.87
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,7122,216,67904,10488.34,318.31
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,8238,222,79539,10357.18,278.41
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,2119,48,22589.333333,9380.53,212.46
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),29567,815,278600,10612.71,292.54
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,5411,121,55481.666667,9752.77,216.49
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,37178,864,323240,11501.67,265.13
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,40458,860,354000,11428.81,241.29
