Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;33;408;303,9;9554;7116,8;< 5;n.p.;474;353,1
Anjou;6;136;317,8;3261;7619,9;0;;74;172,9
Baie D'urfé;0;6;n.p.;80;2092,6;0;;< 5;n.p.
Beaconsfield;< 5;20;* 103,5;413;2137,2;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;55;460;276,2;10924;6560,2;< 5;n.p.;352;211,4
Côte-Saint-Luc;6;133;409,9;2593;7991,2;< 5;n.p.;112;345,2
Dollard-des-Ormeaux;7;134;274;2486;5083,9;0;;120;245,4
Dorval;< 5;46;242,4;745;3925,2;0;;67;353
Hampstead;0;9;* 129,1;363;5205,8;0;;5;n.p.
Kirkland;< 5;40;198,5;647;3210,8;0;;33;* 163,8
Lachine;9;176;395,6;2773;6233;< 5;n.p.;170;382,1
LaSalle;14;201;261,5;4987;6489;0;;237;308,4
L'Île-Bizard–Sainte-Geneviève;< 5;74;401,9;974;5289,7;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;13;279;205,1;8071;5933,5;< 5;n.p.;441;324,2
Montréal Est;0;15;* 389,6;256;6649,4;0;;9;* 233,8
Montréal-Nord;8;148;175,7;8429;10006,6;< 5;n.p.;327;388,2
Montréal-Ouest;< 5;17;* 336,6;163;3227,7;0;;< 5;n.p.
Mont-Royal;< 5;53;261,4;1057;5213,1;0;;92;453,7
Outremont;5;32;* 133,6;1184;4942,8;0;;22;* 91,8
Pierrefonds–Roxboro;11;189;272,7;3763;5430,2;< 5;n.p.;80;115,4
Plateau Mont-Royal;8;170;163,5;4157;3997,1;0;;170;163,5
Pointe-Claire;0;41;130,7;970;3091,1;< 5;n.p.;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;6;308;288,5;8387;7857,2;< 5;n.p.;312;292,3
Rosemont–La Petite Patrie;16;233;166,9;6529;4677,3;< 5;n.p.;321;230
Sainte-Anne-de-Bellevue;0;6;n.p.;128;2581,7;0;;12;* 242
Saint-Laurent;37;410;414,9;7320;7406,8;< 5;n.p.;151;152,8
Saint-Léonard;13;267;341;7196;9189,7;< 5;n.p.;132;168,6
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;16;135;172,7;3487;4461,9;0;;204;261
Verdun;7;117;169;2958;4272,8;0;;192;277,3
Ville-Marie;9;157;176,1;4315;4839,1;< 5;n.p.;116;130,1
Villeray–Saint-Michel–Parc-Extension;19;390;271,1;10019;6964,7;< 5;n.p.;186;129,3
Westmount;< 5;17;* 83,7;675;3323,2;0;;58;285,5
Territoire à confirmer;< 5;59;;1803;;0;;26;
Total à Montréal;313;4886;236,5;120689;5842,6;22;*1,1;4647;225
