Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-13;2660185;2075808
2021-04-12;2633275;2007616
2021-04-11;2429695;1949012
2021-04-10;2429695;1893371
2021-04-09;2429695;1831943
2021-04-08;2358095;1757089
2021-04-07;2358095;1686651
