Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;55;727;541,5;19577;14583;9;n.p.;518;385,9
Anjou;18;184;429,9;6748;15767,8;< 5;n.p.;83;193,9
Baie D'urfé;0;9;n.p.;282;7376,4;0;;< 5;n.p.
Beaconsfield;7;64;331,2;1457;7539,8;< 5;n.p.;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;48;700;420,4;23305;13995,3;9;n.p.;398;239
Côte-Saint-Luc;21;180;554,7;5165;15917,8;< 5;n.p.;126;388,3
Dollard-des-Ormeaux;19;216;441,7;5908;12082;< 5;n.p.;131;267,9
Dorval;10;100;526,9;2003;10553,2;0;;70;368,8
Hampstead;< 5;51;731,4;976;13996,8;0;;6;n.p.
Kirkland;8;64;317,6;1865;9255,1;0;;39;193,5
Lachine;17;199;447,3;6087;13682;7;n.p.;184;413,6
LaSalle;29;312;406;10845;14111,4;< 5;n.p.;256;333,1
L'Île-Bizard–Sainte-Geneviève;13;98;532,2;2263;12290,2;< 5;n.p.;78;423,6
Mercier–Hochelaga-Maisonneuve;55;620;455,8;18883;13882,1;16;*11,8;494;363,2
Montréal Est;0;23;* 597,4;635;16493,5;< 5;n.p.;11;* 285,7
Montréal-Nord;37;445;528,3;14975;17777,9;16;*19;377;447,6
Montréal-Ouest;< 5;13;* 257,4;523;10356,4;0;;< 5;n.p.
Mont-Royal;11;90;443,9;2436;12014,2;0;;95;468,5
Outremont;10;85;354,8;2691;11234;< 5;n.p.;30;* 125,2
Pierrefonds–Roxboro;24;294;424,3;8703;12559;< 5;n.p.;99;142,9
Plateau Mont-Royal;62;417;401;12058;11594,2;6;n.p.;190;182,7
Pointe-Claire;13;124;395,2;2712;8642,4;0;;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;42;441;413,1;17295;16202,5;7;n.p.;347;325,1
Rosemont–La Petite Patrie;57;529;379;17142;12280,2;6;n.p.;348;249,3
Sainte-Anne-de-Bellevue;0;10;* 201,7;418;8430,8;0;;14;* 282,4
Saint-Laurent;38;384;388,6;14354;14524,2;< 5;n.p.;168;170
Saint-Léonard;25;350;447;14086;17988,6;5;n.p.;165;210,7
Senneville;0;< 5;n.p.;78;8469,1;0;;0;
Sud-Ouest;28;314;401,8;9457;12100,9;6;n.p.;224;286,6
Verdun;26;241;348,1;7312;10562;< 5;n.p.;209;301,9
Ville-Marie;33;410;459,8;11472;12865,3;5;n.p.;145;162,6
Villeray–Saint-Michel–Parc-Extension;43;566;393,5;21375;14858,9;8;n.p.;236;164,1
Westmount;12;121;595,7;1817;8945,5;0;;63;310,2
Territoire à confirmer;28;427;;7337;;< 5;;30;
Total à Montréal;793;8809;426,5;272241;13179,4;126;6,1;5229;253,1
