Date,Cumul des personnes avec des analyses nﾃｩgatives,Cumul de cas confirmﾃｩs,Nouveaux cas,Nombre cumulatif de dﾃｩcﾃｨs,Nouveaux dﾃｩcﾃｨs,Hospitalisations,Soins intensifs,Personnes testﾃｩes,Cas actifs,Tests (Volumﾃｩtrie),Hospitalisations (nouvelle mﾃｩthode),Unnamed: 12,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,Unnamed: 31,CHSLD,RPA,Domicile,Autres - Inconnu,Unnamed: 36,Montrﾃｩal et Laval,Rﾃｩgions ﾃ proximitﾃｩ,Autres rﾃｩgions,Unnamed: 40,Cas Labo,Cas Lien ﾃ英i,Cas Total,Cumul Labo,Unnamed: 45,NV CHSLD,NV RPA,NV Dom,NV Autres,Unnamed: 50,Inc Hors-SI,Inc SI,hospitalisations_all
2020-05-22,329677,46838,697.0,3940.0,75.0,,167.0,370820,28854,15375.0,1285.0,,23.84890955,114.54011070000001,179.75826619999998,356.66355889999994,188.3758514,1147.383133,119.1924834,111.0990679,126.6202392,59.00575306,198.89330869999998,112.709704,1144.451095,716.6039853999999,415.9701931,430.3608931,112.2019635,54.39216753,,3018.0,773.0,394.0,190.0,,1134.467282,602.2142265,203.9012014,,575,41,616,41143,,42.0,10.0,9.0,3.0,,54.0,7.0,1285.0
2020-05-23,338380,47411,573.0,3984.0,44.0,,170.0,380061,29096,13533.0,1265.0,,23.84890955,114.54011070000001,183.3322523,359.1523545,188.57862409999998,1158.081908,119.9405534,111.0990679,126.6202392,59.00575306,200.0044445,112.709704,1155.970141,725.0640271000001,423.30709060000004,438.38741,112.2019635,54.39216753,,3064.0,778.0,395.0,193.0,,1146.865614,614.5652507,206.5783373,,475,48,523,41681,,46.0,5.0,1.0,3.0,,43.0,15.0,1265.0
2020-05-24,347398,47984,573.0,4069.0,85.0,,179.0,389618,29261,12121.0,1246.0,,23.84890955,115.26048870000001,188.36230690000002,360.3010294,188.7813968,1168.5870400000001,122.68347659999998,111.77650120000001,126.6202392,59.00575306,202.22671609999998,112.94209509999999,1169.52196,733.5240687999999,430.4844904,447.39106799999996,112.2019635,54.39216753,,3097.0,784.0,401.0,197.0,,1157.709171,624.2017642,208.9482608,,494,63,557,42220,,33.0,6.0,6.0,4.0,,43.0,9.0,1246.0
2020-05-25,353036,48598,614.0,4139.0,70.0,,181.0,395775,29460,10112.0,1222.0,,24.35633315,115.26048870000001,192.0686629,363.3641625,189.389715,1178.559654,125.67575649999999,111.77650120000001,126.6202392,59.00575306,202.22671609999998,113.4068774,1177.427187,741.5995632,437.02389910000005,457.65105030000007,112.2019635,54.39216753,,3134.0,795.0,406.0,199.0,,1168.752058,633.0239243,212.2398213,,489,45,534,42739,,37.0,11.0,5.0,2.0,,35.0,13.0,1222.0
2020-05-26,358822,49139,541.0,4228.0,89.0,,184.0,402059,29592,12972.0,1194.0,,24.35633315,115.26048870000001,195.7750189,365.6615123,189.5924877,1190.226645,130.1641764,111.77650120000001,126.6202392,59.00575306,202.22671609999998,114.33644199999999,1187.5910509999999,746.7909524,440.69234789999996,462.46696039999995,112.2019635,54.39216753,,3172.0,803.0,412.0,201.0,,1178.359768,641.8460845,215.7947067,,409,59,468,43237,,38.0,8.0,6.0,2.0,,47.0,6.0,1194.0
2020-05-27,365402,49702,563.0,4302.0,74.0,,178.0,409135,29782,14949.0,1153.0,,24.35633315,115.26048870000001,200.0108543,368.1503079,189.9980331,1202.4261529999999,130.91224640000002,111.77650120000001,126.6202392,59.00575306,202.22671609999998,114.5688331,1200.465279,751.0209732000001,447.8697477,469.2371529,112.2019635,54.39216753,,3194.0,814.0,418.0,205.0,,1189.76145,646.0535763,218.4279551,,460,64,524,43733,,22.0,11.0,6.0,4.0,,38.0,7.0,1153.0
2020-05-28,373567,50232,530.0,4363.0,61.0,,172.0,417796,29961,13868.0,1093.0,,24.35633315,115.26048870000001,203.3201008,372.17067010000005,189.9980331,1211.5757839999999,132.4083864,112.4539345,127.73094309999999,59.00575306,202.22671609999998,114.5688331,1211.08087,754.8664467,452.65468089999996,474.61142930000005,112.2019635,54.39216753,,3239.0,823.0,425.0,209.0,,1202.080049,653.1791672,220.8417661,,381,36,417,44229,,45.0,9.0,7.0,4.0,,28.0,11.0,1093.0
2020-05-29,384289,50651,419.0,4439.0,76.0,,167.0,428895,30142,13853.0,1030.0,,24.35633315,115.26048870000001,208.0854156,374.0851283,189.9980331,1221.112702,133.405813,112.4539345,127.73094309999999,59.00575306,204.4489878,114.80122420000001,1220.34128,760.8269306,459.3535874,478.86897300000004,112.2019635,54.39216753,,3281.0,827.0,431.0,209.0,,1211.48843,658.4724633,223.101971,,390,35,425,44606,,42.0,4.0,6.0,0.0,,39.0,3.0,1030.0
2020-05-30,391792,51059,408.0,4641.0,202.0,,171.0,436799,30072,12985.0,1027.0,,24.35633315,115.26048870000001,210.99755249999998,376.76536969999995,190.60635119999998,1231.37578,133.405813,113.1313679,127.73094309999999,59.00575306,204.4489878,115.4983977,1227.117189,766.2105935,466.69048499999997,482.00978399999997,112.2019635,54.39216753,,3303.0,834.0,436.0,210.0,,1220.976542,664.9872893,225.098851,,382,22,404,45007,,22.0,7.0,5.0,1.0,,27.0,7.0,1027.0
2020-05-31,399497,51354,295.0,4661.0,20.0,,163.0,444782,30096,9458.0,1022.0,,24.35633315,115.6206777,212.85073050000003,378.4883821,190.60635119999998,1238.0564630000001,133.405813,113.1313679,127.73094309999999,59.00575306,204.4489878,115.7307888,1232.763781,771.0174354,473.0703959,484.9412075,112.2019635,54.39216753,,3322.0,842.0,440.0,211.0,,1230.624118,670.416311,226.8982375,,263,33,296,45285,,19.0,8.0,4.0,1.0,,29.0,4.0,1022.0
2020-01-06,404814,51593,239.0,4713.0,52.0,,161.0,450317,30077,9646.0,1014.0,,24.35633315,115.6206777,214.83627830000003,380.7857319,191.0118967,1244.882379,135.1513096,113.8088012,127.73094309999999,59.00575306,204.4489878,116.1955711,1237.05519,773.9015405,474.82487139999995,490.8738504,112.2019635,54.39216753,,3347.0,843.0,442.0,213.0,,1237.122279,675.6417443,228.105143,,274,37,311,45503,,25.0,1.0,2.0,2.0,,35.0,3.0,1014.0
2020-02-06,410793,51884,291.0,4794.0,81.0,,158.0,456561,29992,12444.0,983.0,,24.35633315,115.6206777,216.29234680000005,381.1686236,191.0118967,1249.675043,136.3980929,113.8088012,127.73094309999999,59.00575306,204.4489878,116.1955711,1241.346599,776.2088246000001,477.0578403,495.4105773,112.2019635,54.39216753,,3359.0,845.0,445.0,213.0,,1243.500842,679.4420594,230.1678542,,214,13,227,45768,,12.0,2.0,3.0,0.0,,19.0,8.0,983.0
2020-03-06,417256,52143,259.0,4885.0,91.0,,146.0,463267,29922,,930.0,,24.35633315,115.6206777,217.3513056,381.742961,191.21466940000002,1253.644724,136.64744960000002,113.8088012,127.73094309999999,59.00575306,205.5601236,116.8927445,1248.800099,778.3238349999999,481.5237779,497.57424699999996,112.2019635,54.39216753,,3367.0,846.0,446.0,214.0,,1248.205033,683.2423746,231.3308723,,190,12,202,46011,,8.0,1.0,1.0,1.0,,,,930.0
