Date,Regroupement,Croisement,Nom,dec_hebdo_tot_n,dec_hebdo_tot_t,dec_quo_tot_t,dec_quo_tot_n,dec_quo_tot_m,dec_quo_tot_tm,hos_heb_testpos_n,hos_heb_testpos_t,hos_quo_testpos_t,hos_quo_testpos_n,hos_quo_testpos_m,hos_act_testpos_n,hos_heb_dxurg_n,hos_heb_dxurg_t,hos_quo_dxurg_t,hos_quo_dxurg_n,hos_quo_dxurg_m,hos_act_dxurg_n,psi_quo_pos_n,psi_quo_inf_n,psi_quo_tes_n,psi_quo_pos_t,psi_heb_pos_n,psi_heb_inf_n,psi_heb_tes_n,psi_heb_pos_t,psi_quo_tot_m,psi_heb_cas_t
2023-05-08,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,7,7,0.00,5,32,37,13.51,1.00,.
2023-05-08,Sexe,TOT,Total,18,0.20,0.06,5,2.57,0.03,475,5.37,0.90,80,67.86,.,72,0.81,0.11,10,10.00,.,298,4352,4650,6.41,1611,26189,27800,5.79,237.29,18.21
2023-05-09,Région,RSS01,01 - Bas-Saint-Laurent,2,0.99,0.00,0,0.43,0.21,21,10.36,0.99,2,3.29,52,7,3.45,0.49,1,1.14,11,10,137,147,6.80,73,898,971,7.52,11.00,36.03
2023-05-09,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.14,0.05,16,5.66,0.00,0,1.86,29,4,1.41,0.00,0,0.43,5,3,129,132,2.27,74,834,908,8.15,10.14,26.18
2023-05-09,Région,RSS03,03 - Capitale-Nationale,5,0.63,0.13,1,0.71,0.09,25,3.15,0.38,3,3.86,82,11,1.39,0.25,2,1.57,24,19,436,455,4.18,120,2630,2750,4.36,18.00,15.13
2023-05-09,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.37,0.00,0,0.14,0.03,23,4.24,2.03,11,3.57,92,4,0.74,0.18,1,0.43,5,15,245,260,5.77,83,1569,1652,5.02,12.00,15.30
2023-05-09,Région,RSS05,05 - Estrie,2,0.38,0.19,1,0.29,0.05,20,3.82,0.57,3,2.43,80,1,0.19,0.00,0,0.29,1,14,157,171,8.19,129,1077,1206,10.70,16.71,24.64
2023-05-09,Région,RSS06,06 - Montréal,2,0.09,0.00,0,0.29,0.01,121,5.74,0.71,15,18.29,407,15,0.71,0.09,2,2.71,51,71,1042,1113,6.38,387,6131,6518,5.94,59.14,18.35
2023-05-09,Région,RSS07,07 - Outaouais,0,0.00,0.00,0,0.00,0.00,1,0.24,0.00,0,0.43,53,0,0.00,0.00,0,0.00,4,6,99,105,5.71,38,460,498,7.63,5.14,9.09
2023-05-09,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,3,2.02,0.67,1,0.43,10,0,0.00,0.00,0,0.00,1,2,48,50,4.00,21,258,279,7.53,3.14,14.14
2023-05-09,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,3,3.34,0.00,0,0.43,43,0,0.00,0.00,0,0.00,2,1,67,68,1.47,9,384,393,2.29,1.14,10.01
2023-05-09,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,16,16,0.00,5,73,78,6.41,0.71,37.25
2023-05-09,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,16,17.38,2.17,2,2.43,36,3,3.26,0.00,0,0.57,5,14,78,92,15.22,62,531,593,10.46,11.14,67.35
2023-05-09,Région,RSS12,12 - Chaudière-Appalaches,0,0.00,0.00,0,0.00,0.00,23,5.13,1.34,6,3.14,56,2,0.45,0.22,1,0.29,8,7,199,206,3.40,55,1176,1231,4.47,7.71,12.27
2023-05-09,Région,RSS13,13 - Laval,0,0.00,0.00,0,0.14,0.03,17,3.77,0.22,1,2.29,58,1,0.22,0.00,0,0.00,7,11,298,309,3.56,53,1882,1935,2.74,7.71,11.76
2023-05-09,Région,RSS14,14 - Lanaudière,1,0.18,0.00,0,0.14,0.03,29,5.26,0.91,5,3.86,72,6,1.09,0.36,2,0.86,5,15,298,313,4.79,106,1735,1841,5.76,15.00,19.22
2023-05-09,Région,RSS15,15 - Laurentides,0,0.00,0.00,0,0.00,0.00,32,4.82,0.30,2,4.00,78,4,0.60,0.00,0,0.43,4,11,390,401,2.74,116,2362,2478,4.68,18.00,17.49
2023-05-09,Région,RSS16,16 - Montérégie,3,0.20,0.00,0,0.57,0.04,123,8.28,1.21,18,16.00,315,14,0.94,0.13,2,1.86,26,41,632,673,6.09,274,3940,4214,6.50,39.43,18.45
2023-05-09,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,2,13.91,6.95,1,0.29,6,0,0.00,0.00,0,0.00,0,0,8,8,0.00,2,81,83,2.41,0.43,13.91
2023-05-09,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,9,0,0.00,0.00,0,0.00,0,0,7,7,0.00,0,59,59,0.00,0.00,0.00
2023-05-09,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,5,5,0.00,1,37,38,2.63,0.14,.
2023-05-09,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,17,17,0.00,3,72,75,4.00,0.57,.
2023-05-09,Région,RSS99,Ensemble du Québec,18,0.20,0.02,2,2.86,0.03,475,5.37,0.79,70,66.57,1479,72,0.81,0.12,11,10.57,159,240,4308,4548,5.28,1611,26189,27800,5.79,237.29,18.21
2023-05-09,Groupe de région,REG01,Montréal et Laval,2,0.08,0.00,0,0.43,0.02,138,5.39,0.62,16,20.57,.,16,0.62,0.08,2,2.71,.,82,1340,1422,5.77,440,8013,8453,5.21,66.86,17.19
2023-05-09,Groupe de région,REG02,Ceinture de Montréal,4,0.26,0.00,0,0.43,0.03,97,6.28,0.71,11,12.86,.,12,0.78,0.13,2,1.71,.,31,722,753,4.12,249,4553,4802,5.19,35.57,16.13
2023-05-09,Groupe de région,REG03,Autres régions,12,0.25,0.04,2,2.00,0.04,240,5.06,0.91,43,33.14,.,44,0.93,0.15,7,6.14,.,127,2224,2351,5.40,918,13514,14432,6.36,134.14,19.35
2023-05-09,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,5,5,0.00,1,37,38,2.63,0.14,.
2023-05-09,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,17,17,0.00,3,72,75,4.00,0.57,.
2023-05-09,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,13,1.46,0.45,4,2.14,10,0,0.00,0.00,0,0.00,0,3,206,209,1.44,28,1220,1248,2.24,4.29,3.14
2023-05-09,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,4,0.42,0.00,0,0.43,4,0,0.00,0.00,0,0.00,0,0,96,96,0.00,16,581,597,2.68,2.00,1.68
2023-05-09,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,14,1.31,0.28,3,1.86,39,1,0.09,0.00,0,0.00,3,16,301,317,5.05,127,1946,2073,6.13,18.43,11.90
2023-05-09,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,24,2.01,0.17,2,3.43,43,2,0.17,0.00,0,0.29,3,27,454,481,5.61,201,2718,2919,6.89,29.00,16.88
2023-05-09,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,22,1.88,0.09,1,3.14,55,2,0.17,0.00,0,0.29,3,30,364,394,7.61,202,2238,2440,8.28,28.71,17.26
2023-05-09,Groupe d'âge,50_59,50-59 ans,0,0.00,0.00,0,0.00,0.00,30,2.73,0.73,8,4.00,94,4,0.36,0.00,0,0.57,2,44,434,478,9.21,221,2559,2780,7.95,30.43,20.14
2023-05-09,Groupe d'âge,60_69,60-69 ans,2,0.17,0.08,1,0.29,0.02,64,5.31,0.75,9,8.86,212,4,0.33,0.08,1,0.71,18,21,627,648,3.24,178,3916,4094,4.35,25.43,14.77
2023-05-09,Groupe d'âge,70_79,70-79 ans,4,0.48,0.00,0,0.57,0.07,117,14.15,2.06,17,15.86,386,16,1.93,0.36,3,2.29,44,35,847,882,3.97,236,4812,5048,4.68,37.71,28.53
2023-05-09,Groupe d'âge,80_89,80-89 ans,6,1.67,0.28,1,1.14,0.32,142,39.49,5.28,19,19.86,450,30,8.34,1.39,5,4.43,61,52,669,721,7.21,282,4256,4538,6.21,42.57,78.42
2023-05-09,Groupe d'âge,90_,90 ans et plus,6,6.86,0.00,0,0.86,0.98,45,51.42,8.00,7,7.00,186,13,14.85,2.29,2,2.00,25,12,310,322,3.73,120,1938,2058,5.83,18.57,137.11
2023-05-09,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,0,0,.,0,5,5,0.00,0.14,.
2023-05-09,Groupe d'âge,TOT,Total,18,0.20,0.02,2,2.86,0.03,475,5.37,0.79,70,66.57,1479,72,0.81,0.12,11,10.57,159,240,4308,4548,5.28,1611,26189,27800,5.79,237.29,18.21
2023-05-09,Sexe,MASC,Masculin,8,0.18,0.05,2,1.43,0.03,240,5.41,0.79,35,33.57,.,32,0.72,0.09,4,4.57,.,84,1852,1936,4.34,535,11306,11841,4.52,82.43,12.06
2023-05-09,Sexe,FEM,Féminin,10,0.23,0.00,0,1.43,0.03,235,5.33,0.79,35,33.00,.,40,0.91,0.16,7,6.00,.,155,2453,2608,5.94,1071,14851,15922,6.73,154.14,24.27
2023-05-09,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,1,3,4,25.00,5,32,37,13.51,0.71,.
2023-05-09,Sexe,TOT,Total,18,0.20,0.02,2,2.86,0.03,475,5.37,0.79,70,66.57,.,72,0.81,0.12,11,10.57,.,240,4308,4548,5.28,1611,26189,27800,5.79,237.29,18.21
2023-05-10,Région,RSS01,01 - Bas-Saint-Laurent,2,0.99,0.49,1,0.29,0.14,21,10.36,1.97,4,3.00,49,7,3.45,0.49,1,1.00,8,11,112,123,8.94,73,898,971,7.52,10.43,36.03
2023-05-10,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.14,0.05,16,5.66,0.71,2,2.29,28,4,1.41,0.35,1,0.57,6,15,140,155,9.68,74,834,908,8.15,10.57,26.18
2023-05-10,Région,RSS03,03 - Capitale-Nationale,5,0.63,0.00,0,0.71,0.09,25,3.15,0.63,5,3.57,78,11,1.39,0.38,3,1.57,27,15,414,429,3.50,120,2630,2750,4.36,17.14,15.13
2023-05-10,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.37,0.00,0,0.29,0.05,23,4.24,0.00,0,3.29,86,4,0.74,0.00,0,0.57,5,10,246,256,3.91,83,1569,1652,5.02,11.86,15.30
2023-05-10,Région,RSS05,05 - Estrie,2,0.38,0.00,0,0.29,0.05,20,3.82,0.38,2,2.86,78,1,0.19,0.00,0,0.14,0,20,179,199,10.05,129,1077,1206,10.70,18.43,24.64
2023-05-10,Région,RSS06,06 - Montréal,2,0.09,0.00,0,0.29,0.01,121,5.74,1.37,29,17.29,411,15,0.71,0.38,8,2.14,55,62,1001,1063,5.83,387,6131,6518,5.94,55.29,18.35
2023-05-10,Région,RSS07,07 - Outaouais,0,0.00,0.00,0,0.00,0.00,1,0.24,0.00,0,0.14,50,0,0.00,0.00,0,0.00,4,7,63,70,10.00,38,460,498,7.63,5.43,9.09
2023-05-10,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,3,2.02,0.00,0,0.43,10,0,0.00,0.00,0,0.00,1,6,41,47,12.77,21,258,279,7.53,3.00,14.14
2023-05-10,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,3,3.34,0.00,0,0.43,40,0,0.00,0.00,0,0.00,2,2,58,60,3.33,9,384,393,2.29,1.29,10.01
2023-05-10,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,1,11,12,8.33,5,73,78,6.41,0.71,37.25
2023-05-10,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,16,17.38,1.09,1,2.29,33,3,3.26,0.00,0,0.43,5,10,96,106,9.43,62,531,593,10.46,8.86,67.35
2023-05-10,Région,RSS12,12 - Chaudière-Appalaches,0,0.00,0.00,0,0.00,0.00,23,5.13,1.34,6,3.29,60,2,0.45,0.00,0,0.29,8,12,209,221,5.43,55,1176,1231,4.47,7.86,12.27
2023-05-10,Région,RSS13,13 - Laval,0,0.00,0.00,0,0.00,0.00,17,3.77,0.89,4,2.43,59,1,0.22,0.00,0,0.14,7,4,218,222,1.80,53,1882,1935,2.74,7.57,11.76
2023-05-10,Région,RSS14,14 - Lanaudière,1,0.18,0.00,0,0.14,0.03,29,5.26,0.36,2,4.14,69,6,1.09,0.00,0,0.86,5,17,203,220,7.73,106,1735,1841,5.76,15.14,19.22
2023-05-10,Région,RSS15,15 - Laurentides,0,0.00,0.00,0,0.00,0.00,32,4.82,0.75,5,4.57,76,4,0.60,0.30,2,0.57,5,20,403,423,4.73,116,2362,2478,4.68,16.57,17.49
2023-05-10,Région,RSS16,16 - Montérégie,3,0.20,0.00,0,0.43,0.03,123,8.28,1.41,21,17.57,314,14,0.94,0.13,2,2.00,25,35,577,612,5.72,274,3940,4214,6.50,39.14,18.45
2023-05-10,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,2,13.91,0.00,0,0.29,5,0,0.00,0.00,0,0.00,0,0,12,12,0.00,2,81,83,2.41,0.29,13.91
2023-05-10,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,9,0,0.00,0.00,0,0.00,0,0,7,7,0.00,0,59,59,0.00,0.00,0.00
2023-05-10,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,2,2,0.00,1,37,38,2.63,0.14,.
2023-05-10,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,11,11,0.00,3,72,75,4.00,0.43,.
2023-05-10,Région,RSS99,Ensemble du Québec,18,0.20,0.01,1,2.57,0.03,475,5.37,0.92,81,67.86,1456,72,0.81,0.19,17,10.29,163,247,4003,4250,5.81,1611,26189,27800,5.79,230.14,18.21
2023-05-10,Groupe de région,REG01,Montréal et Laval,2,0.08,0.00,0,0.29,0.01,138,5.39,1.29,33,19.71,.,16,0.62,0.31,8,2.29,.,66,1219,1285,5.14,440,8013,8453,5.21,62.86,17.19
2023-05-10,Groupe de région,REG02,Ceinture de Montréal,4,0.26,0.00,0,0.57,0.04,97,6.28,0.65,10,13.86,.,12,0.78,0.00,0,1.71,.,36,632,668,5.39,249,4553,4802,5.19,35.57,16.13
2023-05-10,Groupe de région,REG03,Autres régions,12,0.25,0.02,1,1.71,0.04,240,5.06,0.80,38,34.29,.,44,0.93,0.19,9,6.29,.,145,2139,2284,6.35,918,13514,14432,6.36,131.14,19.35
2023-05-10,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,2,2,0.00,1,37,38,2.63,0.14,.
2023-05-10,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,11,11,0.00,3,72,75,4.00,0.43,.
2023-05-10,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,13,1.46,0.00,0,1.86,7,0,0.00,0.00,0,0.00,0,5,176,181,2.76,28,1220,1248,2.24,4.00,3.14
2023-05-10,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,4,0.42,0.11,1,0.57,5,0,0.00,0.00,0,0.00,0,3,112,115,2.61,16,581,597,2.68,2.29,1.68
2023-05-10,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,14,1.31,0.28,3,2.00,39,1,0.09,0.00,0,0.14,2,22,307,329,6.69,127,1946,2073,6.13,18.14,11.90
2023-05-10,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,24,2.01,0.42,5,3.43,46,2,0.17,0.00,0,0.29,3,28,438,466,6.01,201,2718,2919,6.89,28.71,16.88
2023-05-10,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,22,1.88,0.26,3,3.14,53,2,0.17,0.09,1,0.29,3,33,342,375,8.80,202,2238,2440,8.28,28.86,17.26
2023-05-10,Groupe d'âge,50_59,50-59 ans,0,0.00,0.00,0,0.00,0.00,30,2.73,0.36,4,4.29,95,4,0.36,0.09,1,0.57,3,31,378,409,7.58,221,2559,2780,7.95,31.57,20.14
2023-05-10,Groupe d'âge,60_69,60-69 ans,2,0.17,0.00,0,0.29,0.02,64,5.31,0.91,11,9.14,206,4,0.33,0.00,0,0.57,15,32,608,640,5.00,178,3916,4094,4.35,25.43,14.77
2023-05-10,Groupe d'âge,70_79,70-79 ans,4,0.48,0.00,0,0.57,0.07,117,14.15,1.93,16,16.71,382,16,1.93,0.36,3,2.29,45,31,720,751,4.13,236,4812,5048,4.68,33.71,28.53
2023-05-10,Groupe d'âge,80_89,80-89 ans,6,1.67,0.00,0,0.86,0.24,142,39.49,8.62,31,20.29,441,30,8.34,2.50,9,4.29,66,44,648,692,6.36,282,4256,4538,6.21,40.29,78.42
2023-05-10,Groupe d'âge,90_,90 ans et plus,6,6.86,1.14,1,0.86,0.98,45,51.42,8.00,7,6.43,182,13,14.85,3.43,3,1.86,26,18,274,292,6.16,120,1938,2058,5.83,17.14,137.11
2023-05-10,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,0,0,.,0,5,5,0.00,0.00,.
2023-05-10,Groupe d'âge,TOT,Total,18,0.20,0.01,1,2.57,0.03,475,5.37,0.92,81,67.86,1456,72,0.81,0.19,17,10.29,163,247,4003,4250,5.81,1611,26189,27800,5.79,230.14,18.21
2023-05-10,Sexe,MASC,Masculin,8,0.18,0.00,0,1.14,0.03,240,5.41,0.92,41,34.29,.,32,0.72,0.14,6,4.57,.,84,1687,1771,4.74,535,11306,11841,4.52,76.43,12.06
2023-05-10,Sexe,FEM,Féminin,10,0.23,0.02,1,1.43,0.03,235,5.33,0.91,40,33.57,.,40,0.91,0.25,11,5.71,.,163,2313,2476,6.58,1071,14851,15922,6.73,153.00,24.27
2023-05-10,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,3,3,0.00,5,32,37,13.51,0.71,.
2023-05-10,Sexe,TOT,Total,18,0.20,0.01,1,2.57,0.03,475,5.37,0.92,81,67.86,.,72,0.81,0.19,17,10.29,.,247,4003,4250,5.81,1611,26189,27800,5.79,230.14,18.21
2023-05-11,Région,RSS01,01 - Bas-Saint-Laurent,2,0.99,0.00,0,0.29,0.14,21,10.36,0.99,2,2.43,45,7,3.45,0.00,0,0.71,7,15,153,168,8.93,73,898,971,7.52,10.71,36.03
2023-05-11,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.00,0.00,16,5.66,1.06,3,2.43,27,4,1.41,0.00,0,0.43,5,12,112,124,9.68,74,834,908,8.15,11.43,26.18
2023-05-11,Région,RSS03,03 - Capitale-Nationale,5,0.63,0.13,1,0.57,0.07,25,3.15,0.50,4,3.43,76,11,1.39,0.13,1,1.57,24,18,346,364,4.95,120,2630,2750,4.36,15.57,15.13
2023-05-11,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.37,0.00,0,0.29,0.05,23,4.24,0.74,4,3.29,80,4,0.74,0.18,1,0.43,6,10,219,229,4.37,83,1569,1652,5.02,12.71,15.30
2023-05-11,Région,RSS05,05 - Estrie,2,0.38,0.00,0,0.29,0.05,20,3.82,0.57,3,3.43,78,1,0.19,0.00,0,0.14,0,20,171,191,10.47,129,1077,1206,10.70,19.29,24.64
2023-05-11,Région,RSS06,06 - Montréal,2,0.09,0.00,0,0.43,0.02,121,5.74,1.37,29,17.43,416,15,0.71,0.05,1,2.29,50,67,945,1012,6.62,387,6131,6518,5.94,55.57,18.35
2023-05-11,Région,RSS07,07 - Outaouais,0,0.00,0.00,0,0.00,0.00,1,0.24,0.00,0,0.29,47,0,0.00,0.00,0,0.00,4,5,57,62,8.06,38,460,498,7.63,4.86,9.09
2023-05-11,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,3,2.02,0.00,0,0.29,9,0,0.00,0.00,0,0.00,1,4,42,46,8.70,21,258,279,7.53,3.00,14.14
2023-05-11,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,3,3.34,1.11,1,0.29,41,0,0.00,0.00,0,0.14,2,0,60,60,0.00,9,384,393,2.29,1.29,10.01
2023-05-11,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,12,12,0.00,5,73,78,6.41,0.71,37.25
2023-05-11,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,16,17.38,4.35,4,2.14,36,3,3.26,1.09,1,0.43,6,9,72,81,11.11,62,531,593,10.46,8.57,67.35
2023-05-11,Région,RSS12,12 - Chaudière-Appalaches,0,0.00,0.00,0,0.00,0.00,23,5.13,0.22,1,3.57,57,2,0.45,0.22,1,0.43,8,6,155,161,3.73,55,1176,1231,4.47,7.86,12.27
2023-05-11,Région,RSS13,13 - Laval,0,0.00,0.00,0,0.00,0.00,17,3.77,0.67,3,3.14,61,1,0.22,0.00,0,0.29,6,9,300,309,2.91,53,1882,1935,2.74,7.29,11.76
2023-05-11,Région,RSS14,14 - Lanaudière,1,0.18,0.00,0,0.14,0.03,29,5.26,1.09,6,4.29,67,6,1.09,0.54,3,1.00,8,13,296,309,4.21,106,1735,1841,5.76,16.14,19.22
2023-05-11,Région,RSS15,15 - Laurentides,0,0.00,0.00,0,0.00,0.00,32,4.82,0.45,3,4.14,72,4,0.60,0.15,1,0.71,6,18,296,314,5.73,116,2362,2478,4.68,17.00,17.49
2023-05-11,Région,RSS16,16 - Montérégie,3,0.20,0.00,0,0.43,0.03,123,8.28,1.55,23,18.00,312,14,0.94,0.13,2,2.00,25,56,554,610,9.18,274,3940,4214,6.50,38.43,18.45
2023-05-11,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,2,13.91,0.00,0,0.29,5,0,0.00,0.00,0,0.00,0,0,10,10,0.00,2,81,83,2.41,0.29,13.91
2023-05-11,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,9,0,0.00,0.00,0,0.00,0,0,11,11,0.00,0,59,59,0.00,0.00,0.00
2023-05-11,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,4,4,0.00,1,37,38,2.63,0.00,.
2023-05-11,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,2,5,7,28.57,3,72,75,4.00,0.43,.
2023-05-11,Région,RSS99,Ensemble du Québec,18,0.20,0.01,1,2.43,0.03,475,5.37,0.97,86,68.86,1439,72,0.81,0.12,11,10.57,158,264,3820,4084,6.46,1611,26189,27800,5.79,231.14,18.21
2023-05-11,Groupe de région,REG01,Montréal et Laval,2,0.08,0.00,0,0.43,0.02,138,5.39,1.25,32,20.57,.,16,0.62,0.04,1,2.57,.,76,1245,1321,5.75,440,8013,8453,5.21,62.86,17.19
2023-05-11,Groupe de région,REG02,Ceinture de Montréal,4,0.26,0.00,0,0.57,0.04,97,6.28,1.17,18,13.57,.,12,0.78,0.32,5,2.00,.,41,647,688,5.96,249,4553,4802,5.19,36.86,16.13
2023-05-11,Groupe de région,REG03,Autres régions,12,0.25,0.02,1,1.43,0.03,240,5.06,0.76,36,34.71,.,44,0.93,0.11,5,6.00,.,145,1919,2064,7.03,918,13514,14432,6.36,131.00,19.35
2023-05-11,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,4,4,0.00,1,37,38,2.63,0.00,.
2023-05-11,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,2,5,7,28.57,3,72,75,4.00,0.43,.
2023-05-11,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,13,1.46,0.11,1,1.57,4,0,0.00,0.00,0,0.00,0,4,176,180,2.22,28,1220,1248,2.24,3.43,3.14
2023-05-11,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,4,0.42,0.21,2,0.71,7,0,0.00,0.00,0,0.00,0,6,79,85,7.06,16,581,597,2.68,2.14,1.68
2023-05-11,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,14,1.31,0.09,1,2.00,38,1,0.09,0.00,0,0.14,2,17,284,301,5.65,127,1946,2073,6.13,18.71,11.90
2023-05-11,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,24,2.01,0.34,4,3.00,48,2,0.17,0.00,0,0.14,3,37,417,454,8.15,201,2718,2919,6.89,28.00,16.88
2023-05-11,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,22,1.88,0.60,7,2.71,59,2,0.17,0.09,1,0.29,4,29,323,352,8.24,202,2238,2440,8.28,28.29,17.26
2023-05-11,Groupe d'âge,50_59,50-59 ans,0,0.00,0.00,0,0.00,0.00,30,2.73,0.36,4,4.57,95,4,0.36,0.09,1,0.57,4,32,386,418,7.66,221,2559,2780,7.95,32.14,20.14
2023-05-11,Groupe d'âge,60_69,60-69 ans,2,0.17,0.00,0,0.14,0.01,64,5.31,1.16,14,9.29,205,4,0.33,0.00,0,0.71,15,26,569,595,4.37,178,3916,4094,4.35,25.00,14.77
2023-05-11,Groupe d'âge,70_79,70-79 ans,4,0.48,0.00,0,0.71,0.09,117,14.15,2.06,17,16.57,370,16,1.93,0.36,3,2.29,43,42,672,714,5.88,236,4812,5048,4.68,36.43,28.53
2023-05-11,Groupe d'âge,80_89,80-89 ans,6,1.67,0.00,0,0.57,0.16,142,39.49,8.06,29,21.43,440,30,8.34,1.11,4,4.71,63,49,636,685,7.15,282,4256,4538,6.21,41.43,78.42
2023-05-11,Groupe d'âge,90_,90 ans et plus,6,6.86,1.14,1,1.00,1.14,45,51.42,8.00,7,7.00,173,13,14.85,2.29,2,1.71,24,22,278,300,7.33,120,1938,2058,5.83,15.57,137.11
2023-05-11,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,0,0,.,0,5,5,0.00,0.00,.
2023-05-11,Groupe d'âge,TOT,Total,18,0.20,0.01,1,2.43,0.03,475,5.37,0.97,86,68.86,1439,72,0.81,0.12,11,10.57,158,264,3820,4084,6.46,1611,26189,27800,5.79,231.14,18.21
