Date,Regroupement,Croisement,Nom,dec_hebdo_tot_n,dec_hebdo_tot_t,dec_quo_tot_t,dec_quo_tot_n,dec_quo_tot_m,dec_quo_tot_tm,hos_heb_testpos_n,hos_heb_testpos_t,hos_quo_testpos_t,hos_quo_testpos_n,hos_quo_testpos_m,hos_act_testpos_n,hos_heb_dxurg_n,hos_heb_dxurg_t,hos_quo_dxurg_t,hos_quo_dxurg_n,hos_quo_dxurg_m,hos_act_dxurg_n,psi_quo_pos_n,psi_quo_inf_n,psi_quo_tes_n,psi_quo_pos_t,psi_heb_pos_n,psi_heb_inf_n,psi_heb_tes_n,psi_heb_pos_t,psi_quo_tot_m,psi_heb_cas_t
2021-05-13,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,13,6.52,1.51,3,2.00,20,2,1.00,0.50,1,0.29,1,33,1516,1549,2.13,260,8835,9095,2.86,36.14,130.44
2021-05-13,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.36,0.00,0,0.14,0.05,9,3.25,0.36,1,1.14,15,3,1.08,0.00,0,0.43,4,49,1722,1771,2.77,195,9916,10111,1.93,27.43,70.51
2021-05-13,Région,RSS03,03 - Capitale-Nationale,4,0.52,0.13,1,0.14,0.02,29,3.80,0.26,2,3.00,68,18,2.36,0.13,1,1.57,44,59,2467,2526,2.34,372,16154,16526,2.25,50.86,48.77
2021-05-13,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.38,0.00,0,0.14,0.03,12,2.28,0.00,0,1.71,28,1,0.19,0.00,0,0.14,0,29,1984,2013,1.44,239,13862,14101,1.69,32.43,45.40
2021-05-13,Région,RSS05,05 - Estrie,3,0.59,0.00,0,0.43,0.08,18,3.56,0.20,1,2.71,41,2,0.40,0.00,0,0.43,7,55,2202,2257,2.44,396,12596,12992,3.05,49.86,78.24
2021-05-13,Région,RSS06,06 - Montréal,16,0.79,0.00,0,2.57,0.13,78,3.87,0.79,16,11.29,242,35,1.74,0.40,8,4.57,121,299,10380,10679,2.80,1660,60226,61886,2.68,236.71,82.35
2021-05-13,Région,RSS07,07 - Outaouais,5,1.23,0.25,1,0.71,0.18,21,5.15,0.74,3,2.86,58,3,0.74,0.00,0,0.43,11,24,869,893,2.69,178,5064,5242,3.40,26.43,43.62
2021-05-13,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,1,290,291,0.34,6,2069,2075,0.29,0.86,4.06
2021-05-13,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,1,3,345,348,0.86,18,2438,2456,0.73,2.43,19.96
2021-05-13,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,51,51,0.00,2,340,342,0.58,0.29,14.80
2021-05-13,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,1,1.10,0.00,0,0.29,2,0,0.00,0.00,0,0.00,0,6,383,389,1.54,54,2774,2828,1.91,7.14,59.13
2021-05-13,Région,RSS12,12 - Chaudière-Appalaches,9,2.07,0.69,3,1.29,0.30,28,6.43,0.92,4,4.86,44,11,2.53,0.23,1,2.00,23,82,1823,1905,4.30,538,12716,13254,4.06,75.86,123.51
2021-05-13,Région,RSS13,13 - Laval,2,0.45,0.23,1,0.43,0.10,19,4.31,0.91,4,2.86,49,9,2.04,0.68,3,1.43,27,52,2188,2240,2.32,416,14854,15270,2.72,56.00,94.44
2021-05-13,Région,RSS14,14 - Lanaudière,1,0.19,0.19,1,0.14,0.03,10,1.88,0.56,3,1.29,20,7,1.31,0.38,2,0.71,13,52,2482,2534,2.05,191,14251,14442,1.32,28.14,35.86
2021-05-13,Région,RSS15,15 - Laurentides,1,0.16,0.00,0,0.14,0.02,16,2.49,0.00,0,2.14,20,2,0.31,0.00,0,0.29,10,37,2638,2675,1.38,250,16104,16354,1.53,34.86,38.87
2021-05-13,Région,RSS16,16 - Montérégie,2,0.14,0.00,0,0.29,0.02,20,1.38,0.14,2,2.57,55,11,0.76,0.14,2,1.57,16,103,5817,5920,1.74,699,35993,36692,1.91,96.14,48.22
2021-05-13,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0,0.00,0,0,118,118,0.00,1,642,643,0.16,0.14,7.04
2021-05-13,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,0,30,30,0.00,0,201,201,0.00,0.00,0.00
2021-05-13,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,2,0,.,.,0,0.00,1,0,186,186,0.00,7,1194,1201,0.58,0.86,.
2021-05-13,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,8,363,371,2.16,19,2094,2113,0.90,2.71,.
2021-05-13,Région,RSS99,Ensemble du Québec,46,0.54,0.08,7,6.43,0.07,274,3.20,0.45,39,38.71,667,104,1.21,0.21,18,13.86,279,892,37854,38746,2.30,5501,232323,237824,2.31,765.29,64.17
2021-05-13,Groupe de région,REG01,Montréal et Laval,18,0.73,0.04,1,3.00,0.12,97,3.95,0.81,20,14.14,.,44,1.79,0.45,11,6.00,.,351,12568,12919,2.72,2076,75080,77156,2.69,292.71,84.52
2021-05-13,Groupe de région,REG02,Ceinture de Montréal,3,0.20,0.07,1,0.43,0.03,32,2.13,0.27,4,4.29,.,16,1.07,0.20,3,2.00,.,110,6777,6887,1.60,676,39813,40489,1.67,90.71,45.08
2021-05-13,Groupe de région,REG03,Autres régions,25,0.54,0.11,5,3.00,0.06,145,3.14,0.32,15,20.29,.,44,0.95,0.09,4,5.86,.,423,17960,18383,2.30,2723,114142,116865,2.33,378.29,58.99
2021-05-13,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,186,186,0.00,7,1194,1201,0.58,0.86,.
2021-05-13,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,8,363,371,2.16,19,2094,2113,0.90,2.71,.
2021-05-13,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,2,0.22,0.00,0,0.29,1,0,0.00,0.00,0,0.00,0,89,5344,5433,1.64,658,37244,37902,1.74,93.00,73.62
2021-05-13,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,1,0.11,0.00,0,0.14,3,0,0.00,0.00,0,0.00,1,191,4966,5157,3.70,972,29910,30882,3.15,134.43,107.96
2021-05-13,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,19,1.83,0.19,2,2.57,20,4,0.39,0.00,0,0.43,4,155,4861,5016,3.09,923,28459,29382,3.14,126.71,88.85
2021-05-13,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,27,2.40,0.53,6,3.71,36,8,0.71,0.27,3,1.00,14,124,5797,5921,2.09,760,34162,34922,2.18,105.86,67.47
2021-05-13,Groupe d'âge,40_49,40-49 ans,1,0.09,0.00,0,0.14,0.01,24,2.15,0.09,1,3.43,41,7,0.63,0.00,0,1.00,23,125,5193,5318,2.35,839,30198,31037,2.70,115.57,75.31
2021-05-13,Groupe d'âge,50_59,50-59 ans,2,0.17,0.00,0,0.43,0.04,45,3.93,0.17,2,6.57,121,19,1.66,0.17,2,2.29,68,101,4429,4530,2.23,650,24713,25363,2.56,92.43,56.81
2021-05-13,Groupe d'âge,60_69,60-69 ans,11,0.94,0.00,0,1.14,0.10,40,3.44,0.94,11,5.14,137,19,1.63,0.43,5,2.14,65,51,3203,3254,1.57,353,19447,19800,1.78,49.71,30.32
2021-05-13,Groupe d'âge,70_79,70-79 ans,10,1.29,0.13,1,1.43,0.18,38,4.91,0.78,6,5.43,135,14,1.81,0.26,2,2.00,50,20,1979,1999,1.00,152,13573,13725,1.11,20.86,19.64
2021-05-13,Groupe d'âge,80_89,80-89 ans,12,3.59,0.90,3,1.86,0.56,57,17.04,2.09,7,8.14,128,24,7.18,1.20,4,3.43,41,26,1423,1449,1.79,131,9784,9915,1.32,18.43,39.16
2021-05-13,Groupe d'âge,90_,90 ans et plus,10,12.23,3.67,3,1.43,1.75,21,25.68,4.89,4,3.29,45,9,11.00,2.45,2,1.57,13,9,630,639,1.41,57,4428,4485,1.27,7.43,69.70
2021-05-13,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,1,29,30,3.33,6,405,411,1.46,0.86,.
2021-05-13,Groupe d'âge,TOT,Total,46,0.54,0.08,7,6.43,0.07,274,3.20,0.45,39,38.71,667,104,1.21,0.21,18,13.86,279,892,37854,38746,2.30,5501,232323,237824,2.31,765.29,64.17
2021-05-13,Sexe,MASC,Masculin,23,0.54,0.09,4,3.29,0.08,149,3.48,0.54,23,21.00,.,59,1.38,0.26,11,7.71,.,432,15823,16255,2.66,2787,100551,103338,2.70,390.43,65.09
2021-05-13,Sexe,FEM,Féminin,23,0.54,0.07,3,3.14,0.07,125,2.91,0.37,16,17.71,.,45,1.05,0.16,7,6.14,.,458,21910,22368,2.05,2703,130762,133465,2.03,373.29,63.01
2021-05-13,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,2,121,123,1.63,11,1010,1021,1.08,1.57,.
2021-05-13,Sexe,TOT,Total,46,0.54,0.08,7,6.43,0.07,274,3.20,0.45,39,38.71,.,104,1.21,0.21,18,13.86,.,892,37854,38746,2.30,5501,232323,237824,2.31,765.29,64.17
2021-05-14,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,13,6.52,2.01,4,1.86,23,2,1.00,0.00,0,0.29,1,40,1164,1204,3.32,260,8835,9095,2.86,32.57,130.44
2021-05-14,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.36,0.00,0,0.14,0.05,9,3.25,0.36,1,1.00,15,3,1.08,0.36,1,0.29,5,32,1510,1542,2.08,195,9916,10111,1.93,26.00,70.51
2021-05-14,Région,RSS03,03 - Capitale-Nationale,4,0.52,0.00,0,0.29,0.04,29,3.80,0.52,4,3.14,65,18,2.36,0.13,1,1.71,44,52,2049,2101,2.48,372,16154,16526,2.25,47.29,48.77
2021-05-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.38,0.00,0,0.14,0.03,12,2.28,0.00,0,1.14,27,1,0.19,0.00,0,0.00,0,28,2307,2335,1.20,239,13862,14101,1.69,32.14,45.40
2021-05-14,Région,RSS05,05 - Estrie,3,0.59,0.00,0,0.43,0.08,18,3.56,0.59,3,2.43,42,2,0.40,0.00,0,0.29,7,57,1661,1718,3.32,396,12596,12992,3.05,44.14,78.24
2021-05-14,Région,RSS06,06 - Montréal,16,0.79,0.20,4,3.00,0.15,78,3.87,0.50,10,11.86,236,35,1.74,0.10,2,5.43,111,245,8191,8436,2.90,1660,60226,61886,2.68,234.86,82.35
2021-05-14,Région,RSS07,07 - Outaouais,5,1.23,0.25,1,0.71,0.18,21,5.15,1.47,6,2.14,61,3,0.74,0.49,2,0.43,13,23,744,767,3.00,178,5064,5242,3.40,25.57,43.62
2021-05-14,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,1,280,281,0.36,6,2069,2075,0.29,0.71,4.06
2021-05-14,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0,0.00,0,0,386,386,0.00,18,2438,2456,0.73,1.71,19.96
2021-05-14,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,60,60,0.00,2,340,342,0.58,0.71,14.80
2021-05-14,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,1,1.10,1.10,1,0.29,3,0,0.00,0.00,0,0.00,0,7,472,479,1.46,54,2774,2828,1.91,6.14,59.13
2021-05-14,Région,RSS12,12 - Chaudière-Appalaches,9,2.07,0.00,0,1.71,0.39,28,6.43,0.92,4,5.00,45,11,2.53,0.46,2,2.29,22,70,2020,2090,3.35,538,12716,13254,4.06,70.00,123.51
2021-05-14,Région,RSS13,13 - Laval,2,0.45,0.00,0,0.43,0.10,19,4.31,0.23,1,3.14,48,9,2.04,0.23,1,1.57,26,61,2212,2273,2.68,416,14854,15270,2.72,56.43,94.44
2021-05-14,Région,RSS14,14 - Lanaudière,1,0.19,0.00,0,0.14,0.03,10,1.88,0.19,1,1.29,20,7,1.31,0.00,0,0.57,13,27,2135,2162,1.25,191,14251,14442,1.32,29.57,35.86
2021-05-14,Région,RSS15,15 - Laurentides,1,0.16,0.00,0,0.29,0.04,16,2.49,0.78,5,2.14,23,2,0.31,0.00,0,0.14,9,48,2149,2197,2.18,250,16104,16354,1.53,35.00,38.87
2021-05-14,Région,RSS16,16 - Montérégie,2,0.14,0.00,0,0.29,0.02,20,1.38,0.07,1,2.57,51,11,0.76,0.07,1,1.43,16,191,5502,5693,3.35,699,35993,36692,1.91,95.57,48.22
2021-05-14,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0,0.00,0,0,135,135,0.00,1,642,643,0.16,0.14,7.04
2021-05-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,0,40,40,0.00,0,201,201,0.00,0.00,0.00
2021-05-14,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,1,0,.,.,0,0.00,1,2,214,216,0.93,7,1194,1201,0.58,0.29,.
2021-05-14,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,2,349,351,0.57,19,2094,2113,0.90,2.57,.
2021-05-14,Région,RSS99,Ensemble du Québec,46,0.54,0.06,5,7.57,0.09,274,3.20,0.48,41,38.00,662,104,1.21,0.12,10,14.43,268,886,33580,34466,2.57,5501,232323,237824,2.31,741.43,64.17
2021-05-14,Groupe de région,REG01,Montréal et Laval,18,0.73,0.16,4,3.43,0.14,97,3.95,0.45,11,15.00,.,44,1.79,0.12,3,7.00,.,306,10403,10709,2.86,2076,75080,77156,2.69,291.29,84.52
2021-05-14,Groupe de région,REG02,Ceinture de Montréal,3,0.20,0.00,0,0.43,0.03,32,2.13,0.40,6,4.00,.,16,1.07,0.07,1,1.57,.,153,5866,6019,2.54,676,39813,40489,1.67,92.57,45.08
2021-05-14,Groupe de région,REG03,Autres régions,25,0.54,0.02,1,3.71,0.08,145,3.14,0.52,24,19.00,.,44,0.95,0.13,6,5.86,.,423,16748,17171,2.46,2723,114142,116865,2.33,354.71,58.99
2021-05-14,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,2,214,216,0.93,7,1194,1201,0.58,0.29,.
2021-05-14,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,2,349,351,0.57,19,2094,2113,0.90,2.57,.
2021-05-14,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,2,0.22,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,131,4647,4778,2.74,658,37244,37902,1.74,86.43,73.62
2021-05-14,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,1,0.11,0.00,0,0.29,2,0,0.00,0.00,0,0.00,0,131,4214,4345,3.01,972,29910,30882,3.15,133.86,107.96
2021-05-14,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,19,1.83,0.29,3,2.14,20,4,0.39,0.00,0,0.29,2,136,4450,4586,2.97,923,28459,29382,3.14,126.43,88.85
2021-05-14,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,27,2.40,0.18,2,3.57,36,8,0.71,0.00,0,1.00,13,111,5334,5445,2.04,760,34162,34922,2.18,101.29,67.47
2021-05-14,Groupe d'âge,40_49,40-49 ans,1,0.09,0.00,0,0.29,0.03,24,2.15,0.45,5,3.00,42,7,0.63,0.00,0,1.14,20,145,4696,4841,3.00,839,30198,31037,2.70,110.14,75.31
2021-05-14,Groupe d'âge,50_59,50-59 ans,2,0.17,0.09,1,0.57,0.05,45,3.93,0.79,9,6.57,122,19,1.66,0.17,2,2.57,63,120,3972,4092,2.93,650,24713,25363,2.56,90.14,56.81
2021-05-14,Groupe d'âge,60_69,60-69 ans,11,0.94,0.00,0,1.43,0.12,40,3.44,0.77,9,5.71,134,19,1.63,0.26,3,2.43,64,62,2685,2747,2.26,353,19447,19800,1.78,47.57,30.32
2021-05-14,Groupe d'âge,70_79,70-79 ans,10,1.29,0.26,2,1.71,0.22,38,4.91,0.65,5,5.71,133,14,1.81,0.26,2,2.14,51,26,1658,1684,1.54,152,13573,13725,1.11,19.86,19.64
2021-05-14,Groupe d'âge,80_89,80-89 ans,12,3.59,0.30,1,1.86,0.56,57,17.04,1.79,6,8.00,126,24,7.18,0.60,2,3.57,41,15,1310,1325,1.13,131,9784,9915,1.32,17.71,39.16
2021-05-14,Groupe d'âge,90_,90 ans et plus,10,12.23,1.22,1,1.71,2.10,21,25.68,2.45,2,3.00,46,9,11.00,1.22,1,1.29,14,8,598,606,1.32,57,4428,4485,1.27,7.43,69.70
2021-05-14,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,1,16,17,5.88,6,405,411,1.46,0.57,.
2021-05-14,Groupe d'âge,TOT,Total,46,0.54,0.06,5,7.57,0.09,274,3.20,0.48,41,38.00,662,104,1.21,0.12,10,14.43,268,886,33580,34466,2.57,5501,232323,237824,2.31,741.43,64.17
2021-05-14,Sexe,MASC,Masculin,23,0.54,0.07,3,3.86,0.09,149,3.48,0.49,21,20.29,.,59,1.38,0.12,5,8.14,.,455,14000,14455,3.15,2787,100551,103338,2.70,380.43,65.09
2021-05-14,Sexe,FEM,Féminin,23,0.54,0.05,2,3.71,0.09,125,2.91,0.47,20,17.71,.,45,1.05,0.12,5,6.29,.,430,19446,19876,2.16,2703,130762,133465,2.03,359.43,63.01
2021-05-14,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,1,134,135,0.74,11,1010,1021,1.08,1.57,.
2021-05-14,Sexe,TOT,Total,46,0.54,0.06,5,7.57,0.09,274,3.20,0.48,41,38.00,.,104,1.21,0.12,10,14.43,.,886,33580,34466,2.57,5501,232323,237824,2.31,741.43,64.17
2021-05-15,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,13,6.52,0.50,1,1.71,22,2,1.00,0.50,1,0.29,2,21,1036,1057,1.99,260,8835,9095,2.86,28.71,130.44
2021-05-15,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.36,0.00,0,0.14,0.05,9,3.25,0.00,0,0.86,13,3,1.08,0.00,0,0.29,5,24,1094,1118,2.15,195,9916,10111,1.93,25.29,70.51
2021-05-15,Région,RSS03,03 - Capitale-Nationale,4,0.52,0.00,0,0.29,0.04,29,3.80,0.26,2,2.86,62,18,2.36,0.13,1,1.57,40,25,1661,1686,1.48,372,16154,16526,2.25,43.57,48.77
2021-05-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,2,0.38,0.00,0,0.14,0.03,12,2.28,0.19,1,1.57,24,1,0.19,0.00,0,0.00,0,23,1320,1343,1.71,239,13862,14101,1.69,28.29,45.40
2021-05-15,Région,RSS05,05 - Estrie,3,0.59,0.20,1,0.14,0.03,18,3.56,0.59,3,2.71,38,2,0.40,0.00,0,0.43,5,57,1231,1288,4.43,396,12596,12992,3.05,46.86,78.24
2021-05-15,Région,RSS06,06 - Montréal,16,0.79,0.15,3,2.57,0.13,78,3.87,0.25,5,11.57,217,35,1.74,0.15,3,5.43,103,204,6967,7171,2.84,1660,60226,61886,2.68,231.43,82.35
2021-05-15,Région,RSS07,07 - Outaouais,5,1.23,0.25,1,0.71,0.18,21,5.15,0.25,1,2.00,58,3,0.74,0.25,1,0.57,13,22,500,522,4.21,178,5064,5242,3.40,22.14,43.62
2021-05-15,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,0,205,205,0.00,6,2069,2075,0.29,0.57,4.06
2021-05-15,Région,RSS09,09 - Côte-Nord,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0,0.00,0,6,248,254,2.36,18,2438,2456,0.73,1.43,19.96
2021-05-15,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,27,27,0.00,2,340,342,0.58,1.00,14.80
2021-05-15,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,1,1.10,0.00,0,0.29,3,0,0.00,0.00,0,0.00,0,3,279,282,1.06,54,2774,2828,1.91,7.43,59.13
2021-05-15,Région,RSS12,12 - Chaudière-Appalaches,9,2.07,0.46,2,1.86,0.43,28,6.43,0.23,1,5.00,42,11,2.53,0.23,1,2.29,20,45,1391,1436,3.13,538,12716,13254,4.06,65.43,123.51
2021-05-15,Région,RSS13,13 - Laval,2,0.45,0.00,0,0.57,0.13,19,4.31,0.45,2,3.43,47,9,2.04,0.45,2,1.86,25,60,2101,2161,2.78,416,14854,15270,2.72,52.29,94.44
2021-05-15,Région,RSS14,14 - Lanaudière,1,0.19,0.00,0,0.29,0.05,10,1.88,0.19,1,1.43,18,7,1.31,0.19,1,0.57,13,24,1350,1374,1.75,191,14251,14442,1.32,27.29,35.86
2021-05-15,Région,RSS15,15 - Laurentides,1,0.16,0.16,1,0.29,0.04,16,2.49,0.47,3,2.00,26,2,0.31,0.00,0,0.00,9,23,1667,1690,1.36,250,16104,16354,1.53,34.71,38.87
2021-05-15,Région,RSS16,16 - Montérégie,2,0.14,0.00,0,0.43,0.03,20,1.38,0.21,3,2.43,52,11,0.76,0.14,2,1.29,18,89,4134,4223,2.11,699,35993,36692,1.91,93.29,48.22
2021-05-15,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0,0.00,0,0,98,98,0.00,1,642,643,0.16,0.14,7.04
2021-05-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,0,16,16,0.00,0,201,201,0.00,0.00,0.00
2021-05-15,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,1,0,.,.,0,0.00,1,0,75,75,0.00,7,1194,1201,0.58,0.43,.
2021-05-15,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,280,280,0.00,19,2094,2113,0.90,2.57,.
2021-05-15,Région,RSS99,Ensemble du Québec,46,0.54,0.09,8,7.43,0.09,274,3.20,0.27,23,37.86,625,104,1.21,0.14,12,14.57,254,626,25680,26306,2.38,5501,232323,237824,2.31,712.86,64.17
2021-05-15,Groupe de région,REG01,Montréal et Laval,18,0.73,0.12,3,3.14,0.13,97,3.95,0.28,7,15.00,.,44,1.79,0.20,5,7.29,.,264,9068,9332,2.83,2076,75080,77156,2.69,283.71,84.52
2021-05-15,Groupe de région,REG02,Ceinture de Montréal,3,0.20,0.07,1,0.57,0.04,32,2.13,0.20,3,3.86,.,16,1.07,0.07,1,1.29,.,68,4087,4155,1.64,676,39813,40489,1.67,87.14,45.08
2021-05-15,Groupe de région,REG03,Autres régions,25,0.54,0.09,4,3.71,0.08,145,3.14,0.28,13,19.00,.,44,0.95,0.13,6,6.00,.,294,12170,12464,2.36,2723,114142,116865,2.33,339.00,58.99
2021-05-15,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,75,75,0.00,7,1194,1201,0.58,0.43,.
2021-05-15,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,280,280,0.00,19,2094,2113,0.90,2.57,.
2021-05-15,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,2,0.22,0.00,0,0.00,1,0,0.00,0.00,0,0.00,0,71,3909,3980,1.78,658,37244,37902,1.74,84.86,73.62
2021-05-15,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,1,0.11,0.00,0,0.43,1,0,0.00,0.00,0,0.00,0,118,3411,3529,3.34,972,29910,30882,3.15,127.86,107.96
2021-05-15,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,19,1.83,0.10,1,1.71,19,4,0.39,0.00,0,0.29,2,123,3111,3234,3.80,923,28459,29382,3.14,121.43,88.85
2021-05-15,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,27,2.40,0.09,1,3.71,32,8,0.71,0.09,1,1.29,12,78,3610,3688,2.11,760,34162,34922,2.18,96.29,67.47
2021-05-15,Groupe d'âge,40_49,40-49 ans,1,0.09,0.00,0,0.14,0.01,24,2.15,0.18,2,3.00,40,7,0.63,0.18,2,0.86,19,85,3209,3294,2.58,839,30198,31037,2.70,104.14,75.31
2021-05-15,Groupe d'âge,50_59,50-59 ans,2,0.17,0.09,1,0.57,0.05,45,3.93,0.35,4,6.29,115,19,1.66,0.09,1,2.14,58,76,2600,2676,2.84,650,24713,25363,2.56,88.57,56.81
2021-05-15,Groupe d'âge,60_69,60-69 ans,11,0.94,0.26,3,1.14,0.10,40,3.44,0.26,3,6.71,126,19,1.63,0.17,2,3.14,61,42,2187,2229,1.88,353,19447,19800,1.78,46.43,30.32
2021-05-15,Groupe d'âge,70_79,70-79 ans,10,1.29,0.26,2,2.14,0.28,38,4.91,0.65,5,6.00,125,14,1.81,0.39,3,2.43,48,14,1704,1718,0.81,152,13573,13725,1.11,19.57,19.64
2021-05-15,Groupe d'âge,80_89,80-89 ans,12,3.59,0.30,1,1.71,0.51,57,17.04,1.49,5,7.14,122,24,7.18,0.60,2,3.43,40,14,1304,1318,1.06,131,9784,9915,1.32,16.57,39.16
2021-05-15,Groupe d'âge,90_,90 ans et plus,10,12.23,1.22,1,1.71,2.10,21,25.68,2.45,2,2.86,44,9,11.00,1.22,1,1.00,14,4,590,594,0.67,57,4428,4485,1.27,6.57,69.70
2021-05-15,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,1,45,46,2.17,6,405,411,1.46,0.57,.
2021-05-15,Groupe d'âge,TOT,Total,46,0.54,0.09,8,7.43,0.09,274,3.20,0.27,23,37.86,625,104,1.21,0.14,12,14.57,254,626,25680,26306,2.38,5501,232323,237824,2.31,712.86,64.17
