group,1d,2d,3d,pop 2021
0-4,240,52,5,341718
5-11,374575,4553,5,737620
12-17,520789,476366,2173,529446
18-29,1084533,1015407,71139,1216440
30-39,996745,947614,96500,1118629
40-49,1011864,979679,133721,1115327
50-59,1068575,1037312,229861,1155183
60-69,1107316,1093133,442802,1168854
70-79,749860,747946,478614,783129
80 plus,398854,397984,282617,425520
Total 5+,7313111,6699994,1737432,8250148
Total,7313351,6700046,1737437,8591866
