Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;11;315;234,6;10087;7513,9;< 5;n.p.;477;355,3
Anjou;7;77;179,9;3416;7982,1;< 5;n.p.;76;177,6
Baie D'urfé;< 5;7;n.p.;91;2380,3;0;;< 5;n.p.
Beaconsfield;< 5;20;* 103,5;450;2328,7;< 5;n.p.;20;* 103,5
Côte-des-Neiges–Notre-Dame-de-Grâce;< 5;243;145,9;11501;6906,7;< 5;n.p.;361;216,8
Côte-Saint-Luc;5;65;200,3;2709;8348,7;0;;112;345,2
Dollard-des-Ormeaux;< 5;105;214,7;2704;5529,8;< 5;n.p.;121;247,4
Dorval;< 5;16;* 84,3;790;4162,3;0;;67;353
Hampstead;0;9;* 129,1;378;5420,9;0;;5;n.p.
Kirkland;< 5;44;218,4;720;3573;0;;33;* 163,8
Lachine;-6;67;150,6;2892;6500,5;0;;169;379,9
LaSalle;5;210;273,2;5408;7036,8;< 5;n.p.;239;311
L'Île-Bizard–Sainte-Geneviève;< 5;28;* 152,1;1045;5675,3;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;8;119;87,5;8460;6219,5;< 5;n.p.;445;327,1
Montréal Est;0;< 5;n.p.;266;6909,1;0;;9;* 233,8
Montréal-Nord;17;232;275,4;8791;10436,4;< 5;n.p.;329;390,6
Montréal-Ouest;< 5;< 5;n.p.;169;3346,5;0;;< 5;n.p.
Mont-Royal;< 5;20;* 98,6;1105;5449,8;0;;93;458,7
Outremont;0;32;* 133,6;1247;5205,8;< 5;n.p.;26;* 108,5
Pierrefonds–Roxboro;7;164;236,7;4073;5877,6;0;;83;119,8
Plateau Mont-Royal;15;157;151;4511;4337,5;0;;172;165,4
Pointe-Claire;< 5;61;194,4;1060;3377,9;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;11;160;149,9;8734;8182,3;0;;313;293,2
Rosemont–La Petite Patrie;< 5;124;88,8;6851;4907,9;0;;321;230
Sainte-Anne-de-Bellevue;0;< 5;n.p.;135;2722,9;0;;12;* 242
Saint-Laurent;9;348;352,1;7989;8083,7;0;;151;152,8
Saint-Léonard;12;148;189;7556;9649,4;< 5;n.p.;137;175
Senneville;0;< 5;n.p.;23;* 2497,3;0;;0;
Sud-Ouest;7;132;168,9;3732;4775,4;0;;204;261
Verdun;6;47;67,9;3061;4421,6;< 5;n.p.;195;281,7
Ville-Marie;14;145;162,6;4596;5154,2;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;14;341;237;10650;7403,4;< 5;n.p.;192;133,5
Westmount;< 5;20;* 98,5;711;3500,4;0;;58;285,5
Territoire à confirmer;-3;34;;1870;;0;;25;
Total à Montréal;168;3501;169,5;127781;6186;20;*1;4696;227,3
