Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      4208,      2656,       63.1,       825,       19.6,       727,       17.3,        54,n.d.,n.d.,n.d.,n.d.,        46,       85.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     11108,      5787,       52.1,      2500,       22.5,      2821,       25.4,       270,        13,        4.8,        21,        7.8,       236,       87.4
Région,RSS03,03 - Capitale-Nationale,     32766,     19171,       58.5,      6442,       19.7,      7153,       21.8,      1124,        32,        2.8,       103,        9.2,       989,       88.0
Région,RSS04,04 - Mauricie et Centre-du-Québec,     16859,     10056,       59.6,      3249,       19.3,      3554,       21.1,       567,        21,        3.7,        31,        5.5,       515,       90.8
Région,RSS05,05 - Estrie,     16482,      9916,       60.2,      3206,       19.5,      3360,       20.4,       367,        12,        3.3,        33,        9.0,       322,       87.7
Région,RSS06,06 - Montréal,    129088,     76536,       59.3,     23582,       18.3,     28970,       22.4,      4742,       156,        3.3,       283,        6.0,      4303,       90.7
Région,RSS07,07 - Outaouais,     12509,      8179,       65.4,      2070,       16.5,      2260,       18.1,       218,         6,        2.8,        19,        8.7,       193,       88.5
Région,RSS08,08 - Abitibi-Témiscamingue,      1220,       733,       60.1,       276,       22.6,       211,       17.3,        11,n.d.,n.d.,n.d.,n.d.,         8,       72.7
Région,RSS09,09 - Côte-Nord,       669,       443,       66.2,       123,       18.4,       103,       15.4,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       130,        80,       61.5,        22,       16.9,        28,       21.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2179,      1155,       53.0,       441,       20.2,       583,       26.8,        48,n.d.,n.d.,n.d.,n.d.,        43,       89.6
Région,RSS12,12 - Chaudière-Appalaches,     21719,     13429,       61.8,      4232,       19.5,      4058,       18.7,       378,        10,        2.6,        38,       10.1,       330,       87.3
Région,RSS13,13 - Laval,     35067,     22043,       62.9,      6942,       19.8,      6082,       17.3,       925,        17,        1.8,        66,        7.1,       842,       91.0
Région,RSS14,14 - Lanaudière,     26349,     16117,       61.2,      5317,       20.2,      4915,       18.7,       526,        25,        4.8,        33,        6.3,       468,       89.0
Région,RSS15,15 - Laurentides,     24210,     14999,       62.0,      4695,       19.4,      4516,       18.7,       524,        27,        5.2,        38,        7.3,       459,       87.6
Région,RSS16,16 - Montérégie,     55035,     32573,       59.2,     10890,       19.8,     11572,       21.0,      1571,        55,        3.5,       106,        6.7,      1410,       89.8
Région,RSS17,17 - Nunavik,       265,       182,       68.7,        30,       11.3,        53,       20.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       124,        74,       59.7,        17,       13.7,        33,       26.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    390047,    234173,       60.0,     74872,       19.2,     81002,       20.8,     11334,       380,        3.4,       784,        6.9,     10170,       89.7
Groupe d'âge,0_9,Moins de 10 ans,     37008,     31671,       85.6,      4364,       11.8,       973,        2.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     51219,     42388,       82.8,      7368,       14.4,      1463,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     56879,     45961,       80.8,      8215,       14.4,      2703,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     54115,     37919,       70.1,     11269,       20.8,      4927,        9.1,        23,n.d.,n.d.,n.d.,n.d.,        16,       69.6
Groupe d'âge,40_49,40-49 ans,     57892,     36432,       62.9,     13804,       23.8,      7656,       13.2,        57,        17,       29.8,        14,       24.6,        26,       45.6
Groupe d'âge,50_59,50-59 ans,     50822,     25578,       50.3,     14413,       28.4,     10831,       21.3,       222,        38,       17.1,        34,       15.3,       150,       67.6
Groupe d'âge,60_69,60-69 ans,     31217,     10588,       33.9,      8791,       28.2,     11838,       37.9,       733,        69,        9.4,        91,       12.4,       573,       78.2
Groupe d'âge,70_79,70-79 ans,     19642,      2531,       12.9,      3839,       19.5,     13272,       67.6,      2220,        84,        3.8,       202,        9.1,      1934,       87.1
Groupe d'âge,80_89,80-89 ans,     19752,       810,        4.1,      2007,       10.2,     16935,       85.7,      4424,        84,        1.9,       269,        6.1,      4071,       92.0
Groupe d'âge,90_,90 ans et plus,     11501,       295,        2.6,       802,        7.0,     10404,       90.5,      3646,        78,        2.1,       171,        4.7,      3397,       93.2
