Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;28;212;157,9;3451;2570,7;0;;372;277,1
Anjou;< 5;75;175,3;1079;2521,3;0;;50;116,8
Baie D'urfé;< 5;5;n.p.;42;1098,6;0;;< 5;n.p.
Beaconsfield;0;18;* 93,1;125;646,9;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;22;317;190,4;3862;2319,2;< 5;n.p.;275;165,1
Côte-Saint-Luc;18;145;446,9;1054;3248,3;< 5;n.p.;64;197,2
Dollard-des-Ormeaux;10;101;206,5;816;1668,7;< 5;n.p.;93;190,2
Dorval;0;13;* 68,5;322;1696,5;0;;61;321,4
Hampstead;< 5;8;n.p.;124;1778,3;0;;< 5;n.p.
Kirkland;0;21;* 104,2;223;1106,6;0;;27;* 134
Lachine;5;126;283,2;988;2220,8;0;;108;242,8
LaSalle;35;266;346,1;1943;2528,2;< 5;n.p.;186;242
L'Île-Bizard–Sainte-Geneviève;< 5;13;* 70,6;291;1580,4;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;11;222;163,2;3492;2567,2;< 5;n.p.;390;286,7
Montréal Est;< 5;10;* 259,7;74;1922,1;0;;< 5;n.p.
Montréal-Nord;23;199;236,2;3655;4339,1;< 5;n.p.;254;301,5
Montréal-Ouest;< 5;8;n.p.;50;990,1;0;;< 5;n.p.
Mont-Royal;< 5;32;* 157,8;493;2431,4;0;;90;443,9
Outremont;< 5;26;* 108,5;583;2433,8;0;;12;* 50,1
Pierrefonds–Roxboro;< 5;93;134,2;1005;1450,3;< 5;n.p.;41;59,2
Plateau Mont-Royal;11;85;81,7;1747;1679,8;0;;129;124
Pointe-Claire;< 5;25;* 79,7;311;991,1;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;23;213;199,5;3136;2937,9;< 5;n.p.;256;239,8
Rosemont–La Petite Patrie;21;244;174,8;2739;1962,2;< 5;n.p.;244;174,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;26;* 524,4;0;;< 5;n.p.
Saint-Laurent;17;235;237,8;2121;2146,2;< 5;n.p.;106;107,3
Saint-Léonard;14;170;217,1;1963;2506,9;0;;52;66,4
Senneville;0;< 5;n.p.;8;n.p.;0;;0;
Sud-Ouest;12;117;149,7;1582;2024,3;< 5;n.p.;183;234,2
Verdun;8;72;104;1370;1978,9;< 5;n.p.;170;245,6
Ville-Marie;13;121;135,7;1903;2134,1;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;25;330;229,4;3744;2602,7;< 5;n.p.;136;94,5
Westmount;< 5;12;* 59,1;286;1408;< 5;n.p.;38;187,1
Territoire à confirmer;7;83;;1004;;< 5;;38;
Total à Montréal;325;3620;175,2;45612;2208,1;32;*1,5;3562;172,4
