Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;13;106;79;11675;8696,8;< 5;n.p.;490;365
Anjou;6;59;137,9;3901;9115,3;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;108;2825;0;;< 5;n.p.
Beaconsfield;< 5;21;* 108,7;574;2970,4;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;14;181;108,7;12885;7737,8;< 5;n.p.;372;223,4
Côte-Saint-Luc;5;84;258,9;3093;9532,2;0;;119;366,7
Dollard-des-Ormeaux;11;86;175,9;3129;6398,9;0;;125;255,6
Dorval;0;9;n.p.;892;4699,7;0;;68;358,3
Hampstead;0;16;* 229,5;465;6668,6;0;;6;n.p.
Kirkland;< 5;13;* 64,5;851;4223,1;< 5;n.p.;35;* 173,7
Lachine;< 5;48;107,9;3225;7249;0;;170;382,1
LaSalle;6;93;121;6236;8114,2;< 5;n.p.;244;317,5
L'Île-Bizard–Sainte-Geneviève;< 5;7;n.p.;1149;6240,2;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;13;119;87,5;9768;7181,1;0;;450;330,8
Montréal Est;< 5;< 5;n.p.;308;8000;0;;9;* 233,8
Montréal-Nord;12;111;131,8;10069;11953,6;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;235;4653,5;0;;< 5;n.p.
Mont-Royal;0;5;n.p.;1195;5893,7;0;;93;458,7
Outremont;< 5;28;* 116,9;1366;5702,6;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;78;112,6;4707;6792,5;< 5;n.p.;86;124,1
Plateau Mont-Royal;9;53;51;5241;5039,4;0;;172;165,4
Pointe-Claire;< 5;16;* 51;1172;3734,9;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;19;163;152,7;10112;9473,2;< 5;n.p.;321;300,7
Rosemont–La Petite Patrie;7;92;65,9;7856;5627,9;< 5;n.p.;325;232,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;183;3691;0;;13;* 262,2
Saint-Laurent;7;79;79,9;9163;9271,7;< 5;n.p.;159;160,9
Saint-Léonard;7;100;127,7;8724;11141,1;0;;147;187,7
Senneville;0;< 5;n.p.;33;* 3583,1;0;;0;
Sud-Ouest;< 5;47;60,1;4525;5790,1;0;;206;263,6
Verdun;< 5;38;54,9;3446;4977,7;< 5;n.p.;199;287,5
Ville-Marie;15;75;84,1;5523;6193,8;< 5;n.p.;127;142,4
Villeray–Saint-Michel–Parc-Extension;10;123;85,5;12362;8593,5;0;;204;141,8
Westmount;< 5;22;* 108,3;839;4130,6;0;;57;280,6
Territoire à confirmer;8;51;;2088;;0;;25;
Total à Montréal;187;1933;93,6;147098;7121,1;16;*0,8;4822;233,4
