date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,311,311,0,,0,0,0,0,8559000,
2020-12-15,Région,RSS99,Ensemble du Québec,1189,0,0,0,1500,0,0,0,1189,1500,0,,0,0,0,0,8559000,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2471,0,0,0,971,2471,0,,0,0,0,0,8559000,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3385,0,0,0,914,3385,0,,0,0,0,0,8559000,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4127,0,0,0,742,4127,0,,0,0,0,0,8559000,739
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4845,0,0,0,718,4845,0,,0,0,0,0,8559000,859
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4959,0,0,0,114,4959,0,,0,0,0,0,8559000,1258
2020-12-21,Région,RSS99,Ensemble du Québec,522,0,0,0,5481,0,0,0,522,5481,0,,0,0,0,0,8559000,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7511,0,0,0,2030,7511,0,,0,0,0,0,8559000,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3766,0,0,0,11277,0,0,0,3766,11277,0,,0,0,0,0,8559000,1798
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14301,0,0,0,3024,14301,0,,0,0,0,0,8559000,2107
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14301,0,0,0,0,14301,0,,0,0,0,0,8559000,2395
2020-12-26,Région,RSS99,Ensemble du Québec,3127,0,0,0,17428,0,0,0,3127,17428,0,,0,0,0,0,8559000,2442
2020-12-27,Région,RSS99,Ensemble du Québec,2283,0,0,0,19711,0,0,0,2283,19711,0,,0,0,0,0,8559000,2342
2020-12-28,Région,RSS99,Ensemble du Québec,2533,0,0,0,22244,0,0,0,2533,22244,0,,0,0,0,0,8559000,1959
2020-12-29,Région,RSS99,Ensemble du Québec,2362,0,0,0,24606,0,0,0,2362,24606,0,,0,0,0,0,8559000,1960
2020-12-30,Région,RSS99,Ensemble du Québec,3065,0,0,0,27671,0,0,0,3065,27671,0,,0,0,0,0,8559000,1604
2020-12-31,Région,RSS99,Ensemble du Québec,343,0,0,0,28014,0,0,0,343,28014,0,,0,0,0,0,8559000,1498
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,0,28023,0,0,0,9,28023,0,,0,0,0,0,8559000,1536
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,0,28658,0,0,0,635,28658,0.0000116836,,0,1,0,0,8559000,2054
2021-01-03,Région,RSS99,Ensemble du Québec,1540,0,0,0,30198,0,0,0,1540,30198,0.0000116836,,0,1,0,0,8559000,3157
2021-01-04,Région,RSS99,Ensemble du Québec,2780,17,0,0,32978,17,0,0,2797,32995,0.0000116836,,0,1,0,0,8559000,5075
2021-01-05,Région,RSS99,Ensemble du Québec,5975,15,0,0,38953,32,0,0,5990,38985,0.0000233672,,0,2,0,0,8559000,6991
2021-01-06,Région,RSS99,Ensemble du Québec,10763,19,0,0,49716,51,0,0,10782,49767,0.0000817853,,0,7,0,0,8559000,8154
2021-01-07,Région,RSS99,Ensemble du Québec,13764,7,0,0,63480,58,0,0,13771,63538,0.0001402033,,0,12,0,0,8559000,8946
2021-01-08,Région,RSS99,Ensemble du Québec,13399,22,0,0,76879,80,0,0,13421,76959,0.0002453558,,0,21,0,0,8559000,9601
2021-01-09,Région,RSS99,Ensemble du Québec,8779,1,0,0,85658,81,0,0,8780,85739,0.0002453558,,0,21,0,0,8559000,9884
2021-01-10,Région,RSS99,Ensemble du Québec,7082,2,0,0,92740,83,0,0,7084,92823,0.0002570394,,0,22,0,0,8559000,9654
2021-01-11,Région,RSS99,Ensemble du Québec,7373,3,0,0,100113,86,0,0,7376,100199,0.000268723,,0,23,0,0,8559000,9380
2021-01-12,Région,RSS99,Ensemble du Québec,7973,4,0,0,108086,90,0,0,7977,108176,0.000268723,,0,23,0,0,8559000,9063
2021-01-13,Région,RSS99,Ensemble du Québec,9166,5,0,0,117252,95,0,0,9171,117347,0.000327141,,0,28,0,0,8559000,9016
2021-01-14,Région,RSS99,Ensemble du Québec,11851,2,0,0,129103,97,0,0,11853,129200,0.000327141,,0,28,0,0,8559000,9023
2021-01-15,Région,RSS99,Ensemble du Québec,11191,8,0,0,140294,105,0,0,11199,140399,0.0004089263,,0,35,0,0,8559000,9491
2021-01-16,Région,RSS99,Ensemble du Québec,8445,5,0,0,148739,110,0,0,8450,148849,0.0005608132,,0,48,0,0,8559000,9831
2021-01-17,Région,RSS99,Ensemble du Québec,7135,1,0,0,155874,111,0,0,7136,155985,0.0005608132,,0,48,0,0,8559000,10161
2021-01-18,Région,RSS99,Ensemble du Québec,10638,12,0,0,166512,123,0,0,10650,166635,0.000595864,,0,51,0,0,8559000,10437
2021-01-19,Région,RSS99,Ensemble du Québec,10358,2,0,0,176870,125,0,0,10360,176995,0.0006075476,,0,52,0,0,8559000,10541
2021-01-20,Région,RSS99,Ensemble du Québec,11471,7,0,0,188341,132,0,0,11478,188473,0.0006425984,,0,55,0,0,8559000,10548
2021-01-21,Région,RSS99,Ensemble du Québec,13772,15,0,0,202113,147,0,0,13787,202260,0.0007828017,,0,67,0,0,8559000,9826
2021-01-22,Région,RSS99,Ensemble du Québec,11917,6,0,0,214030,153,0,0,11923,214183,0.0008879542,,0,76,0,0,8559000,8947
2021-01-23,Région,RSS99,Ensemble du Québec,8498,4,0,0,222528,157,0,0,8502,222685,0.0008996378,,0,77,0,0,8559000,8056
2021-01-24,Région,RSS99,Ensemble du Québec,2081,3,0,0,224609,160,0,0,2084,224769,0.0008996378,,0,77,0,0,8559000,6958
2021-01-25,Région,RSS99,Ensemble du Québec,4487,6,0,0,229096,166,0,0,4493,229262,0.0009346886,,0,80,0,0,8559000,5472
2021-01-26,Région,RSS99,Ensemble du Québec,4086,39,0,0,233182,205,0,0,4125,233387,0.0010865755,,0,93,0,0,8559000,4095
2021-01-27,Région,RSS99,Ensemble du Québec,3770,22,0,0,236952,227,0,0,3792,237179,0.0011566772,,0,99,0,0,8559000,2966
2021-01-28,Région,RSS99,Ensemble du Québec,3337,47,0,0,240289,274,0,0,3384,240563,0.0012618297,,0,108,0,0,8559000,2782
2021-01-29,Région,RSS99,Ensemble du Québec,2261,25,0,0,242550,299,0,0,2286,242849,0.0014137166,,0,121,0,0,8559000,2201
2021-01-30,Région,RSS99,Ensemble du Québec,554,46,0,0,243104,345,0,0,600,243449,0.001518869,,0,130,0,0,8559000,1715
2021-01-31,Région,RSS99,Ensemble du Québec,772,21,0,0,243876,366,0,0,793,244242,0.0015889707,,0,136,0,0,8559000,1602
2021-02-01,Région,RSS99,Ensemble du Québec,395,33,0,0,244271,399,0,0,428,244670,0.001729174,,0,148,0,0,8559000,1854
2021-02-02,Région,RSS99,Ensemble du Québec,656,69,0,0,244927,468,0,0,725,245395,0.0019394789,,0,166,0,0,8559000,2253
