group,1d,2d,3d,pop 2021
0-4,31448,13613,37,428991
5-11,441321,338538,32782,650347
12-17,532852,510441,122633,529446
18-29,1118461,1059366,454501,1216440
30-39,1026388,985950,521795,1118629
40-49,1030809,1006260,658455,1115327
50-59,1082882,1057297,807024,1155183
60-69,1118938,1106802,1003967,1168854
70-79,755921,754405,726633,783129
80 plus,401322,401771,392043,425520
Total 5+,7508894,7220830,4719833,8162875
Total,7540342,7234443,4719870,8591866
