group,1d,2d,3d,pop 2021
0-4,1659,55,8,428991
5-11,433862,327269,429,650347
12-17,531522,507914,93938,529446
18-29,1113180,1054570,432967,1216440
30-39,1021102,981637,499621,1118629
40-49,1027679,1003498,638610,1115327
50-59,1080614,1055294,788465,1155183
60-69,1116254,1104924,988382,1168854
70-79,754320,753314,718165,783129
80 plus,400753,401200,387119,425520
Total 5+,7479286,7189620,4547696,8162875
Total,7480945,7189675,4547704,8591866
