group,1d,2d,3d,pop 2021
0-4,248,54,8,428991
5-11,429652,315209,276,650347
12-17,529931,503094,76158,529446
18-29,1110293,1049759,412246,1216440
30-39,1018355,977327,482607,1118629
40-49,1025730,1000074,620740,1115327
50-59,1079199,1053080,774366,1155183
60-69,1114888,1103571,976844,1168854
70-79,753547,752605,710901,783129
80 plus,400498,400777,383089,425520
Total 5+,7462093,7155496,4437227,8162875
Total,7462341,7155550,4437235,8591866
