"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-10-20;25493805;21659675
2022-10-19;25493805;21634170
2022-10-18;25493805;21606376
2022-10-17;25493805;21581067
2022-10-16;25493805;21564366
2022-10-15;25493805;21556105
2022-10-14;25493805;21537191
