Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2022-04-26;23082195;19393611
2022-04-25;23082195;19363644
2022-04-24;23082195;19341095
2022-04-23;23082195;19328009
2022-04-22;23082195;19298727
2022-04-21;23082195;19260201
2022-04-20;23082195;19218462
