"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-03-14;23074695;18532758
2022-03-13;23074695;18529115
2022-03-12;23074695;18524881
2022-03-11;23074695;18514804
2022-03-10;23074695;18506018
2022-03-09;23074695;18497936
2022-03-08;23074695;18491220
